"year","ACCESS-CM2","ACCESS-ESM1-5","BCC-CSM2-MR","CanESM5","EC-Earth3","FGOALS-g3","GFDL-ESM4","INM-CM4-8","INM-CM5-0","IPSL-CM6A-LR","MIROC6","MPI-ESM1-2-HR","MPI-ESM1-2-LR","MRI-ESM2-0","NorESM2-LM","NorESM2-MM"
2017,0.6418,1.4323,1.3377,1.7298,1.6934,3.2552,1.5819,2.2953,1.9067,0.9917,1.6727,0.8522,1.1833,0.6453,1.2678,2.3232
2018,0.7451,1.1368,1.245,1.8669,1.4644,3.1833,1.1948,2.3439,2.0336,0.9014,1.5122,0.6622,1.0001,0.9353,1.291,2.57
2019,1.1736,1.4191,1.4578,1.6741,1.5774,3.3143,1.581,2.2978,1.4621,0.5241,1.5809,0.6227,1.129,1.3078,0.9302,2.5435
2020,1.0491,1.2664,1.4813,1.3185,1.5482,2.9592,1.4859,2.4102,1.7141,0.6165,1.4849,0.4727,1.2669,1.0787,1.2421,2.7283
2021,0.6337,1.0225,1.1402,1.2349,1.5997,2.9338,1.5705,2.4398,1.8834,0.5642,1.342,0.5644,1.2574,1.147,1.2686,2.3695
2022,0.6197,1.2252,1.4977,1.2735,1.6952,3.1586,1.6819,2.4208,2.0049,0.9102,1.238,0.5994,1.1789,0.8615,1.1899,2.4648
2023,1.0269,0.9126,1.2081,1.1431,1.5046,3.0553,1.538,2.6804,1.8634,0.7516,1.4466,0.858,1.1918,1.1259,1.2983,2.2471
2024,0.6551,1.1699,1.0959,0.8467,1.6689,2.8258,1.6017,2.6863,1.9357,0.9047,1.5066,0.9505,1.168,0.8302,1.5868,2.4238
2025,1.1016,0.9451,0.9578,0.4693,1.6438,2.7795,1.5996,2.5785,1.712,0.9077,1.4846,0.8705,1.0853,0.8758,1.34,2.3507
2026,0.7435,1.0219,1.0424,0.6605,1.3023,2.9012,1.4267,2.4447,1.6014,0.6374,1.3025,0.7257,0.8387,0.3124,1.5229,2.3186
2027,0.4448,1.0921,1.1654,0.838,1.1317,2.9896,1.7195,2.5698,1.6977,1.0131,1.1544,0.7399,0.7523,0.3726,1.3905,2.1544
2028,0.478,0.7132,1.0161,0.7208,0.8911,2.889,1.7833,2.3299,2.0424,0.9501,1.0686,0.6628,0.5924,0.495,1.4456,2.2244
2029,0.5262,0.7242,1.0332,0.6884,0.9931,2.8186,1.735,2.4447,1.8897,0.8023,1.3628,0.8429,0.8686,0.3897,1.1844,2.1064
2030,0.3403,0.5333,0.7214,1.0623,1.1118,3.0146,1.5697,2.5146,2.0593,0.622,1.2761,0.7467,1.0623,0.2003,1.1674,2.3552
2031,1.2351,1.4057,0.8343,0.742,0.991,2.8039,1.3105,2.5439,1.8939,0.5825,1.0674,0.5842,1.2542,0.1655,1.0587,2.3434
2032,0.7018,1.1236,1.0714,0.5664,1.4659,2.7948,1.3474,2.4834,1.9317,0.7346,1.2202,0.5295,1.152,0.2155,0.9114,2.579
2033,0.4846,1.2774,0.949,0.4238,0.8324,2.7945,1.565,2.1519,1.9793,0.6077,1.1172,0.7471,1.1405,0.532,0.7375,2.4355
2034,0.7446,0.9246,0.6925,0.248,0.8063,3.0074,1.5607,2.5749,1.9072,0.5565,1.1167,0.5462,0.9486,0.3152,1.2292,2.5593
2035,0.7148,0.9819,0.7665,0.4058,0.2672,2.9315,1.4686,2.2328,1.5943,0.2184,0.9762,0.5699,1.2509,0.6874,1.1615,2.6194
2036,0.5238,1.0911,0.6687,0.5959,0.2038,2.6566,1.6001,2.5648,2.037,0.2469,1.0181,0.6118,1.2078,0.6828,1.1019,2.2752
2037,0.1537,1.1149,0.6151,0.3482,0.3925,2.7381,1.5674,2.5321,1.5408,0.2331,0.8746,0.5301,0.8406,0.6212,1.3151,2.2506
2038,0.2099,0.8332,0.7828,0.3857,0.66,2.6468,1.6481,2.5099,1.6727,0.3074,0.844,0.567,0.8433,0.6042,1.2228,2.2933
2039,0.0849,0.4656,0.9059,0.2788,0.2072,2.673,1.1987,2.2772,1.5385,0.0097,0.8343,0.8204,0.5856,0.2317,1.1101,2.1705
2040,0.0624,1.0119,0.7899,0.5631,0.5088,2.5114,1.18,2.371,1.5678,9e-04,0.8973,0.562,0.6816,0.1264,1.3592,1.7662
2041,0.0159,0.8496,0.6184,0.6777,0.5111,2.4938,1.3063,2.3392,1.8343,0.1027,0.9423,0.4825,0.8223,0.4462,0.8807,1.7125
2042,0.1163,0.6317,0.6094,0.5659,0.1469,2.7028,1.2479,2.3127,1.7127,0.0797,0.7712,0.326,0.7542,0.4312,0.8872,1.9845
2043,0.211,1.036,0.6641,0.4388,0.2868,2.5334,1.303,2.0948,1.7804,0.2924,0.8813,0.4304,0.772,0.0336,1.0873,1.7181
2044,0.0991,0.286,1.1029,0.371,0.3178,2.5776,1.3345,2.2173,1.8951,0.1117,0.9922,0.3558,0.5899,0.2675,0.9426,2.1071
2045,0.0941,0.3891,0.5358,0.2638,0.3074,2.3967,1.2174,2.1115,1.5982,0.0814,0.9147,0.4123,0.5053,0.4068,1.1747,2.2843
2046,0.031,0.6057,0.7718,0.2199,0.0801,2.2176,1.3178,2.1565,1.5577,0.117,0.8742,0.5146,0.4986,0.0158,0.5434,1.9515
2047,0.0655,0.4499,0.5545,0.1562,0.0262,2.3177,1.4318,1.9058,1.6068,0.0522,0.647,0.4567,0.5596,0.3152,1.0868,1.8239
2048,0.1445,0.51,0.594,0.0713,0.2187,2.2085,1.2253,2.1375,1.6567,0.0415,0.6504,0,0.6725,0.0728,0.7494,1.8822
2049,0.0845,0.9802,0.5034,0.0673,0.0364,2.3408,1.1305,2.0854,1.7513,0.0712,0.7136,0.0088,0.4465,0.0656,1.1251,2.0621
2050,0.0147,0.6577,0.988,0.0181,0.3652,2.3038,1.2671,2.1773,1.6124,0.0264,0.4088,0.1881,0.5018,0.102,1.3561,1.7903
2051,0.0222,0.3836,1.0692,0.0289,0.1064,2.3094,0.9893,2.2619,1.691,0.0028,0.2575,0.2595,0.6134,0.027,1.0088,1.6343
2052,0.0527,0.316,0.7092,0.0593,0.2445,2.2163,1.0023,2.3935,1.5533,0.0897,0.187,0.0276,0.5876,0.0093,0.8298,1.6845
2053,0.0246,0.7286,0.49,0.1632,0.1092,2.2332,0.7798,2.4461,1.5465,0.0047,0.1836,0,0.4704,0.0144,0.9708,1.4465
2054,0.02,0.3285,0.5803,0.049,0.2754,2.4182,0.8603,2.3303,1.5427,0.0442,0.2445,0.1258,0.512,0.0027,1.2433,0.9894
2055,0.1352,0.0909,0.3181,0.0687,0.0559,2.2832,1.0641,2.3342,1.6095,0.0224,0.018,0.1856,0.5683,0.001,0.8643,1.1651
2056,0.1261,0.0971,0.531,0.0088,2e-04,2.1926,0.8227,2.1134,1.4253,0.0643,0.0841,4e-04,0.2274,0.0315,0.3888,1.301
2057,0.0392,0.0428,0.2658,0.1267,0.2205,2.2787,0.4169,2.2889,1.4978,0.0017,0.1227,0.0158,0.1988,0.086,0.5709,1.1533
2058,0.0296,0.0637,0.2345,0.0302,0.0115,2.1757,0.8103,2.0705,1.3755,0.0266,0.2449,0.054,0.3535,0.0142,0.6132,1.2697
2059,0.0125,0.0831,0.1125,0.0294,0.0202,2.1655,0.7696,2.0714,1.4425,0.0273,0.1491,0.0148,0.3591,0.1556,1.1215,1.2403
2060,0.0377,0.1099,0.3193,0.0232,0.0504,1.9997,0.8115,2.0324,1.2171,0.0327,0.063,0.0083,0.4069,0.018,0.6402,1.1866
2061,0.0191,0.1721,0.2248,0,0.0109,2.3196,0.3111,1.857,1.2295,0.0049,0.0676,0.1865,0.4894,0.0695,0.5987,1.1056
2062,0.0382,0.0291,0.5224,0.0093,0.0026,2.0579,0.5011,1.8468,1.195,0,0.0263,0.0017,0.44,0.0038,0.5083,1.1338
2063,0.0338,0.0545,0.4351,0.0656,0.0123,2.0075,0.7684,1.6792,1.0391,0,0.0361,0.0024,0.2315,0.0045,0.5669,1.1416
2064,0.015,0.0575,0.1976,0.018,0.0263,1.5719,0.2479,1.6473,1.3522,0,0.0011,0.217,0.1718,0.0095,0.6889,0.7798
2065,0.0057,0.0444,0.185,0.0073,0.0015,1.4002,0.6237,1.7603,1.5922,0.0059,3e-04,0.1982,0.4054,0.0253,0.2968,0.9108
2066,0.0415,0.0549,0.4756,0.0228,3e-04,1.7098,0.329,1.737,1.647,5e-04,0.1353,0.2182,0.0052,0.1049,0.4113,0.9282
2067,0.0129,0.009,0.5135,8e-04,0.0032,2.0653,0.2421,1.3843,1.6607,0.0215,0.0698,0.0062,0.2688,0.0091,0.4627,1.1098
2068,0.0064,0.0501,0.1111,0.0037,0.0034,2.2089,0.2986,1.5756,1.4602,5e-04,0.0245,0,0.1001,0.0093,0.1836,0.9343
2069,0.0116,0.0233,0.2097,0.0017,1e-04,2.0484,0.0018,1.732,1.2296,0,0.0199,0.0086,0.237,0.0043,0.3151,0.4423
2070,0.0135,0.0089,0.1736,0.0021,1e-04,1.8985,0.0868,1.5452,1.3384,0.0033,6e-04,0,0,0.0024,0.3069,0.4333
2071,0.0185,0.0261,0.1033,0,3e-04,1.9971,0.1402,1.4137,1.5232,1e-04,0.0418,0,0.0868,0.0029,0.1808,0.7322
2072,0.0128,0.0445,0,4e-04,0.0017,1.903,0.0184,1.6737,0.9602,7e-04,0.006,0,0.0115,0.0289,0.1424,0.3173
2073,0.0023,0.0166,0.1413,0,0.0018,1.864,0.202,1.4575,0.9517,0,5e-04,0,0.048,0.0078,0.1596,0.2561
2074,0.0022,0.0171,2e-04,6e-04,0.0026,1.6761,0.0418,1.5349,1.0304,1e-04,0.0023,0,8e-04,0.0063,0.1618,0.7127
2075,8e-04,0.0062,0.3007,0,0.0055,1.7167,0.389,1.639,0.5846,1e-04,8e-04,0,0.0249,0.0056,0.0959,0.5591
2076,0.0144,0.0074,0.4752,6e-04,6e-04,1.8949,0.2535,1.2582,0.4079,1e-04,0,0,0.1175,0.0036,0.1352,0.5333
2077,0.0093,0.0162,0.0598,0.0031,0.0022,1.7717,0.1127,1.6749,0.932,5e-04,4e-04,0,0.0537,0.0024,0.1248,0.7876
2078,0.0016,0.022,9e-04,0.0051,2e-04,1.4059,0.1648,1.3374,0.8566,2e-04,0,0,0,0.0035,0.1599,0.4195
2079,0.0028,0.0102,0.0951,0,0,1.5748,0.0206,1.4204,1.1575,0,7e-04,0,0,0.0038,0.1041,0.6246
2080,0.0073,0.0092,0.1357,0,3e-04,1.5238,0.2015,1.4913,1.1764,0,0,8e-04,0,0.0031,0.0965,0.7076
2081,3e-04,0.0549,0.1212,0,9e-04,1.9265,0.0453,1.536,0.9084,0,0,0,0,0.0038,0.0385,0.5683
2082,0.0076,0.0291,0.1185,0,0.0165,1.6855,0.1187,1.2512,0.686,0,0,0,0,0.004,0.0496,0.4784
2083,0.0096,0.0261,0.014,0,0.0036,1.7684,0.1624,1.4352,0.9026,0,0,0,0.0447,0.0028,0.0377,0.2933
2084,0,0.0169,0,0,0.0024,1.8548,0.001,1.5209,0.54,0,0,7e-04,0.025,0.0022,0.0404,0.2513
2085,0.0014,0.0356,0.0069,0,8e-04,1.7796,0.0114,1.6558,0.5758,0,0,0,2e-04,0.003,0.0507,0.2635
2086,0.004,0.0113,0.1534,0,8e-04,1.7996,3e-04,1.3429,0.508,0,2e-04,0,0,0.0022,0.1154,0.1573
2087,0.0025,0.0082,1e-04,4e-04,0,1.6533,3e-04,1.2822,1.1078,0,0,0,0,0.0025,0.0456,0.2259
2088,0.0028,0.0034,0.0014,0,0,1.4644,0.0431,1.4895,0.6914,0,8e-04,0,0,0.003,0.0215,0.2035
2089,0.0016,0.002,0,7e-04,0,1.356,0.0157,1.6707,0.592,0,0.002,0,0,0.0019,0.006,0.1101
2090,1e-04,0.0031,0.1528,0,0,1.1657,0.1211,1.3633,0.6207,0,6e-04,0,0,0.0023,0.0619,0.0651
2091,0,0.0054,0.0014,0,0,1.1279,4e-04,1.1696,0.5877,0,0,0,0,0.001,0.0711,0.0826
2092,0.0015,0.0037,0.0441,0,0,0.9453,3e-04,0.9011,0.4584,0,0,0,0,0.0021,0.0615,0.3109
2093,1e-04,0.0049,0.0823,0,8e-04,1.2331,0.0223,1.1818,0.8532,0,0,0,0,0.0019,0.0279,0.1501
2094,0,0.0046,0.0012,0,0,0.9013,3e-04,1.4312,1.3027,0,1e-04,0,0.0067,0.0023,0.1392,0.0975
2095,0.0036,0.0041,0.0011,0,4e-04,0.8804,8e-04,1.2592,1.2046,0,0,0,0,0.0039,0.1011,0.0461
2096,0,0.0131,0.0032,0,0,0.9468,0.0097,1.0048,1.1263,0,0,0,0,0.0016,0.1286,0.1283
2097,1e-04,0.0085,0.0013,0,0.0015,0.7957,2e-04,1.1683,0.603,0,0,0,0,0.0023,0.0258,0.1224
2098,1e-04,0,0.0033,0,0,1.0254,2e-04,1.1605,1.1672,0,0,0,0,0.0026,0.0182,0.0554
2099,6e-04,0,0.0014,0,0,0.6937,0.0472,1.3352,0.8429,0,0,0,0,0.0015,0.0687,0.0316
2100,0,0.0012,0.0033,0,2e-04,0.7817,2e-04,1.1714,0.6161,0,0,0,0.0012,0.0017,0.0039,0.0739
