year,season,scenario,model,snc_mile2
2032,1,ssp245,ipsl_cm6a_lr,5007721.59033263
2032,1,ssp370,ipsl_cm6a_lr,5330928.40130314
2032,1,ssp585,ipsl_cm6a_lr,5012929.61042322
2032,2,ssp126,ipsl_cm6a_lr,3095429.83683738
2032,2,ssp245,ipsl_cm6a_lr,2981277.62304323
2032,2,ssp370,ipsl_cm6a_lr,3151634.20693152
2032,2,ssp585,ipsl_cm6a_lr,3414838.95937303
2032,3,ssp126,ipsl_cm6a_lr,260234.93156844
2032,3,ssp245,ipsl_cm6a_lr,240250.864540602
2032,3,ssp370,ipsl_cm6a_lr,286104.600055161
2032,3,ssp585,ipsl_cm6a_lr,290641.028024511
2032,4,ssp126,ipsl_cm6a_lr,1694839.4839844
2032,4,ssp245,ipsl_cm6a_lr,1597033.15099316
2032,4,ssp370,ipsl_cm6a_lr,1533291.88542847
2032,4,ssp585,ipsl_cm6a_lr,1750794.00990112
2033,1,ssp126,ipsl_cm6a_lr,5268843.19705781
2033,1,ssp245,ipsl_cm6a_lr,5362801.87135626
2033,1,ssp370,ipsl_cm6a_lr,5337228.25247989
2033,1,ssp585,ipsl_cm6a_lr,5315184.67915146
2033,2,ssp126,ipsl_cm6a_lr,3069066.0649985
2033,2,ssp245,ipsl_cm6a_lr,3089218.36213741
2033,2,ssp370,ipsl_cm6a_lr,2891917.83037916
2033,2,ssp585,ipsl_cm6a_lr,3312030.16922181
2033,3,ssp126,ipsl_cm6a_lr,249513.146000696
2033,3,ssp245,ipsl_cm6a_lr,254689.942132566
2033,3,ssp370,ipsl_cm6a_lr,257851.948232991
2033,3,ssp585,ipsl_cm6a_lr,284686.764077358
2033,4,ssp126,ipsl_cm6a_lr,1534049.61142726
2033,4,ssp245,ipsl_cm6a_lr,1442824.38433051
2033,4,ssp370,ipsl_cm6a_lr,1559912.64059333
2033,4,ssp585,ipsl_cm6a_lr,1473548.37125573
2034,1,ssp126,ipsl_cm6a_lr,4744977.86749521
2034,1,ssp245,ipsl_cm6a_lr,5236248.52557072
2034,1,ssp370,ipsl_cm6a_lr,5179766.94883079
2034,1,ssp585,ipsl_cm6a_lr,5204141.16959389
2034,2,ssp126,ipsl_cm6a_lr,2828318.28657233
2034,2,ssp245,ipsl_cm6a_lr,2898786.69480043
2034,2,ssp370,ipsl_cm6a_lr,2831218.4424308
2034,2,ssp585,ipsl_cm6a_lr,3194394.41901474
2034,3,ssp126,ipsl_cm6a_lr,233136.769860243
2034,3,ssp245,ipsl_cm6a_lr,242626.740949799
2034,3,ssp370,ipsl_cm6a_lr,297484.751245588
2034,3,ssp585,ipsl_cm6a_lr,268331.587564603
2034,4,ssp126,ipsl_cm6a_lr,1386906.82372939
2034,4,ssp245,ipsl_cm6a_lr,1685674.65782955
2034,4,ssp370,ipsl_cm6a_lr,1361003.52855665
2034,4,ssp585,ipsl_cm6a_lr,1504474.6018056
2035,1,ssp126,ipsl_cm6a_lr,4994651.76656179
2035,1,ssp245,ipsl_cm6a_lr,5116229.85483264
2035,1,ssp370,ipsl_cm6a_lr,5055353.23490135
2035,1,ssp585,ipsl_cm6a_lr,4580064.008757
2035,2,ssp126,ipsl_cm6a_lr,3121302.43390227
2035,2,ssp245,ipsl_cm6a_lr,3286566.18792976
2035,2,ssp370,ipsl_cm6a_lr,3012916.53306006
2035,2,ssp585,ipsl_cm6a_lr,2866385.58143239
2035,3,ssp126,ipsl_cm6a_lr,249518.406771055
2035,3,ssp245,ipsl_cm6a_lr,298176.671933405
2035,3,ssp370,ipsl_cm6a_lr,270002.493696162
2035,3,ssp585,ipsl_cm6a_lr,276316.957970309
2035,4,ssp126,ipsl_cm6a_lr,1701720.32293878
2035,4,ssp245,ipsl_cm6a_lr,1498018.07723981
2035,4,ssp370,ipsl_cm6a_lr,1469766.41592897
2035,4,ssp585,ipsl_cm6a_lr,1395136.74231177
2036,1,ssp126,ipsl_cm6a_lr,5206488.42081766
2036,1,ssp245,ipsl_cm6a_lr,4972604.70637514
2036,1,ssp370,ipsl_cm6a_lr,5234580.35980042
2036,1,ssp585,ipsl_cm6a_lr,4785518.35366618
2036,2,ssp126,ipsl_cm6a_lr,3038210.11033039
2036,2,ssp245,ipsl_cm6a_lr,3004842.52615963
2036,2,ssp370,ipsl_cm6a_lr,3076796.03857745
2036,2,ssp585,ipsl_cm6a_lr,2864669.40282317
2036,3,ssp126,ipsl_cm6a_lr,258251.290905827
2036,3,ssp245,ipsl_cm6a_lr,218762.835450204
2036,3,ssp370,ipsl_cm6a_lr,271231.043916981
2036,3,ssp585,ipsl_cm6a_lr,252197.93265804
2036,4,ssp126,ipsl_cm6a_lr,1320748.88742433
2036,4,ssp245,ipsl_cm6a_lr,1485395.64589434
2036,4,ssp370,ipsl_cm6a_lr,1525396.95719646
2036,4,ssp585,ipsl_cm6a_lr,1627090.41297752
2037,1,ssp126,ipsl_cm6a_lr,4968671.47518557
2037,1,ssp245,ipsl_cm6a_lr,4842150.37344101
2037,1,ssp370,ipsl_cm6a_lr,5161420.80934531
2037,1,ssp585,ipsl_cm6a_lr,5404330.62104351
2037,2,ssp126,ipsl_cm6a_lr,2623912.79729203
2037,2,ssp245,ipsl_cm6a_lr,2940510.20090276
2037,2,ssp370,ipsl_cm6a_lr,3054930.28351357
2037,2,ssp585,ipsl_cm6a_lr,3139824.38754579
2037,3,ssp126,ipsl_cm6a_lr,258183.731249913
2037,3,ssp245,ipsl_cm6a_lr,215479.594341433
2037,3,ssp370,ipsl_cm6a_lr,287011.182055195
2037,3,ssp585,ipsl_cm6a_lr,255590.844411398
2037,4,ssp126,ipsl_cm6a_lr,1261047.70934374
2037,4,ssp245,ipsl_cm6a_lr,1528046.66591883
2037,4,ssp370,ipsl_cm6a_lr,1559165.63677572
2037,4,ssp585,ipsl_cm6a_lr,1619757.54294604
2038,1,ssp126,ipsl_cm6a_lr,5228541.68252211
2038,1,ssp245,ipsl_cm6a_lr,5162366.01225146
2038,1,ssp370,ipsl_cm6a_lr,5078221.42450649
2038,1,ssp585,ipsl_cm6a_lr,5230830.33138154
2038,2,ssp126,ipsl_cm6a_lr,2867627.84154898
2038,2,ssp245,ipsl_cm6a_lr,3222795.3070006
2038,2,ssp370,ipsl_cm6a_lr,3204796.26595806
2038,2,ssp585,ipsl_cm6a_lr,3212945.40596099
2038,3,ssp126,ipsl_cm6a_lr,282753.907089152
2038,3,ssp245,ipsl_cm6a_lr,282251.462796385
2038,3,ssp370,ipsl_cm6a_lr,253137.418375792
2038,3,ssp585,ipsl_cm6a_lr,281571.720708186
2038,4,ssp126,ipsl_cm6a_lr,1236386.19622405
2038,4,ssp245,ipsl_cm6a_lr,1585827.97063416
2038,4,ssp370,ipsl_cm6a_lr,1464870.15837988
2038,4,ssp585,ipsl_cm6a_lr,1663479.69389614
2039,1,ssp126,ipsl_cm6a_lr,5038998.93641062
2039,1,ssp245,ipsl_cm6a_lr,5337409.80719619
2039,1,ssp370,ipsl_cm6a_lr,5255474.45443155
2039,1,ssp585,ipsl_cm6a_lr,5056929.82801278
2039,2,ssp126,ipsl_cm6a_lr,2738574.11258426
2039,2,ssp245,ipsl_cm6a_lr,3009829.18117069
2039,2,ssp370,ipsl_cm6a_lr,2883562.47709355
2039,2,ssp585,ipsl_cm6a_lr,3191731.78291633
2039,3,ssp126,ipsl_cm6a_lr,236521.513363753
2039,3,ssp245,ipsl_cm6a_lr,212158.364703895
2039,3,ssp370,ipsl_cm6a_lr,247525.073325895
2039,3,ssp585,ipsl_cm6a_lr,252506.264664359
2039,4,ssp126,ipsl_cm6a_lr,1400613.23476089
2039,4,ssp245,ipsl_cm6a_lr,1352154.87446297
2039,4,ssp370,ipsl_cm6a_lr,1456955.78972423
2039,4,ssp585,ipsl_cm6a_lr,1773933.95073089
2040,1,ssp126,ipsl_cm6a_lr,4551138.53883723
2040,1,ssp245,ipsl_cm6a_lr,5165182.81756653
2040,1,ssp370,ipsl_cm6a_lr,5057024.07191358
2040,1,ssp585,ipsl_cm6a_lr,4974320.50181776
2040,2,ssp126,ipsl_cm6a_lr,2854227.98595481
2040,2,ssp245,ipsl_cm6a_lr,2478103.90812637
2040,2,ssp370,ipsl_cm6a_lr,2725095.63124301
2040,2,ssp585,ipsl_cm6a_lr,2841747.91451098
2040,3,ssp126,ipsl_cm6a_lr,255519.266110778
2040,3,ssp245,ipsl_cm6a_lr,233418.337143251
2040,3,ssp370,ipsl_cm6a_lr,229645.071570834
2040,3,ssp585,ipsl_cm6a_lr,264760.904002072
2040,4,ssp126,ipsl_cm6a_lr,1549272.76655083
2040,4,ssp245,ipsl_cm6a_lr,1577998.64303588
2040,4,ssp370,ipsl_cm6a_lr,1505289.04314863
2040,4,ssp585,ipsl_cm6a_lr,1945835.32088515
2041,1,ssp126,ipsl_cm6a_lr,5090255.83086701
2041,1,ssp245,ipsl_cm6a_lr,4808055.04143609
2041,1,ssp370,ipsl_cm6a_lr,5329316.64734082
2041,1,ssp585,ipsl_cm6a_lr,5218472.7324499
2041,2,ssp126,ipsl_cm6a_lr,2963780.253544
2041,2,ssp245,ipsl_cm6a_lr,3128953.06961216
2041,2,ssp370,ipsl_cm6a_lr,3274993.94289646
2041,2,ssp585,ipsl_cm6a_lr,3145953.4161513
2041,3,ssp126,ipsl_cm6a_lr,250593.817930246
2041,3,ssp245,ipsl_cm6a_lr,228239.213801578
2041,3,ssp370,ipsl_cm6a_lr,262227.929868424
2041,3,ssp585,ipsl_cm6a_lr,234117.931597517
2041,4,ssp126,ipsl_cm6a_lr,1306202.56130536
2041,4,ssp245,ipsl_cm6a_lr,1486421.47375546
2041,4,ssp370,ipsl_cm6a_lr,1596818.1757908
2041,4,ssp585,ipsl_cm6a_lr,1300966.19542287
2042,1,ssp126,ipsl_cm6a_lr,5293346.4821361
2042,1,ssp245,ipsl_cm6a_lr,5085391.49991154
2042,1,ssp370,ipsl_cm6a_lr,4845533.64480825
2042,1,ssp585,ipsl_cm6a_lr,4915576.70058267
2042,2,ssp126,ipsl_cm6a_lr,3031773.50168704
2042,2,ssp245,ipsl_cm6a_lr,2965587.35341211
2042,2,ssp370,ipsl_cm6a_lr,2921238.7874888
2042,2,ssp585,ipsl_cm6a_lr,2956452.99001149
2042,3,ssp126,ipsl_cm6a_lr,244710.385260466
2042,3,ssp245,ipsl_cm6a_lr,286291.897648768
2042,3,ssp370,ipsl_cm6a_lr,267790.540167409
2042,3,ssp585,ipsl_cm6a_lr,245011.955313265
2042,4,ssp126,ipsl_cm6a_lr,1395303.04217155
2042,4,ssp245,ipsl_cm6a_lr,1411943.21784165
2042,4,ssp370,ipsl_cm6a_lr,1358954.86233192
2042,4,ssp585,ipsl_cm6a_lr,1547164.68851634
2043,1,ssp126,ipsl_cm6a_lr,5078445.20932674
2043,1,ssp245,ipsl_cm6a_lr,5047105.19973528
2043,1,ssp370,ipsl_cm6a_lr,4867573.51695768
2043,1,ssp585,ipsl_cm6a_lr,4918143.81768188
2043,2,ssp126,ipsl_cm6a_lr,3005306.47046844
2043,2,ssp245,ipsl_cm6a_lr,3097188.9652735
2043,2,ssp370,ipsl_cm6a_lr,2893498.01534299
2043,2,ssp585,ipsl_cm6a_lr,2785333.75047571
2043,3,ssp126,ipsl_cm6a_lr,259444.475855228
2043,3,ssp245,ipsl_cm6a_lr,244906.261163878
2043,3,ssp370,ipsl_cm6a_lr,257239.03853178
2043,3,ssp585,ipsl_cm6a_lr,248901.316528511
2043,4,ssp126,ipsl_cm6a_lr,1480656.18680264
2043,4,ssp245,ipsl_cm6a_lr,1651724.49929691
2043,4,ssp370,ipsl_cm6a_lr,1537127.19670614
2043,4,ssp585,ipsl_cm6a_lr,1444785.63143971
2044,1,ssp126,ipsl_cm6a_lr,4809048.02816936
2044,1,ssp245,ipsl_cm6a_lr,4976638.11765236
2044,1,ssp370,ipsl_cm6a_lr,5306173.1423791
2044,1,ssp585,ipsl_cm6a_lr,4575054.35166612
2044,2,ssp126,ipsl_cm6a_lr,3070411.84170973
2044,2,ssp245,ipsl_cm6a_lr,2793715.53999608
2044,2,ssp370,ipsl_cm6a_lr,3060583.27434043
2044,2,ssp585,ipsl_cm6a_lr,2929709.30731001
2044,3,ssp126,ipsl_cm6a_lr,248656.903640174
2044,3,ssp245,ipsl_cm6a_lr,248587.145998519
2044,3,ssp370,ipsl_cm6a_lr,269858.656821418
2044,3,ssp585,ipsl_cm6a_lr,225902.803590322
2044,4,ssp126,ipsl_cm6a_lr,1460886.62636973
2044,4,ssp245,ipsl_cm6a_lr,1648678.26380272
2044,4,ssp370,ipsl_cm6a_lr,1905129.41268366
2044,4,ssp585,ipsl_cm6a_lr,1363751.19044178
2045,1,ssp126,ipsl_cm6a_lr,4982419.99762112
2045,1,ssp245,ipsl_cm6a_lr,4906609.96211431
2045,1,ssp370,ipsl_cm6a_lr,5028726.91459
2045,1,ssp585,ipsl_cm6a_lr,4889879.63178746
2045,2,ssp126,ipsl_cm6a_lr,2609263.08247223
2045,2,ssp245,ipsl_cm6a_lr,2803154.13357437
2045,2,ssp370,ipsl_cm6a_lr,2925803.06318966
2045,2,ssp585,ipsl_cm6a_lr,2852877.40310188
2045,3,ssp126,ipsl_cm6a_lr,201496.695376997
2045,3,ssp245,ipsl_cm6a_lr,280566.240871226
2045,3,ssp370,ipsl_cm6a_lr,244776.393254306
2045,3,ssp585,ipsl_cm6a_lr,234767.670011043
2045,4,ssp126,ipsl_cm6a_lr,1551107.10703364
2045,4,ssp245,ipsl_cm6a_lr,1463589.05806661
2045,4,ssp370,ipsl_cm6a_lr,1426857.15797701
2045,4,ssp585,ipsl_cm6a_lr,1438394.79468117
2046,1,ssp126,ipsl_cm6a_lr,4694177.7707137
2046,1,ssp245,ipsl_cm6a_lr,4769979.24121478
2046,1,ssp370,ipsl_cm6a_lr,4787845.4319694
2046,1,ssp585,ipsl_cm6a_lr,4986325.55237787
2046,2,ssp126,ipsl_cm6a_lr,2886141.95339971
2046,2,ssp245,ipsl_cm6a_lr,2492136.89639515
2046,2,ssp370,ipsl_cm6a_lr,2909371.54537349
2046,2,ssp585,ipsl_cm6a_lr,2927134.43956964
2046,3,ssp126,ipsl_cm6a_lr,255748.12285319
2046,3,ssp245,ipsl_cm6a_lr,213411.038675445
2046,3,ssp370,ipsl_cm6a_lr,222768.583204057
2046,3,ssp585,ipsl_cm6a_lr,211840.341789538
2046,4,ssp126,ipsl_cm6a_lr,1617431.22843959
2046,4,ssp245,ipsl_cm6a_lr,1243806.73886703
2046,4,ssp370,ipsl_cm6a_lr,1719257.11219719
2046,4,ssp585,ipsl_cm6a_lr,1636385.09401753
2047,1,ssp126,ipsl_cm6a_lr,4935998.33980071
2047,1,ssp245,ipsl_cm6a_lr,4606042.3657217
2047,1,ssp370,ipsl_cm6a_lr,4885246.15812402
2047,1,ssp585,ipsl_cm6a_lr,5267912.86766965
2047,2,ssp126,ipsl_cm6a_lr,3005276.85575034
2047,2,ssp245,ipsl_cm6a_lr,2510358.66854519
2047,2,ssp370,ipsl_cm6a_lr,2880008.97532175
2047,2,ssp585,ipsl_cm6a_lr,3086387.02489365
2047,3,ssp126,ipsl_cm6a_lr,204857.880672991
2047,3,ssp245,ipsl_cm6a_lr,260888.179015043
2047,3,ssp370,ipsl_cm6a_lr,231046.361022115
2047,3,ssp585,ipsl_cm6a_lr,247337.478476285
2047,4,ssp126,ipsl_cm6a_lr,1514674.41349452
2047,4,ssp245,ipsl_cm6a_lr,1337489.43543591
2047,4,ssp370,ipsl_cm6a_lr,1646030.35635844
2047,4,ssp585,ipsl_cm6a_lr,1348130.76493231
2048,1,ssp126,ipsl_cm6a_lr,4952555.22203013
2048,1,ssp245,ipsl_cm6a_lr,4958838.11248616
2048,1,ssp370,ipsl_cm6a_lr,5278600.41763133
2048,1,ssp585,ipsl_cm6a_lr,4915425.36819121
2048,2,ssp126,ipsl_cm6a_lr,2897084.46538305
2048,2,ssp245,ipsl_cm6a_lr,2989422.31801926
2048,2,ssp370,ipsl_cm6a_lr,2996452.2016876
2048,2,ssp585,ipsl_cm6a_lr,2770717.91822277
2048,3,ssp126,ipsl_cm6a_lr,232628.048925149
2048,3,ssp245,ipsl_cm6a_lr,213021.943037524
2048,3,ssp370,ipsl_cm6a_lr,234556.85385975
2048,3,ssp585,ipsl_cm6a_lr,211488.813256364
2048,4,ssp126,ipsl_cm6a_lr,1506823.1894453
2048,4,ssp245,ipsl_cm6a_lr,1319412.15328974
2048,4,ssp370,ipsl_cm6a_lr,1336263.01582365
2048,4,ssp585,ipsl_cm6a_lr,1400094.63152212
2049,1,ssp126,ipsl_cm6a_lr,5057159.02610984
2049,1,ssp245,ipsl_cm6a_lr,5128192.99984342
2049,1,ssp370,ipsl_cm6a_lr,4725570.59547573
2049,1,ssp585,ipsl_cm6a_lr,4953953.43282408
2049,2,ssp126,ipsl_cm6a_lr,2968851.48478264
2049,2,ssp245,ipsl_cm6a_lr,2659112.83031318
2049,2,ssp370,ipsl_cm6a_lr,2828420.719192
2049,2,ssp585,ipsl_cm6a_lr,3001286.1168943
2049,3,ssp126,ipsl_cm6a_lr,244159.145608967
2049,3,ssp245,ipsl_cm6a_lr,218084.11111341
2049,3,ssp370,ipsl_cm6a_lr,218017.594547387
2049,3,ssp585,ipsl_cm6a_lr,197518.703741557
2049,4,ssp126,ipsl_cm6a_lr,1324516.5099522
2049,4,ssp245,ipsl_cm6a_lr,1520301.47192218
2049,4,ssp370,ipsl_cm6a_lr,1250050.27996812
2049,4,ssp585,ipsl_cm6a_lr,1199825.05094064
2050,1,ssp126,ipsl_cm6a_lr,4992617.54205354
2050,1,ssp245,ipsl_cm6a_lr,5048054.05342158
2050,1,ssp370,ipsl_cm6a_lr,4906843.44640717
2050,1,ssp585,ipsl_cm6a_lr,4704608.473759
2050,2,ssp126,ipsl_cm6a_lr,2882716.44755101
2050,2,ssp245,ipsl_cm6a_lr,3052629.27979141
2050,2,ssp370,ipsl_cm6a_lr,2668054.28491849
2050,2,ssp585,ipsl_cm6a_lr,2865132.83929399
2050,3,ssp126,ipsl_cm6a_lr,230055.781460796
2050,3,ssp245,ipsl_cm6a_lr,239786.868293497
2050,3,ssp370,ipsl_cm6a_lr,212179.848005804
2050,3,ssp585,ipsl_cm6a_lr,258926.919844907
2050,4,ssp126,ipsl_cm6a_lr,1500159.07248993
2050,4,ssp245,ipsl_cm6a_lr,1450466.87073295
2050,4,ssp370,ipsl_cm6a_lr,1527041.03393782
2050,4,ssp585,ipsl_cm6a_lr,1273398.65315509
2051,1,ssp126,ipsl_cm6a_lr,5302570.34482622
2051,1,ssp245,ipsl_cm6a_lr,5235898.75657796
2051,1,ssp370,ipsl_cm6a_lr,4715029.25435886
2051,1,ssp585,ipsl_cm6a_lr,4673709.39805841
2051,2,ssp126,ipsl_cm6a_lr,2758016.43327998
2051,2,ssp245,ipsl_cm6a_lr,3047825.77603357
2051,2,ssp370,ipsl_cm6a_lr,2552512.01324017
2051,2,ssp585,ipsl_cm6a_lr,3025264.36891946
2051,3,ssp126,ipsl_cm6a_lr,240111.739088364
2051,3,ssp245,ipsl_cm6a_lr,232824.189137512
2051,3,ssp370,ipsl_cm6a_lr,211141.992977948
2051,3,ssp585,ipsl_cm6a_lr,221166.151621231
2051,4,ssp126,ipsl_cm6a_lr,1408126.16098765
2051,4,ssp245,ipsl_cm6a_lr,1374064.00424724
2051,4,ssp370,ipsl_cm6a_lr,1151434.3987953
2051,4,ssp585,ipsl_cm6a_lr,1290274.87671914
2052,1,ssp126,ipsl_cm6a_lr,4619763.37452326
2052,1,ssp245,ipsl_cm6a_lr,4664876.19547116
2052,1,ssp370,ipsl_cm6a_lr,4927578.5769033
2052,1,ssp585,ipsl_cm6a_lr,4614531.23316849
2052,2,ssp126,ipsl_cm6a_lr,2998658.80978725
2052,2,ssp245,ipsl_cm6a_lr,2997868.0631334
2052,2,ssp370,ipsl_cm6a_lr,2938838.91872426
2052,2,ssp585,ipsl_cm6a_lr,2737503.79103357
2052,3,ssp126,ipsl_cm6a_lr,284721.479783639
2052,3,ssp245,ipsl_cm6a_lr,233561.58823892
2052,3,ssp370,ipsl_cm6a_lr,237808.728515124
2052,3,ssp585,ipsl_cm6a_lr,201960.259611896
2052,4,ssp126,ipsl_cm6a_lr,1731211.1225641
2052,4,ssp245,ipsl_cm6a_lr,1527830.74543547
2052,4,ssp370,ipsl_cm6a_lr,1723504.50182368
2052,4,ssp585,ipsl_cm6a_lr,1252696.63453029
2053,1,ssp126,ipsl_cm6a_lr,4796994.57897871
2053,1,ssp245,ipsl_cm6a_lr,5196473.71473989
2053,1,ssp370,ipsl_cm6a_lr,4880489.48944866
2053,1,ssp585,ipsl_cm6a_lr,4464343.80150956
2053,2,ssp126,ipsl_cm6a_lr,3053864.25885979
2053,2,ssp245,ipsl_cm6a_lr,2789687.93963592
2053,2,ssp370,ipsl_cm6a_lr,2643259.2131118
2053,2,ssp585,ipsl_cm6a_lr,2839641.63470106
2053,3,ssp126,ipsl_cm6a_lr,232404.87514998
2053,3,ssp245,ipsl_cm6a_lr,212727.295900968
2053,3,ssp370,ipsl_cm6a_lr,220148.227161088
2053,3,ssp585,ipsl_cm6a_lr,198633.834638695
2053,4,ssp126,ipsl_cm6a_lr,1443780.5929749
2053,4,ssp245,ipsl_cm6a_lr,936377.487009624
2053,4,ssp370,ipsl_cm6a_lr,1326223.7529428
2053,4,ssp585,ipsl_cm6a_lr,1262670.21636897
2054,1,ssp126,ipsl_cm6a_lr,5381780.68565073
2054,1,ssp245,ipsl_cm6a_lr,4538090.09284973
2054,1,ssp370,ipsl_cm6a_lr,4106215.10005762
2054,1,ssp585,ipsl_cm6a_lr,4289647.45930346
2054,2,ssp126,ipsl_cm6a_lr,3028552.65879252
2054,2,ssp245,ipsl_cm6a_lr,2613575.41244924
2054,2,ssp370,ipsl_cm6a_lr,2729766.00582088
2054,2,ssp585,ipsl_cm6a_lr,2551696.70351242
2054,3,ssp126,ipsl_cm6a_lr,238267.459109106
2054,3,ssp245,ipsl_cm6a_lr,241511.823910798
2054,3,ssp370,ipsl_cm6a_lr,204070.900551075
2054,3,ssp585,ipsl_cm6a_lr,194505.704499124
2054,4,ssp126,ipsl_cm6a_lr,1494361.29625209
2054,4,ssp245,ipsl_cm6a_lr,1437257.27759184
2054,4,ssp370,ipsl_cm6a_lr,1340566.00711197
2054,4,ssp585,ipsl_cm6a_lr,982536.159886328
2055,1,ssp126,ipsl_cm6a_lr,5046668.94053613
2055,1,ssp245,ipsl_cm6a_lr,4466711.61876411
2055,1,ssp370,ipsl_cm6a_lr,4684777.87246888
2055,1,ssp585,ipsl_cm6a_lr,4527068.68821318
2055,2,ssp126,ipsl_cm6a_lr,3181248.83479015
2055,2,ssp245,ipsl_cm6a_lr,2913762.46583992
2055,2,ssp370,ipsl_cm6a_lr,2895143.48338098
2055,2,ssp585,ipsl_cm6a_lr,2783636.56202823
2055,3,ssp126,ipsl_cm6a_lr,228823.044972645
2055,3,ssp245,ipsl_cm6a_lr,228426.953392102
2055,3,ssp370,ipsl_cm6a_lr,218428.183547043
2055,3,ssp585,ipsl_cm6a_lr,168652.159032389
2055,4,ssp126,ipsl_cm6a_lr,1484696.45974483
2055,4,ssp245,ipsl_cm6a_lr,1330988.07507553
2055,4,ssp370,ipsl_cm6a_lr,1332253.32627771
2055,4,ssp585,ipsl_cm6a_lr,1308961.80901151
2056,1,ssp126,ipsl_cm6a_lr,4919425.54269794
2056,1,ssp245,ipsl_cm6a_lr,4708819.11440063
2056,1,ssp370,ipsl_cm6a_lr,4868175.41800216
2056,1,ssp585,ipsl_cm6a_lr,4383918.74916239
2056,2,ssp126,ipsl_cm6a_lr,2892273.15371303
2056,2,ssp245,ipsl_cm6a_lr,3043340.41408494
2056,2,ssp370,ipsl_cm6a_lr,2651227.35106266
2056,2,ssp585,ipsl_cm6a_lr,2543538.13877475
2056,3,ssp126,ipsl_cm6a_lr,270289.214014302
2056,3,ssp245,ipsl_cm6a_lr,221172.926525544
2056,3,ssp370,ipsl_cm6a_lr,238965.745863281
2056,3,ssp585,ipsl_cm6a_lr,181019.735107383
2056,4,ssp126,ipsl_cm6a_lr,1503094.10867915
2056,4,ssp245,ipsl_cm6a_lr,1326414.52369688
2056,4,ssp370,ipsl_cm6a_lr,1347285.03434953
2056,4,ssp585,ipsl_cm6a_lr,1003497.32547054
2057,1,ssp126,ipsl_cm6a_lr,4843894.08077338
2057,1,ssp245,ipsl_cm6a_lr,4951132.57640453
2057,1,ssp370,ipsl_cm6a_lr,4837107.84497053
2057,1,ssp585,ipsl_cm6a_lr,4829257.81875413
2057,2,ssp126,ipsl_cm6a_lr,2955964.91875563
2057,2,ssp245,ipsl_cm6a_lr,2946316.28581359
2057,2,ssp370,ipsl_cm6a_lr,2845224.046828
2057,2,ssp585,ipsl_cm6a_lr,2515701.25121192
2057,3,ssp126,ipsl_cm6a_lr,256206.451563914
2057,3,ssp245,ipsl_cm6a_lr,224379.580060737
2057,3,ssp370,ipsl_cm6a_lr,222294.283698209
2057,3,ssp585,ipsl_cm6a_lr,201967.42337044
2057,4,ssp126,ipsl_cm6a_lr,1330763.70741509
2057,4,ssp245,ipsl_cm6a_lr,1254886.70568062
2057,4,ssp370,ipsl_cm6a_lr,1072113.8368949
2057,4,ssp585,ipsl_cm6a_lr,1158422.40588544
2058,1,ssp126,ipsl_cm6a_lr,5012173.3516714
2058,1,ssp245,ipsl_cm6a_lr,4863961.21865174
2058,1,ssp370,ipsl_cm6a_lr,4506625.14092363
2058,1,ssp585,ipsl_cm6a_lr,4614475.04306022
2058,2,ssp126,ipsl_cm6a_lr,2897388.17512754
2058,2,ssp245,ipsl_cm6a_lr,2840004.95419141
2058,2,ssp370,ipsl_cm6a_lr,2600086.60236598
2058,2,ssp585,ipsl_cm6a_lr,2728941.78664169
2058,3,ssp126,ipsl_cm6a_lr,232087.694319064
2058,3,ssp245,ipsl_cm6a_lr,243080.109655588
2058,3,ssp370,ipsl_cm6a_lr,217181.060303348
2058,3,ssp585,ipsl_cm6a_lr,185233.305145139
2058,4,ssp126,ipsl_cm6a_lr,1619319.77060423
2058,4,ssp245,ipsl_cm6a_lr,1305646.04873199
2058,4,ssp370,ipsl_cm6a_lr,1419977.86416249
2058,4,ssp585,ipsl_cm6a_lr,1606176.65338783
2059,1,ssp126,ipsl_cm6a_lr,4750005.60095012
2059,1,ssp245,ipsl_cm6a_lr,5072700.25335451
2059,1,ssp370,ipsl_cm6a_lr,5021607.74099361
2059,1,ssp585,ipsl_cm6a_lr,4960967.40687435
2059,2,ssp126,ipsl_cm6a_lr,2839422.35459447
2059,2,ssp245,ipsl_cm6a_lr,2917737.32139051
2059,2,ssp370,ipsl_cm6a_lr,2642627.51282893
2059,2,ssp585,ipsl_cm6a_lr,2939784.76365613
2059,3,ssp126,ipsl_cm6a_lr,219749.189961199
2059,3,ssp245,ipsl_cm6a_lr,218384.459325209
2059,3,ssp370,ipsl_cm6a_lr,216704.413888534
2059,3,ssp585,ipsl_cm6a_lr,174587.688917226
2059,4,ssp126,ipsl_cm6a_lr,1462084.59809681
2059,4,ssp245,ipsl_cm6a_lr,1339782.97385261
2059,4,ssp370,ipsl_cm6a_lr,1335761.5242487
2059,4,ssp585,ipsl_cm6a_lr,1156310.3152663
2060,1,ssp126,ipsl_cm6a_lr,4819611.95558188
2060,1,ssp245,ipsl_cm6a_lr,5182926.94806483
2060,1,ssp370,ipsl_cm6a_lr,5078670.55510314
2060,1,ssp585,ipsl_cm6a_lr,4611829.91835425
2060,2,ssp126,ipsl_cm6a_lr,3000959.29031278
2060,2,ssp245,ipsl_cm6a_lr,3056906.40101698
2060,2,ssp370,ipsl_cm6a_lr,2936664.83987156
