year,season,scenario,model,snc_mile2
1946,2,historical,bcc_csm2_mr,3420283.30723585
1946,3,historical,bcc_csm2_mr,633997.011791038
1946,4,historical,bcc_csm2_mr,1909589.94978609
1947,1,historical,bcc_csm2_mr,4826530.18877221
1947,2,historical,bcc_csm2_mr,3626284.38703207
1947,3,historical,bcc_csm2_mr,696905.016065762
1947,4,historical,bcc_csm2_mr,1818714.64229505
1948,1,historical,bcc_csm2_mr,4712585.39827761
1948,2,historical,bcc_csm2_mr,3713357.31117349
1948,3,historical,bcc_csm2_mr,655914.89285604
1948,4,historical,bcc_csm2_mr,1724898.96592392
1949,1,historical,bcc_csm2_mr,4830509.38672662
1949,2,historical,bcc_csm2_mr,3537400.96200402
1949,3,historical,bcc_csm2_mr,614906.66193216
1949,4,historical,bcc_csm2_mr,1666178.47037535
1950,1,historical,bcc_csm2_mr,4935203.18711335
1950,2,historical,bcc_csm2_mr,3514627.84230681
1950,3,historical,bcc_csm2_mr,551345.946152654
1950,4,historical,bcc_csm2_mr,1586220.01111061
1951,1,historical,bcc_csm2_mr,4493806.28358634
1951,2,historical,bcc_csm2_mr,3508422.039566
1951,3,historical,bcc_csm2_mr,659115.709768873
1951,4,historical,bcc_csm2_mr,1791826.75780751
1952,1,historical,bcc_csm2_mr,4570595.84801718
1952,2,historical,bcc_csm2_mr,3314720.77532082
1952,3,historical,bcc_csm2_mr,551860.644158232
1952,4,historical,bcc_csm2_mr,1831936.73863481
1953,1,historical,bcc_csm2_mr,4908660.06983462
1953,2,historical,bcc_csm2_mr,3675859.64908271
1953,3,historical,bcc_csm2_mr,702511.294403603
1953,4,historical,bcc_csm2_mr,1797163.35849714
1954,1,historical,bcc_csm2_mr,5067392.46049941
1954,2,historical,bcc_csm2_mr,3584107.86451608
1954,3,historical,bcc_csm2_mr,689103.414495109
1954,4,historical,bcc_csm2_mr,1897616.41921588
1955,1,historical,bcc_csm2_mr,4476842.18213672
1955,2,historical,bcc_csm2_mr,3825617.68446478
1955,3,historical,bcc_csm2_mr,831909.315292267
1955,4,historical,bcc_csm2_mr,1906676.95073408
1956,1,historical,bcc_csm2_mr,5231940.97832946
1956,2,historical,bcc_csm2_mr,3691504.32275422
1956,3,historical,bcc_csm2_mr,656850.340186244
1956,4,historical,bcc_csm2_mr,1717463.0235431
1957,1,historical,bcc_csm2_mr,4801552.1524155
1957,2,historical,bcc_csm2_mr,3997521.38056714
1957,3,historical,bcc_csm2_mr,836132.368377604
1957,4,historical,bcc_csm2_mr,1936860.48457909
1958,1,historical,bcc_csm2_mr,5028373.90175706
1958,2,historical,bcc_csm2_mr,3706753.06822369
1958,3,historical,bcc_csm2_mr,737197.455306982
1958,4,historical,bcc_csm2_mr,1767745.8968824
1959,1,historical,bcc_csm2_mr,4526310.79275606
1959,2,historical,bcc_csm2_mr,3504771.12211524
1959,3,historical,bcc_csm2_mr,777223.650473665
1959,4,historical,bcc_csm2_mr,1536009.8941688
1960,1,historical,bcc_csm2_mr,4674174.67661255
1960,2,historical,bcc_csm2_mr,3679551.19556906
1960,3,historical,bcc_csm2_mr,635769.313647412
1960,4,historical,bcc_csm2_mr,2010500.19964736
1961,1,historical,bcc_csm2_mr,4987915.48238825
1961,2,historical,bcc_csm2_mr,3237462.33792526
1961,3,historical,bcc_csm2_mr,699377.436248218
1961,4,historical,bcc_csm2_mr,1908069.19679035
1962,1,historical,bcc_csm2_mr,5172786.1735298
1962,2,historical,bcc_csm2_mr,3627348.75995518
1962,3,historical,bcc_csm2_mr,722020.04408883
1962,4,historical,bcc_csm2_mr,1515773.26918643
1963,1,historical,bcc_csm2_mr,4841346.28510509
1963,2,historical,bcc_csm2_mr,3490720.4538732
1963,3,historical,bcc_csm2_mr,772813.670443301
1963,4,historical,bcc_csm2_mr,1816398.38626999
1964,1,historical,bcc_csm2_mr,4877048.15242243
1964,2,historical,bcc_csm2_mr,3316667.62031417
1964,3,historical,bcc_csm2_mr,604205.926507991
1964,4,historical,bcc_csm2_mr,2148076.89349315
1965,1,historical,bcc_csm2_mr,5239543.69818178
1965,2,historical,bcc_csm2_mr,3708728.15670788
1965,3,historical,bcc_csm2_mr,708116.180653117
1965,4,historical,bcc_csm2_mr,1923051.98054068
1966,1,historical,bcc_csm2_mr,5062324.57435572
1966,2,historical,bcc_csm2_mr,3360595.25796127
1966,3,historical,bcc_csm2_mr,559818.306257441
1966,4,historical,bcc_csm2_mr,1762439.86912485
1967,1,historical,bcc_csm2_mr,5242968.52196671
1967,2,historical,bcc_csm2_mr,3973361.31636812
1967,3,historical,bcc_csm2_mr,863574.486770026
1967,4,historical,bcc_csm2_mr,1761316.35623091
1968,1,historical,bcc_csm2_mr,4799055.64761715
1968,2,historical,bcc_csm2_mr,3685654.1199757
1968,3,historical,bcc_csm2_mr,693458.312474938
1968,4,historical,bcc_csm2_mr,1997421.31589126
1969,1,historical,bcc_csm2_mr,4937075.57120587
1969,2,historical,bcc_csm2_mr,3811311.69035977
1969,3,historical,bcc_csm2_mr,729941.097208422
1969,4,historical,bcc_csm2_mr,1736626.66251442
1970,1,historical,bcc_csm2_mr,4616795.70482589
1970,2,historical,bcc_csm2_mr,3254568.70513847
1970,3,historical,bcc_csm2_mr,713341.148963716
1970,4,historical,bcc_csm2_mr,1791614.11874661
1971,1,historical,bcc_csm2_mr,4636150.0698369
1971,2,historical,bcc_csm2_mr,3310251.57948942
1971,3,historical,bcc_csm2_mr,672520.521804993
1971,4,historical,bcc_csm2_mr,1706179.82581921
1972,1,historical,bcc_csm2_mr,4307597.83077563
1972,2,historical,bcc_csm2_mr,3769750.78267395
1972,3,historical,bcc_csm2_mr,850932.384360387
1972,4,historical,bcc_csm2_mr,2210635.7439273
1973,1,historical,bcc_csm2_mr,4824202.996984
1973,2,historical,bcc_csm2_mr,3791178.95721635
1973,3,historical,bcc_csm2_mr,846712.308115822
1973,4,historical,bcc_csm2_mr,1645157.3707336
1974,1,historical,bcc_csm2_mr,5122670.03886564
1974,2,historical,bcc_csm2_mr,3747170.54019979
1974,3,historical,bcc_csm2_mr,679245.12774745
1974,4,historical,bcc_csm2_mr,1570427.34828476
1975,1,historical,bcc_csm2_mr,4891831.92811064
1975,2,historical,bcc_csm2_mr,3458089.5778822
1975,3,historical,bcc_csm2_mr,558441.817685974
1975,4,historical,bcc_csm2_mr,1645840.57208225
1976,1,historical,bcc_csm2_mr,5295165.94696194
1976,2,historical,bcc_csm2_mr,4000111.44605581
1976,3,historical,bcc_csm2_mr,606546.364391397
1976,4,historical,bcc_csm2_mr,1566116.82586662
1977,1,historical,bcc_csm2_mr,4657247.15494398
1977,2,historical,bcc_csm2_mr,3407083.08349972
1977,3,historical,bcc_csm2_mr,617795.468324948
1977,4,historical,bcc_csm2_mr,1680302.63461721
1978,1,historical,bcc_csm2_mr,4873295.18897193
1978,2,historical,bcc_csm2_mr,3815755.55927937
1978,3,historical,bcc_csm2_mr,576425.473225466
1978,4,historical,bcc_csm2_mr,1981272.58584987
1979,1,historical,bcc_csm2_mr,4684202.11051239
1979,2,historical,bcc_csm2_mr,3664961.31962162
1979,3,historical,bcc_csm2_mr,668644.572883463
1979,4,historical,bcc_csm2_mr,2013613.56518934
1980,1,historical,bcc_csm2_mr,4606614.29324153
1980,2,historical,bcc_csm2_mr,3477377.76881813
1980,3,historical,bcc_csm2_mr,733112.668415256
1980,4,historical,bcc_csm2_mr,1992518.75739236
1981,1,historical,bcc_csm2_mr,5093243.00247081
1981,2,historical,bcc_csm2_mr,3804615.91091362
1981,3,historical,bcc_csm2_mr,788965.428322905
1981,4,historical,bcc_csm2_mr,1827284.83034623
1982,1,historical,bcc_csm2_mr,4665943.37557
1982,2,historical,bcc_csm2_mr,3511492.84983453
1982,3,historical,bcc_csm2_mr,649841.049505181
1982,4,historical,bcc_csm2_mr,1672884.68829204
1983,1,historical,bcc_csm2_mr,5220120.14758151
1983,2,historical,bcc_csm2_mr,3639938.38367846
1983,3,historical,bcc_csm2_mr,747391.133196677
1983,4,historical,bcc_csm2_mr,1575903.25775949
1984,1,historical,bcc_csm2_mr,4896753.00646581
1984,2,historical,bcc_csm2_mr,3341299.47567507
1984,3,historical,bcc_csm2_mr,622614.696570389
1984,4,historical,bcc_csm2_mr,1986148.12131923
1985,1,historical,bcc_csm2_mr,4570890.46982581
1985,2,historical,bcc_csm2_mr,3748689.17702577
1985,3,historical,bcc_csm2_mr,794727.94423575
1985,4,historical,bcc_csm2_mr,2217788.54541358
1986,1,historical,bcc_csm2_mr,5240867.68557777
1986,2,historical,bcc_csm2_mr,3818397.66671289
1986,3,historical,bcc_csm2_mr,752012.014542771
1986,4,historical,bcc_csm2_mr,1888387.64270495
1987,1,historical,bcc_csm2_mr,4193713.46752109
1987,2,historical,bcc_csm2_mr,3305062.17430652
1987,3,historical,bcc_csm2_mr,555738.378851821
1987,4,historical,bcc_csm2_mr,1937889.9403301
1988,1,historical,bcc_csm2_mr,4375350.65170335
1988,2,historical,bcc_csm2_mr,3382268.76341913
1988,3,historical,bcc_csm2_mr,761049.927668926
1988,4,historical,bcc_csm2_mr,1788803.77895706
1989,1,historical,bcc_csm2_mr,4708701.87629184
1989,2,historical,bcc_csm2_mr,3422684.36619866
1989,3,historical,bcc_csm2_mr,661800.163738672
1989,4,historical,bcc_csm2_mr,1958747.81045727
1990,1,historical,bcc_csm2_mr,5408135.94824778
1990,2,historical,bcc_csm2_mr,3692773.414009
1990,3,historical,bcc_csm2_mr,653637.373777968
1990,4,historical,bcc_csm2_mr,1995481.33858919
1991,1,historical,bcc_csm2_mr,4802378.0577677
1991,2,historical,bcc_csm2_mr,3725068.81631785
1991,3,historical,bcc_csm2_mr,586853.53869643
1991,4,historical,bcc_csm2_mr,1903380.32354826
1992,1,historical,bcc_csm2_mr,4987603.57843426
1992,2,historical,bcc_csm2_mr,3830669.5819147
1992,3,historical,bcc_csm2_mr,732352.1808436
1992,4,historical,bcc_csm2_mr,2166028.16617398
1993,1,historical,bcc_csm2_mr,5169482.34700559
1993,2,historical,bcc_csm2_mr,3756775.95087425
1993,3,historical,bcc_csm2_mr,803095.751093
1993,4,historical,bcc_csm2_mr,2254852.31405229
1994,1,historical,bcc_csm2_mr,4932456.26533938
1994,2,historical,bcc_csm2_mr,3909668.93195879
1994,3,historical,bcc_csm2_mr,733470.845591572
1994,4,historical,bcc_csm2_mr,1671531.23796318
1995,1,historical,bcc_csm2_mr,5397990.77692307
1995,2,historical,bcc_csm2_mr,3945949.58171208
1995,3,historical,bcc_csm2_mr,698235.673154593
1995,4,historical,bcc_csm2_mr,1834907.55552444
1996,1,historical,bcc_csm2_mr,5232948.62248401
1996,2,historical,bcc_csm2_mr,3610977.12470034
1996,3,historical,bcc_csm2_mr,682640.216937367
1996,4,historical,bcc_csm2_mr,1977945.18036934
1997,1,historical,bcc_csm2_mr,4844905.36942931
1997,2,historical,bcc_csm2_mr,3559660.33410747
1997,3,historical,bcc_csm2_mr,597817.560998571
1997,4,historical,bcc_csm2_mr,2042859.64550223
1998,1,historical,bcc_csm2_mr,4698823.34171085
1998,2,historical,bcc_csm2_mr,3512226.94646555
1998,3,historical,bcc_csm2_mr,911220.13517508
1998,4,historical,bcc_csm2_mr,1896719.15097009
1999,1,historical,bcc_csm2_mr,4919291.12224159
1999,2,historical,bcc_csm2_mr,3501245.4304432
1999,3,historical,bcc_csm2_mr,524233.662827547
1999,4,historical,bcc_csm2_mr,1606015.00034716
2000,1,historical,bcc_csm2_mr,5081215.65205442
2000,2,historical,bcc_csm2_mr,3821502.26582185
2000,3,historical,bcc_csm2_mr,648178.919533107
2000,4,historical,bcc_csm2_mr,1562473.85629914
2001,1,historical,bcc_csm2_mr,4771799.21492431
2001,2,historical,bcc_csm2_mr,3302319.10166056
2001,3,historical,bcc_csm2_mr,658371.261204277
2001,4,historical,bcc_csm2_mr,1624903.07701302
2002,1,historical,bcc_csm2_mr,4795759.07436161
2002,2,historical,bcc_csm2_mr,3431442.04832422
2002,3,historical,bcc_csm2_mr,459907.085537959
2002,4,historical,bcc_csm2_mr,1691513.30031859
2003,1,historical,bcc_csm2_mr,4821709.42643007
2003,2,historical,bcc_csm2_mr,3461367.22486928
2003,3,historical,bcc_csm2_mr,544641.354381311
2003,4,historical,bcc_csm2_mr,1677582.67055886
2004,1,historical,bcc_csm2_mr,5017857.78912317
2004,2,historical,bcc_csm2_mr,3297799.955219
2004,3,historical,bcc_csm2_mr,382469.792432925
2004,4,historical,bcc_csm2_mr,1383487.57465312
2005,1,historical,bcc_csm2_mr,4609836.99546157
2005,2,historical,bcc_csm2_mr,3638893.57084533
2005,3,historical,bcc_csm2_mr,528031.455616946
2005,4,historical,bcc_csm2_mr,1669296.24141348
2006,1,historical,bcc_csm2_mr,5110200.38258741
2006,2,historical,bcc_csm2_mr,3488232.71987331
2006,3,historical,bcc_csm2_mr,443887.429794131
2006,4,historical,bcc_csm2_mr,1589884.87683085
2007,1,historical,bcc_csm2_mr,4741700.96787587
2007,2,historical,bcc_csm2_mr,3598472.56129884
2007,3,historical,bcc_csm2_mr,589651.296167089
2007,4,historical,bcc_csm2_mr,1269242.62735282
2008,1,historical,bcc_csm2_mr,4475999.83530041
2008,2,historical,bcc_csm2_mr,3032163.17662335
2008,3,historical,bcc_csm2_mr,647058.629991892
2008,4,historical,bcc_csm2_mr,1813091.12508955
2009,1,historical,bcc_csm2_mr,4405345.60390794
2009,2,historical,bcc_csm2_mr,3294792.98722133
2009,3,historical,bcc_csm2_mr,622104.004528945
2009,4,historical,bcc_csm2_mr,1955921.99434946
2010,1,historical,bcc_csm2_mr,4794984.27935704
2010,2,historical,bcc_csm2_mr,3525696.7405996
2010,3,historical,bcc_csm2_mr,606575.159896055
2010,4,historical,bcc_csm2_mr,1771224.64892574
2011,1,historical,bcc_csm2_mr,4722217.53892933
2011,2,historical,bcc_csm2_mr,3424802.62127027
2011,3,historical,bcc_csm2_mr,519150.274596191
2011,4,historical,bcc_csm2_mr,1337712.73227943
2012,1,historical,bcc_csm2_mr,4735401.83246554
2012,2,historical,bcc_csm2_mr,3267104.41744702
2012,3,historical,bcc_csm2_mr,501818.751083428
2012,4,historical,bcc_csm2_mr,1495401.52183414
2013,1,historical,bcc_csm2_mr,4720481.71610281
2013,2,historical,bcc_csm2_mr,3374229.89530084
2013,3,historical,bcc_csm2_mr,482710.262052475
2013,4,historical,bcc_csm2_mr,1332605.45740991
2014,1,historical,bcc_csm2_mr,4475323.81691136
2014,2,historical,bcc_csm2_mr,2863899.13650675
2014,3,historical,bcc_csm2_mr,435384.192673598
2014,4,historical,bcc_csm2_mr,1387234.8880415
2015,1,historical,bcc_csm2_mr,4226636.31578064
2015,1,ssp126,bcc_csm2_mr,4710381.05604061
2015,1,ssp245,bcc_csm2_mr,4691977.43023771
2015,1,ssp370,bcc_csm2_mr,4540833.93977539
2015,1,ssp585,bcc_csm2_mr,4676907.0823288
2015,2,ssp126,bcc_csm2_mr,3576770.9810663
2015,2,ssp245,bcc_csm2_mr,3229384.06350569
2015,2,ssp370,bcc_csm2_mr,3281518.25964955
2015,2,ssp585,bcc_csm2_mr,3374689.12231302
2015,3,ssp126,bcc_csm2_mr,591403.307109181
2015,3,ssp245,bcc_csm2_mr,488132.035208551
2015,3,ssp370,bcc_csm2_mr,448584.583839685
2015,3,ssp585,bcc_csm2_mr,429896.361086088
2015,4,ssp126,bcc_csm2_mr,1902613.42715249
2015,4,ssp245,bcc_csm2_mr,1130420.62181995
2015,4,ssp370,bcc_csm2_mr,1778636.78401975
2015,4,ssp585,bcc_csm2_mr,1570361.74907053
2016,1,ssp126,bcc_csm2_mr,4463853.81020784
2016,1,ssp245,bcc_csm2_mr,4717615.14449001
2016,1,ssp370,bcc_csm2_mr,4710303.44390582
2016,1,ssp585,bcc_csm2_mr,5037814.35864293
2016,2,ssp126,bcc_csm2_mr,3561643.29069073
2016,2,ssp245,bcc_csm2_mr,3554119.70913353
2016,2,ssp370,bcc_csm2_mr,3480603.56868345
2016,2,ssp585,bcc_csm2_mr,3411134.90834517
2016,3,ssp126,bcc_csm2_mr,540183.052286905
2016,3,ssp245,bcc_csm2_mr,412119.943152867
2016,3,ssp370,bcc_csm2_mr,517938.77419975
2016,3,ssp585,bcc_csm2_mr,429708.891017609
2016,4,ssp126,bcc_csm2_mr,1491529.60481414
2016,4,ssp245,bcc_csm2_mr,1370306.65315781
2016,4,ssp370,bcc_csm2_mr,1422756.23827043
2016,4,ssp585,bcc_csm2_mr,1693957.89812754
2017,1,ssp126,bcc_csm2_mr,4875087.97943097
2017,1,ssp245,bcc_csm2_mr,4533650.16417922
2017,1,ssp370,bcc_csm2_mr,4843042.26735731
2017,1,ssp585,bcc_csm2_mr,5006732.52483263
2017,2,ssp126,bcc_csm2_mr,3762474.26132778
2017,2,ssp245,bcc_csm2_mr,3105929.87500155
2017,2,ssp370,bcc_csm2_mr,3723335.55779693
2017,2,ssp585,bcc_csm2_mr,3513478.66382405
2017,3,ssp126,bcc_csm2_mr,510728.086328506
2017,3,ssp245,bcc_csm2_mr,512210.921368874
2017,3,ssp370,bcc_csm2_mr,433529.706432063
2017,3,ssp585,bcc_csm2_mr,585038.124613443
2017,4,ssp126,bcc_csm2_mr,1335357.23651355
2017,4,ssp245,bcc_csm2_mr,1711562.38020358
2017,4,ssp370,bcc_csm2_mr,1631836.43482729
2017,4,ssp585,bcc_csm2_mr,1661664.95454894
2018,1,ssp126,bcc_csm2_mr,4930039.86324143
2018,1,ssp245,bcc_csm2_mr,4657647.44006846
2018,1,ssp370,bcc_csm2_mr,4624306.81349354
2018,1,ssp585,bcc_csm2_mr,4897040.3109529
2018,2,ssp126,bcc_csm2_mr,3340025.99055321
2018,2,ssp245,bcc_csm2_mr,3377266.57911302
2018,2,ssp370,bcc_csm2_mr,3273506.26359467
2018,2,ssp585,bcc_csm2_mr,3517019.6321374
2018,3,ssp126,bcc_csm2_mr,467692.831603207
2018,3,ssp245,bcc_csm2_mr,546675.387830407
2018,3,ssp370,bcc_csm2_mr,427077.634398121
2018,3,ssp585,bcc_csm2_mr,564654.099071605
2018,4,ssp126,bcc_csm2_mr,1477438.04066732
2018,4,ssp245,bcc_csm2_mr,1679353.02762418
2018,4,ssp370,bcc_csm2_mr,1345256.98396967
2018,4,ssp585,bcc_csm2_mr,1469683.01914296
2019,1,ssp126,bcc_csm2_mr,4263852.98741398
2019,1,ssp245,bcc_csm2_mr,4603058.87863662
2019,1,ssp370,bcc_csm2_mr,4269575.88352829
2019,1,ssp585,bcc_csm2_mr,4221576.86386723
2019,2,ssp126,bcc_csm2_mr,3195649.86697282
2019,2,ssp245,bcc_csm2_mr,3157765.91778034
2019,2,ssp370,bcc_csm2_mr,3082678.76872307
2019,2,ssp585,bcc_csm2_mr,2918174.45847905
2019,3,ssp126,bcc_csm2_mr,491625.164772344
2019,3,ssp245,bcc_csm2_mr,523408.44580904
2019,3,ssp370,bcc_csm2_mr,439471.650442823
2019,3,ssp585,bcc_csm2_mr,565530.595078091
2019,4,ssp126,bcc_csm2_mr,1441706.89497544
2019,4,ssp245,bcc_csm2_mr,1622180.38728626
2019,4,ssp370,bcc_csm2_mr,1487273.9420296
2019,4,ssp585,bcc_csm2_mr,1869872.02877465
2020,1,ssp126,bcc_csm2_mr,4624341.5944873
2020,1,ssp245,bcc_csm2_mr,4723991.11963194
2020,1,ssp370,bcc_csm2_mr,4651958.7364918
2020,1,ssp585,bcc_csm2_mr,4244925.4591001
2020,2,ssp126,bcc_csm2_mr,3297328.22306928
2020,2,ssp245,bcc_csm2_mr,3480704.45237514
2020,2,ssp370,bcc_csm2_mr,3374912.33872095
2020,2,ssp585,bcc_csm2_mr,3139185.83204653
2020,3,ssp126,bcc_csm2_mr,486547.178611695
2020,3,ssp245,bcc_csm2_mr,491187.922457125
2020,3,ssp370,bcc_csm2_mr,515935.326538594
2020,3,ssp585,bcc_csm2_mr,483343.858130948
2020,4,ssp126,bcc_csm2_mr,1752750.07225759
2020,4,ssp245,bcc_csm2_mr,1338028.38288006
2020,4,ssp370,bcc_csm2_mr,1142322.73645627
2020,4,ssp585,bcc_csm2_mr,1410234.60343115
2021,1,ssp126,bcc_csm2_mr,4787479.93221347
2021,1,ssp245,bcc_csm2_mr,4816725.6740242
2021,1,ssp370,bcc_csm2_mr,4697553.75647508
2021,1,ssp585,bcc_csm2_mr,4507645.74623658
2021,2,ssp126,bcc_csm2_mr,3524154.0785809
2021,2,ssp245,bcc_csm2_mr,3272532.18274726
2021,2,ssp370,bcc_csm2_mr,3306192.87888766
2021,2,ssp585,bcc_csm2_mr,3103095.7291993
2021,3,ssp126,bcc_csm2_mr,609525.948187826
2021,3,ssp245,bcc_csm2_mr,630707.707210312
2021,3,ssp370,bcc_csm2_mr,512458.768663002
2021,3,ssp585,bcc_csm2_mr,415646.183870973
2021,4,ssp126,bcc_csm2_mr,1498139.73377469
2021,4,ssp245,bcc_csm2_mr,1554936.59937907
2021,4,ssp370,bcc_csm2_mr,1796566.77503959
2021,4,ssp585,bcc_csm2_mr,1506137.52707579
2022,1,ssp126,bcc_csm2_mr,4195071.97774589
2022,1,ssp245,bcc_csm2_mr,4255391.46729178
2022,1,ssp370,bcc_csm2_mr,4499413.56317262
2022,1,ssp585,bcc_csm2_mr,4389886.84834113
2022,2,ssp126,bcc_csm2_mr,3057615.08558545
2022,2,ssp245,bcc_csm2_mr,3453936.74455983
2022,2,ssp370,bcc_csm2_mr,3252331.17248994
2022,2,ssp585,bcc_csm2_mr,2747029.31009185
2022,3,ssp126,bcc_csm2_mr,432697.796313665
2022,3,ssp245,bcc_csm2_mr,760344.752537997
2022,3,ssp370,bcc_csm2_mr,694667.645318904
2022,3,ssp585,bcc_csm2_mr,510556.787631409
2022,4,ssp126,bcc_csm2_mr,1252844.39738739
2022,4,ssp245,bcc_csm2_mr,1567860.08224253
2022,4,ssp370,bcc_csm2_mr,1955111.02885216
2022,4,ssp585,bcc_csm2_mr,1527777.43674225
2023,1,ssp126,bcc_csm2_mr,4580945.46049807
2023,1,ssp245,bcc_csm2_mr,4607782.43653407
2023,1,ssp370,bcc_csm2_mr,4510847.45783049
2023,1,ssp585,bcc_csm2_mr,4254959.9121877
2023,2,ssp126,bcc_csm2_mr,3331982.63264828
2023,2,ssp245,bcc_csm2_mr,3427089.75858728
2023,2,ssp370,bcc_csm2_mr,3242277.82749184
2023,2,ssp585,bcc_csm2_mr,3001706.66873609
2023,3,ssp126,bcc_csm2_mr,656526.29011072
2023,3,ssp245,bcc_csm2_mr,548959.522345846
2023,3,ssp370,bcc_csm2_mr,517315.571162573
2023,3,ssp585,bcc_csm2_mr,478598.742543363
2023,4,ssp126,bcc_csm2_mr,1712032.93958732
2023,4,ssp245,bcc_csm2_mr,1347151.00442449
2023,4,ssp370,bcc_csm2_mr,1838040.56314098
2023,4,ssp585,bcc_csm2_mr,1458749.24825593
2024,1,ssp126,bcc_csm2_mr,4247172.74196984
2024,1,ssp245,bcc_csm2_mr,4836487.56330969
2024,1,ssp370,bcc_csm2_mr,4614584.92638395
2024,1,ssp585,bcc_csm2_mr,4262297.16407547
2024,2,ssp126,bcc_csm2_mr,3280549.51525237
2024,2,ssp245,bcc_csm2_mr,2964049.41340921
2024,2,ssp370,bcc_csm2_mr,2872482.84447773
2024,2,ssp585,bcc_csm2_mr,3211747.40726151
2024,3,ssp126,bcc_csm2_mr,603816.760720086
2024,3,ssp245,bcc_csm2_mr,572442.296320594
