year,scenario,model,snc_mile2
2096,ssp585,inm_cm5_0,1464215.62396493
2097,ssp585,inm_cm5_0,1632221.62302065
2098,ssp585,inm_cm5_0,1496784.24737975
2099,ssp585,inm_cm5_0,1752404.00556257
2100,ssp585,inm_cm5_0,1611876.79676592
1850,historical,ipsl_cm6a_lr,2855693.17312158
1851,historical,ipsl_cm6a_lr,2715462.9559832
1852,historical,ipsl_cm6a_lr,2843778.07066893
1853,historical,ipsl_cm6a_lr,2749051.39705724
1854,historical,ipsl_cm6a_lr,2930280.4083349
1855,historical,ipsl_cm6a_lr,2822626.47618995
1856,historical,ipsl_cm6a_lr,2866198.36782561
1857,historical,ipsl_cm6a_lr,2836470.60337724
1858,historical,ipsl_cm6a_lr,2887488.42776639
1859,historical,ipsl_cm6a_lr,2786715.71866089
1860,historical,ipsl_cm6a_lr,3013227.3085587
1861,historical,ipsl_cm6a_lr,2806354.65157008
1862,historical,ipsl_cm6a_lr,2846233.58566461
1863,historical,ipsl_cm6a_lr,2805431.18338394
1864,historical,ipsl_cm6a_lr,2781038.90891138
1865,historical,ipsl_cm6a_lr,2706832.39303832
1866,historical,ipsl_cm6a_lr,2749007.35934792
1867,historical,ipsl_cm6a_lr,2700060.68430538
1868,historical,ipsl_cm6a_lr,2766888.96654755
1869,historical,ipsl_cm6a_lr,2827386.04234907
1870,historical,ipsl_cm6a_lr,2783112.94595087
1871,historical,ipsl_cm6a_lr,2850278.40318795
1872,historical,ipsl_cm6a_lr,2789531.86245048
1873,historical,ipsl_cm6a_lr,2801375.58186528
1874,historical,ipsl_cm6a_lr,2722996.41039351
1875,historical,ipsl_cm6a_lr,2813102.48373466
1876,historical,ipsl_cm6a_lr,2777486.0568788
1877,historical,ipsl_cm6a_lr,2665137.56477025
1878,historical,ipsl_cm6a_lr,2827750.00363596
1879,historical,ipsl_cm6a_lr,2796957.91360659
1880,historical,ipsl_cm6a_lr,2887259.54997968
1881,historical,ipsl_cm6a_lr,2954584.01261056
1882,historical,ipsl_cm6a_lr,2824585.83181107
1883,historical,ipsl_cm6a_lr,2690789.18746365
1884,historical,ipsl_cm6a_lr,2829235.74437465
1885,historical,ipsl_cm6a_lr,2835062.33305576
1886,historical,ipsl_cm6a_lr,2781980.72443777
1887,historical,ipsl_cm6a_lr,2855813.94278628
1888,historical,ipsl_cm6a_lr,2769938.20754655
1889,historical,ipsl_cm6a_lr,2908340.75832534
1890,historical,ipsl_cm6a_lr,2755119.37502226
1891,historical,ipsl_cm6a_lr,2765430.35828474
1892,historical,ipsl_cm6a_lr,2795234.62511836
1893,historical,ipsl_cm6a_lr,2818917.7649641
1894,historical,ipsl_cm6a_lr,2749960.19095294
1895,historical,ipsl_cm6a_lr,2870644.9788195
1896,historical,ipsl_cm6a_lr,2864679.29750359
1897,historical,ipsl_cm6a_lr,2819798.79667125
1898,historical,ipsl_cm6a_lr,2842979.58344697
1899,historical,ipsl_cm6a_lr,2763382.61079668
1900,historical,ipsl_cm6a_lr,2735097.00947484
1901,historical,ipsl_cm6a_lr,2848117.93173275
1902,historical,ipsl_cm6a_lr,2840961.46481681
1903,historical,ipsl_cm6a_lr,2922473.31932558
1904,historical,ipsl_cm6a_lr,2843351.53626474
1905,historical,ipsl_cm6a_lr,2901899.27286746
1906,historical,ipsl_cm6a_lr,2765326.96116733
1907,historical,ipsl_cm6a_lr,2802765.71557358
1908,historical,ipsl_cm6a_lr,2861580.70548499
1909,historical,ipsl_cm6a_lr,2878002.64048585
1910,historical,ipsl_cm6a_lr,2931094.96885159
1911,historical,ipsl_cm6a_lr,2826592.9488183
1912,historical,ipsl_cm6a_lr,2794611.29894486
1913,historical,ipsl_cm6a_lr,2999177.64920437
1914,historical,ipsl_cm6a_lr,3014490.04015537
1915,historical,ipsl_cm6a_lr,2974653.48236594
1916,historical,ipsl_cm6a_lr,2763333.81057145
1917,historical,ipsl_cm6a_lr,2882763.73972987
1918,historical,ipsl_cm6a_lr,2897010.54857124
1919,historical,ipsl_cm6a_lr,2874758.47921966
1920,historical,ipsl_cm6a_lr,2710556.64351093
1921,historical,ipsl_cm6a_lr,2810692.20879944
1922,historical,ipsl_cm6a_lr,2873932.23765544
1923,historical,ipsl_cm6a_lr,2863718.41091572
1924,historical,ipsl_cm6a_lr,3005196.68196864
1925,historical,ipsl_cm6a_lr,2984854.01328228
1926,historical,ipsl_cm6a_lr,2832233.58916217
1927,historical,ipsl_cm6a_lr,2810957.99012155
1928,historical,ipsl_cm6a_lr,2933396.75023294
1929,historical,ipsl_cm6a_lr,2896750.72769278
1930,historical,ipsl_cm6a_lr,2800933.44744926
1931,historical,ipsl_cm6a_lr,2878083.79222309
1932,historical,ipsl_cm6a_lr,2896661.84407776
1933,historical,ipsl_cm6a_lr,3051109.9194572
1934,historical,ipsl_cm6a_lr,2834254.09285472
1935,historical,ipsl_cm6a_lr,2906997.46686779
1936,historical,ipsl_cm6a_lr,2588060.96840926
1937,historical,ipsl_cm6a_lr,2733881.07023225
1938,historical,ipsl_cm6a_lr,2900604.0403936
1939,historical,ipsl_cm6a_lr,2868585.28973768
1940,historical,ipsl_cm6a_lr,2959868.50437141
1941,historical,ipsl_cm6a_lr,2818871.78148804
1942,historical,ipsl_cm6a_lr,2708948.79757915
1943,historical,ipsl_cm6a_lr,2746997.19966259
1944,historical,ipsl_cm6a_lr,2869022.14118984
1945,historical,ipsl_cm6a_lr,2919528.75331094
1946,historical,ipsl_cm6a_lr,2882666.75432025
1947,historical,ipsl_cm6a_lr,2891783.38683174
1948,historical,ipsl_cm6a_lr,2648686.12233794
1949,historical,ipsl_cm6a_lr,2678820.52529691
1950,historical,ipsl_cm6a_lr,2874917.95385695
1951,historical,ipsl_cm6a_lr,2764988.23382599
1952,historical,ipsl_cm6a_lr,2846646.95604099
1953,historical,ipsl_cm6a_lr,2743429.24588069
1954,historical,ipsl_cm6a_lr,2693537.95574665
1955,historical,ipsl_cm6a_lr,2851905.51267168
1956,historical,ipsl_cm6a_lr,2742813.87008333
1957,historical,ipsl_cm6a_lr,2809545.23265055
1958,historical,ipsl_cm6a_lr,2843732.67109791
1959,historical,ipsl_cm6a_lr,2853239.73003282
1960,historical,ipsl_cm6a_lr,2788745.35441635
1961,historical,ipsl_cm6a_lr,2857874.54757745
1962,historical,ipsl_cm6a_lr,2708137.01281857
1963,historical,ipsl_cm6a_lr,2688599.16863065
1964,historical,ipsl_cm6a_lr,2671383.45365843
1965,historical,ipsl_cm6a_lr,2766434.38684619
1966,historical,ipsl_cm6a_lr,2841027.47032941
1967,historical,ipsl_cm6a_lr,2832455.28869518
1968,historical,ipsl_cm6a_lr,2751137.6445941
1969,historical,ipsl_cm6a_lr,2705015.28376506
1970,historical,ipsl_cm6a_lr,2690793.13383243
1971,historical,ipsl_cm6a_lr,2828375.35404391
1972,historical,ipsl_cm6a_lr,2923894.26786067
1973,historical,ipsl_cm6a_lr,2628303.61159465
1974,historical,ipsl_cm6a_lr,2763325.84013628
1975,historical,ipsl_cm6a_lr,2693084.33482905
1976,historical,ipsl_cm6a_lr,2637107.24125534
1977,historical,ipsl_cm6a_lr,2789243.99053877
1978,historical,ipsl_cm6a_lr,2764823.09907057
1979,historical,ipsl_cm6a_lr,2780554.2338568
1980,historical,ipsl_cm6a_lr,2823472.90198797
1981,historical,ipsl_cm6a_lr,2745197.14623253
1982,historical,ipsl_cm6a_lr,2698563.36493211
1983,historical,ipsl_cm6a_lr,2712250.88805712
1984,historical,ipsl_cm6a_lr,2739144.92866282
1985,historical,ipsl_cm6a_lr,2834578.98033218
1986,historical,ipsl_cm6a_lr,2604876.42185051
1987,historical,ipsl_cm6a_lr,2647827.10516394
1988,historical,ipsl_cm6a_lr,2608707.87539727
1989,historical,ipsl_cm6a_lr,2698562.4819174
1990,historical,ipsl_cm6a_lr,2684213.39370454
1991,historical,ipsl_cm6a_lr,2749187.32391827
1992,historical,ipsl_cm6a_lr,2653441.0815596
1993,historical,ipsl_cm6a_lr,2825512.13998684
1994,historical,ipsl_cm6a_lr,2745695.24990076
1995,historical,ipsl_cm6a_lr,2655321.40938689
1996,historical,ipsl_cm6a_lr,2636393.33669936
1997,historical,ipsl_cm6a_lr,2708769.96991037
1998,historical,ipsl_cm6a_lr,2709843.01924842
1999,historical,ipsl_cm6a_lr,2633586.90611702
2000,historical,ipsl_cm6a_lr,2546299.76466998
2001,historical,ipsl_cm6a_lr,2835240.58916326
2002,historical,ipsl_cm6a_lr,2744478.90120088
2003,historical,ipsl_cm6a_lr,2597064.98548342
2004,historical,ipsl_cm6a_lr,2541392.43873237
2005,historical,ipsl_cm6a_lr,2750134.24075187
2006,historical,ipsl_cm6a_lr,2751521.82746093
2007,historical,ipsl_cm6a_lr,2619295.15546829
2008,historical,ipsl_cm6a_lr,2697240.00493698
2009,historical,ipsl_cm6a_lr,2525657.76065474
2010,historical,ipsl_cm6a_lr,2557404.0321286
2011,historical,ipsl_cm6a_lr,2647948.40104336
2012,historical,ipsl_cm6a_lr,2731197.58360038
2013,historical,ipsl_cm6a_lr,2672313.68486303
2014,historical,ipsl_cm6a_lr,2500456.46026338
2015,ssp126,ipsl_cm6a_lr,2615755.86950394
2016,ssp126,ipsl_cm6a_lr,2546756.38343794
2017,ssp126,ipsl_cm6a_lr,2681975.60980334
2018,ssp126,ipsl_cm6a_lr,2536806.46937277
2019,ssp126,ipsl_cm6a_lr,2534509.92571371
2020,ssp126,ipsl_cm6a_lr,2619612.78053133
2021,ssp126,ipsl_cm6a_lr,2558361.45947443
2022,ssp126,ipsl_cm6a_lr,2570845.91666243
2023,ssp126,ipsl_cm6a_lr,2549573.25938142
2024,ssp126,ipsl_cm6a_lr,2490875.56334616
2025,ssp126,ipsl_cm6a_lr,2470955.6202362
2026,ssp126,ipsl_cm6a_lr,2574433.7932459
2027,ssp126,ipsl_cm6a_lr,2666714.47086372
2028,ssp126,ipsl_cm6a_lr,2622581.13145859
2029,ssp126,ipsl_cm6a_lr,2556049.67609642
2030,ssp126,ipsl_cm6a_lr,2494405.57754909
2031,ssp126,ipsl_cm6a_lr,2482391.62870359
2032,ssp126,ipsl_cm6a_lr,2565375.71575963
2033,ssp126,ipsl_cm6a_lr,2474322.68372683
2034,ssp126,ipsl_cm6a_lr,2299872.76565208
2035,ssp126,ipsl_cm6a_lr,2556986.61601334
2036,ssp126,ipsl_cm6a_lr,2419399.87551303
2037,ssp126,ipsl_cm6a_lr,2315200.53861197
2038,ssp126,ipsl_cm6a_lr,2370668.44380321
2039,ssp126,ipsl_cm6a_lr,2327940.70409907
2040,ssp126,ipsl_cm6a_lr,2318920.18494399
2041,ssp126,ipsl_cm6a_lr,2421909.40851752
2042,ssp126,ipsl_cm6a_lr,2482675.50842839
2043,ssp126,ipsl_cm6a_lr,2430993.47641925
2044,ssp126,ipsl_cm6a_lr,2429066.74773502
2045,ssp126,ipsl_cm6a_lr,2299164.69643705
2046,ssp126,ipsl_cm6a_lr,2402611.15429954
2047,ssp126,ipsl_cm6a_lr,2431426.49092419
2048,ssp126,ipsl_cm6a_lr,2380800.51624421
2049,ssp126,ipsl_cm6a_lr,2362744.80472196
2050,ssp126,ipsl_cm6a_lr,2473292.5518623
2051,ssp126,ipsl_cm6a_lr,2321375.35375159
2052,ssp126,ipsl_cm6a_lr,2461936.9784236
2053,ssp126,ipsl_cm6a_lr,2421640.46435198
2054,ssp126,ipsl_cm6a_lr,2508724.92526346
2055,ssp126,ipsl_cm6a_lr,2449750.71677551
2056,ssp126,ipsl_cm6a_lr,2413889.29299004
2057,ssp126,ipsl_cm6a_lr,2361085.2634792
2058,ssp126,ipsl_cm6a_lr,2438696.15836242
2059,ssp126,ipsl_cm6a_lr,2302042.03143524
2060,ssp126,ipsl_cm6a_lr,2377344.53728785
2061,ssp126,ipsl_cm6a_lr,2474355.67456455
2062,ssp126,ipsl_cm6a_lr,2346383.42904315
2063,ssp126,ipsl_cm6a_lr,2094531.40859138
2064,ssp126,ipsl_cm6a_lr,2274872.27717233
2065,ssp126,ipsl_cm6a_lr,2394541.51460492
2066,ssp126,ipsl_cm6a_lr,2356397.58824246
2067,ssp126,ipsl_cm6a_lr,2375909.61201762
2068,ssp126,ipsl_cm6a_lr,2410148.3172661
2069,ssp126,ipsl_cm6a_lr,2388685.73744729
2070,ssp126,ipsl_cm6a_lr,2190118.7765605
2071,ssp126,ipsl_cm6a_lr,2443552.19116991
2072,ssp126,ipsl_cm6a_lr,2484862.40179287
2073,ssp126,ipsl_cm6a_lr,2243124.79847922
2074,ssp126,ipsl_cm6a_lr,2386591.04422024
2075,ssp126,ipsl_cm6a_lr,2398273.42173488
2076,ssp126,ipsl_cm6a_lr,2310440.35801818
2077,ssp126,ipsl_cm6a_lr,2404694.71137629
2078,ssp126,ipsl_cm6a_lr,2336134.26316792
2079,ssp126,ipsl_cm6a_lr,2433685.04170677
2080,ssp126,ipsl_cm6a_lr,2350741.92493646
2081,ssp126,ipsl_cm6a_lr,2283142.22084315
2082,ssp126,ipsl_cm6a_lr,2393930.83399643
2083,ssp126,ipsl_cm6a_lr,2447210.52682092
2084,ssp126,ipsl_cm6a_lr,2299852.31983162
2085,ssp126,ipsl_cm6a_lr,2355255.37227512
2086,ssp126,ipsl_cm6a_lr,2429608.7102477
2087,ssp126,ipsl_cm6a_lr,2245459.7962759
2088,ssp126,ipsl_cm6a_lr,2399903.03120516
2089,ssp126,ipsl_cm6a_lr,2215122.22321555
2090,ssp126,ipsl_cm6a_lr,2508984.11013336
2091,ssp126,ipsl_cm6a_lr,2560931.86269122
2092,ssp126,ipsl_cm6a_lr,2548373.1591952
2093,ssp126,ipsl_cm6a_lr,2327474.10461044
2094,ssp126,ipsl_cm6a_lr,2503532.93678827
2095,ssp126,ipsl_cm6a_lr,2312809.4604272
2096,ssp126,ipsl_cm6a_lr,2418915.16295322
2097,ssp126,ipsl_cm6a_lr,2533432.83699274
2098,ssp126,ipsl_cm6a_lr,2455919.36447111
2099,ssp126,ipsl_cm6a_lr,2368846.61892602
2100,ssp126,ipsl_cm6a_lr,2286104.9295105
2015,ssp245,ipsl_cm6a_lr,2542148.52834885
2016,ssp245,ipsl_cm6a_lr,2569064.89911405
2017,ssp245,ipsl_cm6a_lr,2555979.07156057
2018,ssp245,ipsl_cm6a_lr,2520988.5588981
2019,ssp245,ipsl_cm6a_lr,2704990.88139691
2020,ssp245,ipsl_cm6a_lr,2548553.84067426
2021,ssp245,ipsl_cm6a_lr,2663121.53547171
2022,ssp245,ipsl_cm6a_lr,2575059.40251362
2023,ssp245,ipsl_cm6a_lr,2643294.74936873
2024,ssp245,ipsl_cm6a_lr,2609866.57055271
2025,ssp245,ipsl_cm6a_lr,2466540.36569173
2026,ssp245,ipsl_cm6a_lr,2507343.61922276
2027,ssp245,ipsl_cm6a_lr,2453826.06667633
2028,ssp245,ipsl_cm6a_lr,2455041.30045703
2029,ssp245,ipsl_cm6a_lr,2420889.85478562
2030,ssp245,ipsl_cm6a_lr,2601032.25789887
2031,ssp245,ipsl_cm6a_lr,2666161.56678405
2032,ssp245,ipsl_cm6a_lr,2499530.79553681
2033,ssp245,ipsl_cm6a_lr,2513755.57190181
2034,ssp245,ipsl_cm6a_lr,2504664.97792195
2035,ssp245,ipsl_cm6a_lr,2547643.48601276
2036,ssp245,ipsl_cm6a_lr,2367898.73465644
2037,ssp245,ipsl_cm6a_lr,2432999.01820411
2038,ssp245,ipsl_cm6a_lr,2558024.69005478
2039,ssp245,ipsl_cm6a_lr,2516535.75089958
2040,ssp245,ipsl_cm6a_lr,2280742.58909796
2041,ssp245,ipsl_cm6a_lr,2435565.10938265
2042,ssp245,ipsl_cm6a_lr,2447958.27733185
2043,ssp245,ipsl_cm6a_lr,2522945.85672209
2044,ssp245,ipsl_cm6a_lr,2415187.86414903
2045,ssp245,ipsl_cm6a_lr,2344376.63066435
2046,ssp245,ipsl_cm6a_lr,2179604.27211642
2047,ssp245,ipsl_cm6a_lr,2157147.68359539
2048,ssp245,ipsl_cm6a_lr,2393544.57797188
2049,ssp245,ipsl_cm6a_lr,2391771.19134119
2050,ssp245,ipsl_cm6a_lr,2441978.62882181
2051,ssp245,ipsl_cm6a_lr,2467953.22826814
2052,ssp245,ipsl_cm6a_lr,2388960.17799457
2053,ssp245,ipsl_cm6a_lr,2227461.94330725
2054,ssp245,ipsl_cm6a_lr,2208952.48062595
2055,ssp245,ipsl_cm6a_lr,2246806.66470033
2056,ssp245,ipsl_cm6a_lr,2344596.09323177
2057,ssp245,ipsl_cm6a_lr,2326765.86947438
2058,ssp245,ipsl_cm6a_lr,2327726.04925409
2059,ssp245,ipsl_cm6a_lr,2391886.47229954
2060,ssp245,ipsl_cm6a_lr,2465861.9243249
2061,ssp245,ipsl_cm6a_lr,2365368.72937914
2062,ssp245,ipsl_cm6a_lr,2252667.3344836
2063,ssp245,ipsl_cm6a_lr,2172994.72930176
2064,ssp245,ipsl_cm6a_lr,2301747.68432618
2065,ssp245,ipsl_cm6a_lr,2430238.07585621
2066,ssp245,ipsl_cm6a_lr,2313353.22349296
2067,ssp245,ipsl_cm6a_lr,2159290.9305246
2068,ssp245,ipsl_cm6a_lr,2044187.16165028
2069,ssp245,ipsl_cm6a_lr,2187005.0700385
2070,ssp245,ipsl_cm6a_lr,2229480.26249846
2071,ssp245,ipsl_cm6a_lr,2158782.60316845
2072,ssp245,ipsl_cm6a_lr,2197900.39227032
2073,ssp245,ipsl_cm6a_lr,2166891.71544363
2074,ssp245,ipsl_cm6a_lr,2359949.77534975
2075,ssp245,ipsl_cm6a_lr,2383921.89609286
2076,ssp245,ipsl_cm6a_lr,2203157.80558396
2077,ssp245,ipsl_cm6a_lr,2108600.22879055
2078,ssp245,ipsl_cm6a_lr,2137348.71933243
2079,ssp245,ipsl_cm6a_lr,2266395.47806234
2080,ssp245,ipsl_cm6a_lr,2365709.18135299
2081,ssp245,ipsl_cm6a_lr,2237588.44471217
2082,ssp245,ipsl_cm6a_lr,2120495.44572192
2083,ssp245,ipsl_cm6a_lr,2256539.56049576
2084,ssp245,ipsl_cm6a_lr,2224224.0156843
2085,ssp245,ipsl_cm6a_lr,1999496.29275374
2086,ssp245,ipsl_cm6a_lr,2096721.60871013
2087,ssp245,ipsl_cm6a_lr,2220607.83463056
2088,ssp245,ipsl_cm6a_lr,2224783.25232011
2089,ssp245,ipsl_cm6a_lr,2200223.6346488
2090,ssp245,ipsl_cm6a_lr,2175449.48818211
2091,ssp245,ipsl_cm6a_lr,2078221.83059801
2092,ssp245,ipsl_cm6a_lr,1955360.71006847
2093,ssp245,ipsl_cm6a_lr,2183446.01627602
2094,ssp245,ipsl_cm6a_lr,1922325.58926113
2095,ssp245,ipsl_cm6a_lr,1858342.06453815
2096,ssp245,ipsl_cm6a_lr,2068575.26955735
2097,ssp245,ipsl_cm6a_lr,1981514.49697997
2098,ssp245,ipsl_cm6a_lr,2105332.27987937
2099,ssp245,ipsl_cm6a_lr,2070177.20440602
2100,ssp245,ipsl_cm6a_lr,2064000.46516541
2015,ssp370,ipsl_cm6a_lr,2600139.90287096
2016,ssp370,ipsl_cm6a_lr,2714744.44907974
2017,ssp370,ipsl_cm6a_lr,2568371.40969641
2018,ssp370,ipsl_cm6a_lr,2548141.84212622
2019,ssp370,ipsl_cm6a_lr,2530206.43292933
2020,ssp370,ipsl_cm6a_lr,2643900.27648631
2021,ssp370,ipsl_cm6a_lr,2486906.62322478
2022,ssp370,ipsl_cm6a_lr,2558153.55992512
2023,ssp370,ipsl_cm6a_lr,2632617.9006735
2024,ssp370,ipsl_cm6a_lr,2559531.4628432
2025,ssp370,ipsl_cm6a_lr,2614922.37391026
2026,ssp370,ipsl_cm6a_lr,2504503.10659863
2027,ssp370,ipsl_cm6a_lr,2501331.55361365
2028,ssp370,ipsl_cm6a_lr,2472792.87053611
2029,ssp370,ipsl_cm6a_lr,2587877.03587515
2030,ssp370,ipsl_cm6a_lr,2616312.41977906
2031,ssp370,ipsl_cm6a_lr,2557085.89044829
2032,ssp370,ipsl_cm6a_lr,2561890.01822393
2033,ssp370,ipsl_cm6a_lr,2502431.9581909
2034,ssp370,ipsl_cm6a_lr,2389085.51612788
2035,ssp370,ipsl_cm6a_lr,2470501.67523937
2036,ssp370,ipsl_cm6a_lr,2536309.11080552
2037,ssp370,ipsl_cm6a_lr,2475713.11981012
2038,ssp370,ipsl_cm6a_lr,2572191.33067049
2039,ssp370,ipsl_cm6a_lr,2405782.73993092
2040,ssp370,ipsl_cm6a_lr,2406241.546653
2041,ssp370,ipsl_cm6a_lr,2603953.11086245
2042,ssp370,ipsl_cm6a_lr,2327788.78490224
2043,ssp370,ipsl_cm6a_lr,2414814.310956
2044,ssp370,ipsl_cm6a_lr,2623471.22612424
2045,ssp370,ipsl_cm6a_lr,2377575.03913925
2046,ssp370,ipsl_cm6a_lr,2419890.5877332
2047,ssp370,ipsl_cm6a_lr,2450041.34003432
2048,ssp370,ipsl_cm6a_lr,2420716.04398079
2049,ssp370,ipsl_cm6a_lr,2281181.19863791
2050,ssp370,ipsl_cm6a_lr,2247731.23975843
2051,ssp370,ipsl_cm6a_lr,2228728.01909522
2052,ssp370,ipsl_cm6a_lr,2495224.96681521
2053,ssp370,ipsl_cm6a_lr,2161465.71365347
2054,ssp370,ipsl_cm6a_lr,2144289.13937037
2055,ssp370,ipsl_cm6a_lr,2288022.71961317
2056,ssp370,ipsl_cm6a_lr,2288419.55302611
2057,ssp370,ipsl_cm6a_lr,2210235.52332933
2058,ssp370,ipsl_cm6a_lr,2211633.96814255
2059,ssp370,ipsl_cm6a_lr,2356479.01844971
2060,ssp370,ipsl_cm6a_lr,2367721.34063103
2061,ssp370,ipsl_cm6a_lr,2268365.2177014
2062,ssp370,ipsl_cm6a_lr,2252356.43820307
2063,ssp370,ipsl_cm6a_lr,1881470.09608946
2064,ssp370,ipsl_cm6a_lr,2219584.40618442
2065,ssp370,ipsl_cm6a_lr,2314581.67197655
2066,ssp370,ipsl_cm6a_lr,2125708.27097095
2067,ssp370,ipsl_cm6a_lr,2246983.14975418
2068,ssp370,ipsl_cm6a_lr,2178165.48264384
2069,ssp370,ipsl_cm6a_lr,2307598.1119408
2070,ssp370,ipsl_cm6a_lr,2378196.53844781
2071,ssp370,ipsl_cm6a_lr,1980729.23992851
2072,ssp370,ipsl_cm6a_lr,1932687.48259948
2073,ssp370,ipsl_cm6a_lr,2220291.28811811
2074,ssp370,ipsl_cm6a_lr,2071469.8895196
2075,ssp370,ipsl_cm6a_lr,2001379.80151987
2076,ssp370,ipsl_cm6a_lr,2080494.25860569
2077,ssp370,ipsl_cm6a_lr,2207481.09805659
2078,ssp370,ipsl_cm6a_lr,1995918.0793209
2079,ssp370,ipsl_cm6a_lr,1806685.63234358
2080,ssp370,ipsl_cm6a_lr,2113284.34037265
2081,ssp370,ipsl_cm6a_lr,2044103.34637966
2082,ssp370,ipsl_cm6a_lr,1991314.83287909
2083,ssp370,ipsl_cm6a_lr,1987760.61883261
2084,ssp370,ipsl_cm6a_lr,1991018.22023752
2085,ssp370,ipsl_cm6a_lr,1818937.16269037
2086,ssp370,ipsl_cm6a_lr,2128243.33644759
2087,ssp370,ipsl_cm6a_lr,2050113.66644943
2088,ssp370,ipsl_cm6a_lr,1984353.06513142
2089,ssp370,ipsl_cm6a_lr,1875019.07345999
2090,ssp370,ipsl_cm6a_lr,1923466.18822956
2091,ssp370,ipsl_cm6a_lr,1962910.76360594
2092,ssp370,ipsl_cm6a_lr,1946382.13912305
2093,ssp370,ipsl_cm6a_lr,1788454.81469954
2094,ssp370,ipsl_cm6a_lr,1855291.39001628
2095,ssp370,ipsl_cm6a_lr,1827653.89659883
2096,ssp370,ipsl_cm6a_lr,1899229.33972721
2097,ssp370,ipsl_cm6a_lr,1703057.13221228
2098,ssp370,ipsl_cm6a_lr,1791021.20973743
2099,ssp370,ipsl_cm6a_lr,1867925.55475166
2100,ssp370,ipsl_cm6a_lr,1685012.71179557
2015,ssp585,ipsl_cm6a_lr,2460847.06875741
2016,ssp585,ipsl_cm6a_lr,2527742.5355377
2017,ssp585,ipsl_cm6a_lr,2560846.75410422
2018,ssp585,ipsl_cm6a_lr,2653274.29657852
2019,ssp585,ipsl_cm6a_lr,2632609.77895445
2020,ssp585,ipsl_cm6a_lr,2647938.9342626
2021,ssp585,ipsl_cm6a_lr,2618827.96622998
2022,ssp585,ipsl_cm6a_lr,2586169.00863754
2023,ssp585,ipsl_cm6a_lr,2450712.66429088
2024,ssp585,ipsl_cm6a_lr,2603876.08598575
2025,ssp585,ipsl_cm6a_lr,2522826.75299039
2026,ssp585,ipsl_cm6a_lr,2554190.96440053
2027,ssp585,ipsl_cm6a_lr,2634708.04585001
2028,ssp585,ipsl_cm6a_lr,2434573.05588597
2029,ssp585,ipsl_cm6a_lr,2396535.56538599
2030,ssp585,ipsl_cm6a_lr,2405366.07876184
2031,ssp585,ipsl_cm6a_lr,2598567.90695911
2032,ssp585,ipsl_cm6a_lr,2647399.35314708
2033,ssp585,ipsl_cm6a_lr,2548797.66081254
2034,ssp585,ipsl_cm6a_lr,2527018.72889075
2035,ssp585,ipsl_cm6a_lr,2272084.07147468
2036,ssp585,ipsl_cm6a_lr,2468183.74868389
2037,ssp585,ipsl_cm6a_lr,2578113.11506018
2038,ssp585,ipsl_cm6a_lr,2538407.44736125
2039,ssp585,ipsl_cm6a_lr,2613734.99114765
2040,ssp585,ipsl_cm6a_lr,2520818.31330648
2041,ssp585,ipsl_cm6a_lr,2410123.53586344
2042,ssp585,ipsl_cm6a_lr,2467978.63989771
2043,ssp585,ipsl_cm6a_lr,2303114.12860466
2044,ssp585,ipsl_cm6a_lr,2299545.7152297
2045,ssp585,ipsl_cm6a_lr,2374941.17671028
2046,ssp585,ipsl_cm6a_lr,2443353.43304275
2047,ssp585,ipsl_cm6a_lr,2471571.93716719
2048,ssp585,ipsl_cm6a_lr,2297959.33135791
2049,ssp585,ipsl_cm6a_lr,2345898.34331316
2050,ssp585,ipsl_cm6a_lr,2258009.78454817
2051,ssp585,ipsl_cm6a_lr,2312229.21693552
2052,ssp585,ipsl_cm6a_lr,2199333.71308247
2053,ssp585,ipsl_cm6a_lr,2160591.75244101
2054,ssp585,ipsl_cm6a_lr,2003973.7035272
2055,ssp585,ipsl_cm6a_lr,2197716.64253306
2056,ssp585,ipsl_cm6a_lr,2089642.89850446
2057,ssp585,ipsl_cm6a_lr,2120607.33881582
2058,ssp585,ipsl_cm6a_lr,2311466.87881537
2059,ssp585,ipsl_cm6a_lr,2274980.7684659
2060,ssp585,ipsl_cm6a_lr,2122161.25258117
2061,ssp585,ipsl_cm6a_lr,2100287.78916609
2062,ssp585,ipsl_cm6a_lr,2204839.54241036
2063,ssp585,ipsl_cm6a_lr,2142220.60833712
2064,ssp585,ipsl_cm6a_lr,2157105.84044307
2065,ssp585,ipsl_cm6a_lr,2179760.10004628
2066,ssp585,ipsl_cm6a_lr,2033895.81673253
2067,ssp585,ipsl_cm6a_lr,1909534.80738087
2068,ssp585,ipsl_cm6a_lr,1987251.97452016
2069,ssp585,ipsl_cm6a_lr,2097428.01935565
2070,ssp585,ipsl_cm6a_lr,1943241.9162588
2071,ssp585,ipsl_cm6a_lr,1896408.915645
2072,ssp585,ipsl_cm6a_lr,1861889.19979381
2073,ssp585,ipsl_cm6a_lr,1832993.07716571
2074,ssp585,ipsl_cm6a_lr,1906319.32967963
2075,ssp585,ipsl_cm6a_lr,1969647.98332325
2076,ssp585,ipsl_cm6a_lr,2027885.67320807
2077,ssp585,ipsl_cm6a_lr,1749423.36066581
2078,ssp585,ipsl_cm6a_lr,1827389.15947317
2079,ssp585,ipsl_cm6a_lr,1778833.27608621
2080,ssp585,ipsl_cm6a_lr,1627090.18665441
