year,scenario,model,snc_mile2
1850,historical,inm_cm4_8,2354530.15109909
1851,historical,inm_cm4_8,2377832.80181505
1852,historical,inm_cm4_8,2330753.88391508
1853,historical,inm_cm4_8,2421008.70633664
1854,historical,inm_cm4_8,2456131.62714628
1855,historical,inm_cm4_8,2409541.62577133
1856,historical,inm_cm4_8,2503333.99111873
1857,historical,inm_cm4_8,2266163.74752574
1858,historical,inm_cm4_8,2258953.88149907
1859,historical,inm_cm4_8,2295897.90967874
1860,historical,inm_cm4_8,2257794.84441717
1861,historical,inm_cm4_8,2366430.54893548
1862,historical,inm_cm4_8,2264241.23075906
1863,historical,inm_cm4_8,2374404.15573788
1864,historical,inm_cm4_8,2411622.90974524
1865,historical,inm_cm4_8,2389900.83813577
1866,historical,inm_cm4_8,2363975.08378742
1867,historical,inm_cm4_8,2264115.22032654
1868,historical,inm_cm4_8,2280724.99743887
1869,historical,inm_cm4_8,2447034.84964334
1870,historical,inm_cm4_8,2312933.70721837
1871,historical,inm_cm4_8,2406906.48215889
1872,historical,inm_cm4_8,2296629.38366418
1873,historical,inm_cm4_8,2353962.27479926
1874,historical,inm_cm4_8,2245266.80204928
1875,historical,inm_cm4_8,2562634.00747754
1876,historical,inm_cm4_8,2485585.78982441
1877,historical,inm_cm4_8,2301666.24458078
1878,historical,inm_cm4_8,2190353.45116244
1879,historical,inm_cm4_8,2460248.29821377
1880,historical,inm_cm4_8,2553988.04177153
1881,historical,inm_cm4_8,2344543.59593353
1882,historical,inm_cm4_8,2288221.98497657
1883,historical,inm_cm4_8,2426339.54037778
1884,historical,inm_cm4_8,2564152.92019501
1885,historical,inm_cm4_8,2473854.31549665
1886,historical,inm_cm4_8,2247212.64934518
1887,historical,inm_cm4_8,2372132.34870459
1888,historical,inm_cm4_8,2399311.58583145
1889,historical,inm_cm4_8,2483945.61441025
1890,historical,inm_cm4_8,2424362.61085496
1891,historical,inm_cm4_8,2398584.11409075
1892,historical,inm_cm4_8,2497936.50915945
1893,historical,inm_cm4_8,2438833.80343986
1894,historical,inm_cm4_8,2392648.59216747
1895,historical,inm_cm4_8,2396659.94046706
1896,historical,inm_cm4_8,2430317.23543801
1897,historical,inm_cm4_8,2274879.4496734
1898,historical,inm_cm4_8,2376881.61074264
1899,historical,inm_cm4_8,2337700.66031465
1900,historical,inm_cm4_8,2349820.20659006
1901,historical,inm_cm4_8,2447217.37910318
1902,historical,inm_cm4_8,2462464.21700741
1903,historical,inm_cm4_8,2420384.29192716
1904,historical,inm_cm4_8,2422935.16940397
1905,historical,inm_cm4_8,2424799.46079398
1906,historical,inm_cm4_8,2305970.75156099
1907,historical,inm_cm4_8,2438833.88123452
1908,historical,inm_cm4_8,2369164.36757321
1909,historical,inm_cm4_8,2447874.77149937
1910,historical,inm_cm4_8,2402431.67743223
1911,historical,inm_cm4_8,2365495.42335186
1912,historical,inm_cm4_8,2346209.85679169
1913,historical,inm_cm4_8,2363495.65281237
1914,historical,inm_cm4_8,2490366.26957747
1915,historical,inm_cm4_8,2543713.80634608
1916,historical,inm_cm4_8,2465202.7602618
1917,historical,inm_cm4_8,2323518.03825696
1918,historical,inm_cm4_8,2313738.22674246
1919,historical,inm_cm4_8,2479329.77564892
1920,historical,inm_cm4_8,2345574.59454291
1921,historical,inm_cm4_8,2392045.28928425
1922,historical,inm_cm4_8,2180608.87053639
1923,historical,inm_cm4_8,2405826.28764199
1924,historical,inm_cm4_8,2374464.21664534
1925,historical,inm_cm4_8,2427075.65756812
1926,historical,inm_cm4_8,2416163.03924215
1927,historical,inm_cm4_8,2347060.15632181
1928,historical,inm_cm4_8,2287598.09130632
1929,historical,inm_cm4_8,2296659.2680393
1930,historical,inm_cm4_8,2414854.18415901
1931,historical,inm_cm4_8,2378243.99736614
1932,historical,inm_cm4_8,2310576.86296693
1933,historical,inm_cm4_8,2385128.36095931
1934,historical,inm_cm4_8,2366921.2602482
1935,historical,inm_cm4_8,2275758.04805652
1936,historical,inm_cm4_8,2225019.0965874
1937,historical,inm_cm4_8,2315731.98321336
1938,historical,inm_cm4_8,2439617.80166142
1939,historical,inm_cm4_8,2396123.26290155
1940,historical,inm_cm4_8,2353213.30441705
1941,historical,inm_cm4_8,2282383.13484623
1942,historical,inm_cm4_8,2268529.88544184
1943,historical,inm_cm4_8,2217904.48423615
1944,historical,inm_cm4_8,2356110.18228773
1945,historical,inm_cm4_8,2392840.21292085
1946,historical,inm_cm4_8,2353543.04834638
1947,historical,inm_cm4_8,2235278.80272192
1948,historical,inm_cm4_8,2315370.30674669
1949,historical,inm_cm4_8,2272893.29705312
1950,historical,inm_cm4_8,2280192.56553724
1951,historical,inm_cm4_8,2191204.88563461
1952,historical,inm_cm4_8,2241352.74288059
1953,historical,inm_cm4_8,2435502.46041028
1954,historical,inm_cm4_8,2313192.81755278
1955,historical,inm_cm4_8,2114308.18542077
1956,historical,inm_cm4_8,2448310.54923419
1957,historical,inm_cm4_8,2376757.233334
1958,historical,inm_cm4_8,2407278.12038811
1959,historical,inm_cm4_8,2270162.48750387
1960,historical,inm_cm4_8,2329556.97027695
1961,historical,inm_cm4_8,2148462.55581056
1962,historical,inm_cm4_8,2284265.27330339
1963,historical,inm_cm4_8,2333251.9043892
1964,historical,inm_cm4_8,2383538.33456464
1965,historical,inm_cm4_8,2456260.2761921
1966,historical,inm_cm4_8,2282193.67629017
1967,historical,inm_cm4_8,2356798.24080224
1968,historical,inm_cm4_8,2382967.50436087
1969,historical,inm_cm4_8,2225316.24434454
1970,historical,inm_cm4_8,2274322.3675481
1971,historical,inm_cm4_8,2321111.34723604
1972,historical,inm_cm4_8,2352777.17489474
1973,historical,inm_cm4_8,2569392.70409229
1974,historical,inm_cm4_8,2415791.93681638
1975,historical,inm_cm4_8,2255687.11632724
1976,historical,inm_cm4_8,2446351.00618992
1977,historical,inm_cm4_8,2332075.07780348
1978,historical,inm_cm4_8,2408604.91358907
1979,historical,inm_cm4_8,2521654.77328977
1980,historical,inm_cm4_8,2258998.37654924
1981,historical,inm_cm4_8,2335887.26625995
1982,historical,inm_cm4_8,2164814.11442624
1983,historical,inm_cm4_8,2533854.53950863
1984,historical,inm_cm4_8,2416145.96467833
1985,historical,inm_cm4_8,2459786.3503194
1986,historical,inm_cm4_8,2342705.9664518
1987,historical,inm_cm4_8,2261290.66046279
1988,historical,inm_cm4_8,2370943.09763666
1989,historical,inm_cm4_8,2376570.49014506
1990,historical,inm_cm4_8,2270153.06879746
1991,historical,inm_cm4_8,2230938.44911335
1992,historical,inm_cm4_8,2463769.74112757
1993,historical,inm_cm4_8,2422344.36531409
1994,historical,inm_cm4_8,2311506.02337619
1995,historical,inm_cm4_8,2234535.71128898
1996,historical,inm_cm4_8,2288140.43124583
1997,historical,inm_cm4_8,2287860.50050221
1998,historical,inm_cm4_8,2370664.39027402
1999,historical,inm_cm4_8,2358650.01503946
2000,historical,inm_cm4_8,2197704.50835775
2001,historical,inm_cm4_8,2284318.68835663
2002,historical,inm_cm4_8,2134405.56875617
2003,historical,inm_cm4_8,2210817.1254289
2004,historical,inm_cm4_8,2237293.85047468
2005,historical,inm_cm4_8,2295202.77488552
2006,historical,inm_cm4_8,2244067.37612486
2007,historical,inm_cm4_8,2344372.24550376
2008,historical,inm_cm4_8,2232212.51708121
2009,historical,inm_cm4_8,2156492.02616992
2010,historical,inm_cm4_8,2131121.18681681
2011,historical,inm_cm4_8,2255316.60676257
2012,historical,inm_cm4_8,2262706.92349398
2013,historical,inm_cm4_8,2260292.87962887
2014,historical,inm_cm4_8,2155176.32616265
2015,ssp126,inm_cm4_8,2279572.57697731
2016,ssp126,inm_cm4_8,2147252.20986388
2017,ssp126,inm_cm4_8,2096905.2032962
2018,ssp126,inm_cm4_8,2274757.03793647
2019,ssp126,inm_cm4_8,2242738.60895945
2020,ssp126,inm_cm4_8,2154144.39914246
2021,ssp126,inm_cm4_8,2275066.84690931
2022,ssp126,inm_cm4_8,2160936.77251748
2023,ssp126,inm_cm4_8,2115872.68079492
2024,ssp126,inm_cm4_8,2140142.38482846
2025,ssp126,inm_cm4_8,2153625.38267501
2026,ssp126,inm_cm4_8,2288116.06565379
2027,ssp126,inm_cm4_8,2427664.91211244
2028,ssp126,inm_cm4_8,2128543.71697304
2029,ssp126,inm_cm4_8,2133771.22257494
2030,ssp126,inm_cm4_8,2159869.50950024
2031,ssp126,inm_cm4_8,2174382.96975617
2032,ssp126,inm_cm4_8,2143138.89317056
2033,ssp126,inm_cm4_8,2256724.00779752
2034,ssp126,inm_cm4_8,2162599.71638069
2035,ssp126,inm_cm4_8,2129502.24975536
2036,ssp126,inm_cm4_8,2228460.73947705
2037,ssp126,inm_cm4_8,2255753.40816683
2038,ssp126,inm_cm4_8,1994589.28068699
2039,ssp126,inm_cm4_8,2157790.13737141
2040,ssp126,inm_cm4_8,1955893.8951741
2041,ssp126,inm_cm4_8,2130518.14162559
2042,ssp126,inm_cm4_8,2157893.93933614
2043,ssp126,inm_cm4_8,2039181.944938
2044,ssp126,inm_cm4_8,2152612.05431583
2045,ssp126,inm_cm4_8,2298291.48969195
2046,ssp126,inm_cm4_8,2062362.43856563
2047,ssp126,inm_cm4_8,2162393.08651292
2048,ssp126,inm_cm4_8,2053473.69068086
2049,ssp126,inm_cm4_8,2093136.25922313
2050,ssp126,inm_cm4_8,2154435.80987249
2051,ssp126,inm_cm4_8,2038167.14164103
2052,ssp126,inm_cm4_8,2058608.73884172
2053,ssp126,inm_cm4_8,2111207.81972132
2054,ssp126,inm_cm4_8,2099319.2209927
2055,ssp126,inm_cm4_8,1973409.34168655
2056,ssp126,inm_cm4_8,2190429.75659601
2057,ssp126,inm_cm4_8,1992070.42976565
2058,ssp126,inm_cm4_8,2046370.70790199
2059,ssp126,inm_cm4_8,2082972.39690838
2060,ssp126,inm_cm4_8,1969190.24796902
2061,ssp126,inm_cm4_8,2088307.46913418
2062,ssp126,inm_cm4_8,2113409.05949938
2063,ssp126,inm_cm4_8,2050534.46093514
2064,ssp126,inm_cm4_8,2032312.01946501
2065,ssp126,inm_cm4_8,1948726.1210515
2066,ssp126,inm_cm4_8,2007664.99002206
2067,ssp126,inm_cm4_8,1950237.60402549
2068,ssp126,inm_cm4_8,2211738.31549672
2069,ssp126,inm_cm4_8,2134803.35371013
2070,ssp126,inm_cm4_8,1999410.71340356
2071,ssp126,inm_cm4_8,1917126.68375559
2072,ssp126,inm_cm4_8,1947926.71950196
2073,ssp126,inm_cm4_8,2015906.53080816
2074,ssp126,inm_cm4_8,1953180.49720894
2075,ssp126,inm_cm4_8,2038360.351414
2076,ssp126,inm_cm4_8,1932712.66838824
2077,ssp126,inm_cm4_8,2028594.06801028
2078,ssp126,inm_cm4_8,2174992.74135241
2079,ssp126,inm_cm4_8,2135317.59882422
2080,ssp126,inm_cm4_8,2120440.51923545
2081,ssp126,inm_cm4_8,2093314.98326923
2082,ssp126,inm_cm4_8,1994081.47133394
2083,ssp126,inm_cm4_8,1985179.75480474
2084,ssp126,inm_cm4_8,1980583.80546424
2085,ssp126,inm_cm4_8,2110482.15287544
2086,ssp126,inm_cm4_8,2064281.23564854
2087,ssp126,inm_cm4_8,2203079.84345152
2088,ssp126,inm_cm4_8,2077317.88375851
2089,ssp126,inm_cm4_8,2132894.78866987
2090,ssp126,inm_cm4_8,2123733.44876154
2091,ssp126,inm_cm4_8,2048801.20202741
2092,ssp126,inm_cm4_8,2018581.88953776
2093,ssp126,inm_cm4_8,2143039.26494378
2094,ssp126,inm_cm4_8,2033961.69164232
2095,ssp126,inm_cm4_8,2056604.68737224
2096,ssp126,inm_cm4_8,2088435.69634802
2097,ssp126,inm_cm4_8,2184754.07813496
2098,ssp126,inm_cm4_8,2090763.18629492
2099,ssp126,inm_cm4_8,2036640.54246708
2100,ssp126,inm_cm4_8,2187831.3878801
2015,ssp245,inm_cm4_8,2226997.48821648
2016,ssp245,inm_cm4_8,2323089.37827468
2017,ssp245,inm_cm4_8,2349199.56256362
2018,ssp245,inm_cm4_8,2200940.33584189
2019,ssp245,inm_cm4_8,2335518.9454234
2020,ssp245,inm_cm4_8,2254629.422135
2021,ssp245,inm_cm4_8,2189144.28774807
2022,ssp245,inm_cm4_8,2148071.4726744
2023,ssp245,inm_cm4_8,2187566.14960748
2024,ssp245,inm_cm4_8,2073408.90387167
2025,ssp245,inm_cm4_8,2126251.16324888
2026,ssp245,inm_cm4_8,2186441.95939716
2027,ssp245,inm_cm4_8,2259289.15675218
2028,ssp245,inm_cm4_8,2177895.57877817
2029,ssp245,inm_cm4_8,2161607.19439913
2030,ssp245,inm_cm4_8,2146177.35982613
2031,ssp245,inm_cm4_8,2239031.11749803
2032,ssp245,inm_cm4_8,2149096.37073181
2033,ssp245,inm_cm4_8,2177237.51796484
2034,ssp245,inm_cm4_8,2106589.60246721
2035,ssp245,inm_cm4_8,2073564.58898027
2036,ssp245,inm_cm4_8,2218308.59614471
2037,ssp245,inm_cm4_8,2208288.10162796
2038,ssp245,inm_cm4_8,2020652.70175805
2039,ssp245,inm_cm4_8,2215057.68995469
2040,ssp245,inm_cm4_8,2027099.68694614
2041,ssp245,inm_cm4_8,2145591.70509622
2042,ssp245,inm_cm4_8,2089541.49996812
2043,ssp245,inm_cm4_8,2010376.38077799
2044,ssp245,inm_cm4_8,2026632.79160629
2045,ssp245,inm_cm4_8,2155709.90312108
2046,ssp245,inm_cm4_8,2258819.31231767
2047,ssp245,inm_cm4_8,2108749.32115538
2048,ssp245,inm_cm4_8,2086821.97908258
2049,ssp245,inm_cm4_8,2053138.42895236
2050,ssp245,inm_cm4_8,2108242.05377964
2051,ssp245,inm_cm4_8,2218841.6046039
2052,ssp245,inm_cm4_8,1998152.6700569
2053,ssp245,inm_cm4_8,1986655.13152417
2054,ssp245,inm_cm4_8,2147506.59302858
2055,ssp245,inm_cm4_8,2143425.98942789
2056,ssp245,inm_cm4_8,2095378.70483841
2057,ssp245,inm_cm4_8,1923557.40201727
2058,ssp245,inm_cm4_8,2067078.23769059
2059,ssp245,inm_cm4_8,1961605.30922392
2060,ssp245,inm_cm4_8,1987545.86742043
2061,ssp245,inm_cm4_8,2111818.15382463
2062,ssp245,inm_cm4_8,1956479.40169832
2063,ssp245,inm_cm4_8,1965227.44681395
2064,ssp245,inm_cm4_8,2075813.32447165
2065,ssp245,inm_cm4_8,1970510.54318266
2066,ssp245,inm_cm4_8,1894910.95801998
2067,ssp245,inm_cm4_8,1956900.48402993
2068,ssp245,inm_cm4_8,1942230.1120932
2069,ssp245,inm_cm4_8,2023547.93049844
2070,ssp245,inm_cm4_8,1960984.44326964
2071,ssp245,inm_cm4_8,2136671.85442416
2072,ssp245,inm_cm4_8,2015199.94433742
2073,ssp245,inm_cm4_8,1908671.36488195
2074,ssp245,inm_cm4_8,2007383.86364458
2075,ssp245,inm_cm4_8,2145182.17066499
2076,ssp245,inm_cm4_8,1951721.85361452
2077,ssp245,inm_cm4_8,1961769.22485955
2078,ssp245,inm_cm4_8,1845215.4199903
2079,ssp245,inm_cm4_8,1963108.37234339
2080,ssp245,inm_cm4_8,2030802.99990708
2081,ssp245,inm_cm4_8,2064946.81930126
2082,ssp245,inm_cm4_8,1977748.19187537
2083,ssp245,inm_cm4_8,1867341.81729753
2084,ssp245,inm_cm4_8,2047598.38333113
2085,ssp245,inm_cm4_8,1947280.33206638
2086,ssp245,inm_cm4_8,1945533.91576844
2087,ssp245,inm_cm4_8,1926975.31440244
2088,ssp245,inm_cm4_8,1973143.02869303
2089,ssp245,inm_cm4_8,1857301.52796402
2090,ssp245,inm_cm4_8,2053907.18200418
2091,ssp245,inm_cm4_8,2005942.01228903
2092,ssp245,inm_cm4_8,2047695.91157658
2093,ssp245,inm_cm4_8,1979064.65810503
2094,ssp245,inm_cm4_8,1889200.98150376
2095,ssp245,inm_cm4_8,2015321.33201352
2096,ssp245,inm_cm4_8,1864505.75783691
2097,ssp245,inm_cm4_8,1946625.79283484
2098,ssp245,inm_cm4_8,2049253.39237673
2099,ssp245,inm_cm4_8,1993236.48877438
2100,ssp245,inm_cm4_8,2001042.88011859
2015,ssp370,inm_cm4_8,2267456.45500767
2016,ssp370,inm_cm4_8,2140377.48616709
2017,ssp370,inm_cm4_8,2175247.74167916
2018,ssp370,inm_cm4_8,2193426.27255907
2019,ssp370,inm_cm4_8,2188025.85444652
2020,ssp370,inm_cm4_8,2293811.59205223
2021,ssp370,inm_cm4_8,2349393.92856638
2022,ssp370,inm_cm4_8,2110937.293527
2023,ssp370,inm_cm4_8,2245581.81377652
2024,ssp370,inm_cm4_8,2144975.80605631
2025,ssp370,inm_cm4_8,2251618.42793675
2026,ssp370,inm_cm4_8,2023252.09412897
2027,ssp370,inm_cm4_8,2208854.28969281
2028,ssp370,inm_cm4_8,2137004.66314082
2029,ssp370,inm_cm4_8,2152028.12190848
2030,ssp370,inm_cm4_8,2175261.54708461
2031,ssp370,inm_cm4_8,2112201.77774165
2032,ssp370,inm_cm4_8,2148887.13372341
2033,ssp370,inm_cm4_8,2194060.19162704
2034,ssp370,inm_cm4_8,2168204.80910422
2035,ssp370,inm_cm4_8,2035762.25932416
2036,ssp370,inm_cm4_8,2125763.0802802
2037,ssp370,inm_cm4_8,2201685.34036116
2038,ssp370,inm_cm4_8,2307229.68627599
2039,ssp370,inm_cm4_8,2173206.45844201
2040,ssp370,inm_cm4_8,2186083.19113565
2041,ssp370,inm_cm4_8,2078205.63394052
2042,ssp370,inm_cm4_8,2157516.36085962
2043,ssp370,inm_cm4_8,2122853.34630181
2044,ssp370,inm_cm4_8,2084830.59861168
2045,ssp370,inm_cm4_8,2101698.01114257
2046,ssp370,inm_cm4_8,2008887.05015364
2047,ssp370,inm_cm4_8,2075498.34627124
2048,ssp370,inm_cm4_8,2048066.90522801
2049,ssp370,inm_cm4_8,2242660.77140931
2050,ssp370,inm_cm4_8,2245112.94605571
2051,ssp370,inm_cm4_8,2058712.75552818
2052,ssp370,inm_cm4_8,2143686.6667419
2053,ssp370,inm_cm4_8,2083210.44262481
2054,ssp370,inm_cm4_8,2096637.3418829
2055,ssp370,inm_cm4_8,2096517.21982324
2056,ssp370,inm_cm4_8,1944841.11999876
2057,ssp370,inm_cm4_8,2082611.47830014
2058,ssp370,inm_cm4_8,1953615.66367969
2059,ssp370,inm_cm4_8,1926176.69681556
2060,ssp370,inm_cm4_8,1878749.14250866
2061,ssp370,inm_cm4_8,1904483.81597266
2062,ssp370,inm_cm4_8,2163166.53315517
2063,ssp370,inm_cm4_8,1948989.23500554
2064,ssp370,inm_cm4_8,1931919.17329947
2065,ssp370,inm_cm4_8,1926748.64817013
2066,ssp370,inm_cm4_8,2062646.02661274
2067,ssp370,inm_cm4_8,1794020.19142174
2068,ssp370,inm_cm4_8,1949868.33518596
2069,ssp370,inm_cm4_8,1960108.52549445
2070,ssp370,inm_cm4_8,1867887.40731249
2071,ssp370,inm_cm4_8,1862710.91786573
2072,ssp370,inm_cm4_8,1961229.58170836
2073,ssp370,inm_cm4_8,1770377.55542373
2074,ssp370,inm_cm4_8,1875422.10312595
2075,ssp370,inm_cm4_8,1889167.2525595
2076,ssp370,inm_cm4_8,1789798.69936086
2077,ssp370,inm_cm4_8,1937813.32478073
2078,ssp370,inm_cm4_8,1870745.67696754
2079,ssp370,inm_cm4_8,1818324.33312695
2080,ssp370,inm_cm4_8,1799376.73745549
2081,ssp370,inm_cm4_8,1968474.10414075
2082,ssp370,inm_cm4_8,1947013.0291714
2083,ssp370,inm_cm4_8,1725090.71544655
2084,ssp370,inm_cm4_8,1830353.22923934
2085,ssp370,inm_cm4_8,1932252.92221919
2086,ssp370,inm_cm4_8,1856298.40277161
2087,ssp370,inm_cm4_8,1866913.32084009
2088,ssp370,inm_cm4_8,1789712.25498807
2089,ssp370,inm_cm4_8,1779407.4829524
2090,ssp370,inm_cm4_8,1739773.08697934
2091,ssp370,inm_cm4_8,1949301.41840597
2092,ssp370,inm_cm4_8,1799516.41644157
2093,ssp370,inm_cm4_8,1830864.23838323
2094,ssp370,inm_cm4_8,1800113.38983546
2095,ssp370,inm_cm4_8,1835642.97261908
2096,ssp370,inm_cm4_8,1792134.81553613
2097,ssp370,inm_cm4_8,1831024.75153785
2098,ssp370,inm_cm4_8,1604737.69944077
2099,ssp370,inm_cm4_8,1718418.4787633
2100,ssp370,inm_cm4_8,1810635.96832806
2015,ssp585,inm_cm4_8,2288608.18892164
2016,ssp585,inm_cm4_8,2258743.02469342
2017,ssp585,inm_cm4_8,2155270.5878365
2018,ssp585,inm_cm4_8,2271087.61315897
2019,ssp585,inm_cm4_8,2133728.48405386
2020,ssp585,inm_cm4_8,2193928.95250921
2021,ssp585,inm_cm4_8,2240957.76801992
2022,ssp585,inm_cm4_8,2246504.48749788
2023,ssp585,inm_cm4_8,2228417.04609059
2024,ssp585,inm_cm4_8,2041794.06866326
2025,ssp585,inm_cm4_8,2169558.61587818
2026,ssp585,inm_cm4_8,2118558.73657512
2027,ssp585,inm_cm4_8,2149350.76888606
2028,ssp585,inm_cm4_8,2024547.94062973
2029,ssp585,inm_cm4_8,2155668.43087957
2030,ssp585,inm_cm4_8,2109636.82719971
2031,ssp585,inm_cm4_8,2110597.84365045
2032,ssp585,inm_cm4_8,2090763.96352862
2033,ssp585,inm_cm4_8,2092361.85677668
2034,ssp585,inm_cm4_8,2089937.0052566
2035,ssp585,inm_cm4_8,2089618.70730367
2036,ssp585,inm_cm4_8,2048167.97712125
2037,ssp585,inm_cm4_8,2027173.61107106
2038,ssp585,inm_cm4_8,2034070.88139693
2039,ssp585,inm_cm4_8,2111369.75363326
2040,ssp585,inm_cm4_8,2112223.58245616
2041,ssp585,inm_cm4_8,1982339.55415924
2042,ssp585,inm_cm4_8,1745917.36118952
2043,ssp585,inm_cm4_8,1919307.78296283
2044,ssp585,inm_cm4_8,1975383.93521062
2045,ssp585,inm_cm4_8,1850834.94407452
2046,ssp585,inm_cm4_8,1787520.70665287
2047,ssp585,inm_cm4_8,2020590.45921124
2048,ssp585,inm_cm4_8,2135329.16901485
2049,ssp585,inm_cm4_8,1951110.97837989
2050,ssp585,inm_cm4_8,2036188.06647851
2051,ssp585,inm_cm4_8,1965564.93934197
2052,ssp585,inm_cm4_8,2164475.44110959
2053,ssp585,inm_cm4_8,2061457.94544038
2054,ssp585,inm_cm4_8,2064887.80523203
2055,ssp585,inm_cm4_8,1904247.82110146
2056,ssp585,inm_cm4_8,1840188.0108678
2057,ssp585,inm_cm4_8,1937934.818628
2058,ssp585,inm_cm4_8,1825443.31014017
2059,ssp585,inm_cm4_8,1912496.52124838
2060,ssp585,inm_cm4_8,1952429.53430623
2061,ssp585,inm_cm4_8,1803847.49787606
2062,ssp585,inm_cm4_8,2075498.87109714
2063,ssp585,inm_cm4_8,2011071.05172538
2064,ssp585,inm_cm4_8,1826082.74941081
2065,ssp585,inm_cm4_8,1927579.06967476
2066,ssp585,inm_cm4_8,1703072.30893764
2067,ssp585,inm_cm4_8,1816686.90528782
2068,ssp585,inm_cm4_8,1920742.01653546
2069,ssp585,inm_cm4_8,1854319.72141948
2070,ssp585,inm_cm4_8,1667686.31857491
2071,ssp585,inm_cm4_8,1867694.56643975
2072,ssp585,inm_cm4_8,1901074.3521488
2073,ssp585,inm_cm4_8,1795855.98328028
2074,ssp585,inm_cm4_8,1779319.28673847
2075,ssp585,inm_cm4_8,1642799.99365094
2076,ssp585,inm_cm4_8,1773982.19049205
2077,ssp585,inm_cm4_8,1870984.99419427
2078,ssp585,inm_cm4_8,1787474.12774189
2079,ssp585,inm_cm4_8,1892745.7654968
2080,ssp585,inm_cm4_8,1642920.70845962
2081,ssp585,inm_cm4_8,1913610.2513743
2082,ssp585,inm_cm4_8,1848310.25601062
2083,ssp585,inm_cm4_8,1671868.53301923
2084,ssp585,inm_cm4_8,1773704.28007722
2085,ssp585,inm_cm4_8,1668632.70512546
2086,ssp585,inm_cm4_8,1802512.72371455
2087,ssp585,inm_cm4_8,1719338.95409221
2088,ssp585,inm_cm4_8,1627461.6334274
2089,ssp585,inm_cm4_8,1707453.00702299
2090,ssp585,inm_cm4_8,1668653.73077587
2091,ssp585,inm_cm4_8,1656846.79763475
2092,ssp585,inm_cm4_8,1725049.12753778
2093,ssp585,inm_cm4_8,1576124.32943924
2094,ssp585,inm_cm4_8,1697263.16510085
2095,ssp585,inm_cm4_8,1638337.35202209
2096,ssp585,inm_cm4_8,1726330.3098958
2097,ssp585,inm_cm4_8,1729026.1513146
2098,ssp585,inm_cm4_8,1630435.29709019
2099,ssp585,inm_cm4_8,1631819.34152448
2100,ssp585,inm_cm4_8,1742576.37637199
1850,historical,inm_cm5_0,2399090.19907312
1851,historical,inm_cm5_0,2266302.2671861
1852,historical,inm_cm5_0,2427881.04545691
1853,historical,inm_cm5_0,2405884.31839326
1854,historical,inm_cm5_0,2482673.53711501
1855,historical,inm_cm5_0,2447264.33180183
1856,historical,inm_cm5_0,2303958.72103322
1857,historical,inm_cm5_0,2379919.56890768
1858,historical,inm_cm5_0,2309428.43734068
1859,historical,inm_cm5_0,2487442.5734786
1860,historical,inm_cm5_0,2337470.31000722
1861,historical,inm_cm5_0,2407419.16213255
1862,historical,inm_cm5_0,2395361.71000221
