,year,growing_seas_length_days,scenario,model
103,2053,216.58344270230944,ssp245,ec-earth3
104,2054,218.49906046649323,ssp245,ec-earth3
105,2055,220.8281021521278,ssp245,ec-earth3
106,2056,229.25446342969508,ssp245,ec-earth3
107,2057,233.10504178584003,ssp245,ec-earth3
108,2058,225.2195789083011,ssp245,ec-earth3
109,2059,221.6015162151347,ssp245,ec-earth3
110,2060,237.97033842281164,ssp245,ec-earth3
111,2061,221.37014714987197,ssp245,ec-earth3
112,2062,223.69170495753684,ssp245,ec-earth3
113,2063,227.1843645438324,ssp245,ec-earth3
114,2064,219.5066974282359,ssp245,ec-earth3
115,2065,224.94279738976144,ssp245,ec-earth3
116,2066,232.0035344103572,ssp245,ec-earth3
117,2067,233.190100893635,ssp245,ec-earth3
118,2068,229.88745433908824,ssp245,ec-earth3
119,2069,224.0509598699468,ssp245,ec-earth3
120,2070,225.02928308808885,ssp245,ec-earth3
121,2071,223.93959429824744,ssp245,ec-earth3
122,2072,233.52077337524275,ssp245,ec-earth3
123,2073,230.82241871180432,ssp245,ec-earth3
124,2074,226.9956244854065,ssp245,ec-earth3
125,2075,231.59033851447217,ssp245,ec-earth3
126,2076,235.95919506643986,ssp245,ec-earth3
127,2077,231.9643732954149,ssp245,ec-earth3
128,2078,231.00390185535107,ssp245,ec-earth3
129,2079,239.29629683800903,ssp245,ec-earth3
130,2080,232.7042502217831,ssp245,ec-earth3
131,2081,223.3926010598766,ssp245,ec-earth3
132,2082,235.307787693537,ssp245,ec-earth3
133,2083,236.78145495767663,ssp245,ec-earth3
134,2084,232.4836781421037,ssp245,ec-earth3
135,2085,226.3613685369989,ssp245,ec-earth3
136,2086,240.20321399779758,ssp245,ec-earth3
137,2087,242.95836016061963,ssp245,ec-earth3
138,2088,240.13432095597233,ssp245,ec-earth3
139,2089,236.23855624777855,ssp245,ec-earth3
140,2090,238.58489932223821,ssp245,ec-earth3
141,2091,241.9191646760979,ssp245,ec-earth3
142,2092,239.63082936326697,ssp245,ec-earth3
143,2093,239.33135378134338,ssp245,ec-earth3
144,2094,246.7665745277695,ssp245,ec-earth3
145,2095,238.30425857859294,ssp245,ec-earth3
146,2096,232.63772884794588,ssp245,ec-earth3
147,2097,247.22499429179248,ssp245,ec-earth3
148,2098,228.99633497471754,ssp245,ec-earth3
149,2099,237.59919059400966,ssp245,ec-earth3
150,2100,242.12380089708594,ssp245,ec-earth3
0,1950,178.97036821115924,ssp245,canesm5
1,1951,173.40284558965834,ssp245,canesm5
2,1952,167.01533313933083,ssp245,canesm5
3,1953,173.98591741990143,ssp245,canesm5
4,1954,176.3548301230649,ssp245,canesm5
5,1955,177.21926249891203,ssp245,canesm5
6,1956,172.42315214811245,ssp245,canesm5
7,1957,168.47904804296735,ssp245,canesm5
8,1958,180.5085389657332,ssp245,canesm5
9,1959,167.4539750663076,ssp245,canesm5
10,1960,175.1231417753133,ssp245,canesm5
11,1961,169.2136518267277,ssp245,canesm5
12,1962,185.2853255419561,ssp245,canesm5
13,1963,168.4410535304669,ssp245,canesm5
14,1964,165.7001907777073,ssp245,canesm5
15,1965,171.31782068321473,ssp245,canesm5
16,1966,172.05943717344908,ssp245,canesm5
17,1967,171.9537842026548,ssp245,canesm5
18,1968,171.6348607912192,ssp245,canesm5
19,1969,174.14892402772375,ssp245,canesm5
20,1970,163.1298250326732,ssp245,canesm5
21,1971,167.19410935491047,ssp245,canesm5
22,1972,171.14923450156175,ssp245,canesm5
23,1973,175.16774069752177,ssp245,canesm5
24,1974,172.08838560450386,ssp245,canesm5
25,1975,175.42093744568257,ssp245,canesm5
26,1976,174.1380658557221,ssp245,canesm5
27,1977,180.49197120407737,ssp245,canesm5
28,1978,172.9313346503346,ssp245,canesm5
29,1979,176.32275299573269,ssp245,canesm5
30,1980,165.1309846986934,ssp245,canesm5
31,1981,183.22852779164225,ssp245,canesm5
32,1982,176.6145693710466,ssp245,canesm5
33,1983,176.94250646782518,ssp245,canesm5
34,1984,180.82924265015393,ssp245,canesm5
35,1985,179.35851757804443,ssp245,canesm5
36,1986,176.75979181034637,ssp245,canesm5
37,1987,180.40042099148596,ssp245,canesm5
38,1988,174.54969426970825,ssp245,canesm5
39,1989,182.3017188513997,ssp245,canesm5
40,1990,177.1964282487255,ssp245,canesm5
41,1991,173.43294090196707,ssp245,canesm5
42,1992,175.8263375413089,ssp245,canesm5
43,1993,178.82908567882995,ssp245,canesm5
44,1994,187.5580020518438,ssp245,canesm5
45,1995,191.73647815163218,ssp245,canesm5
46,1996,180.53106532764917,ssp245,canesm5
47,1997,188.06063545055605,ssp245,canesm5
48,1998,190.48708409025392,ssp245,canesm5
49,1999,190.5201443322636,ssp245,canesm5
50,2000,189.29238189763245,ssp245,canesm5
51,2001,184.92297182116693,ssp245,canesm5
52,2002,189.70762242281634,ssp245,canesm5
53,2003,185.71662502658205,ssp245,canesm5
54,2004,190.60684634928734,ssp245,canesm5
55,2005,189.5988185702937,ssp245,canesm5
56,2006,191.63999330695142,ssp245,canesm5
57,2007,186.80171437801826,ssp245,canesm5
58,2008,187.34261622269412,ssp245,canesm5
59,2009,192.73606317033472,ssp245,canesm5
60,2010,201.49630129833804,ssp245,canesm5
61,2011,197.90945165983135,ssp245,canesm5
62,2012,196.58082897390946,ssp245,canesm5
63,2013,202.6728948726416,ssp245,canesm5
64,2014,201.6816552667839,ssp245,canesm5
65,2015,188.72319093648218,ssp245,canesm5
66,2016,198.6366593469553,ssp245,canesm5
67,2017,202.43581785947896,ssp245,canesm5
68,2018,197.0013065163488,ssp245,canesm5
69,2019,193.6594878095341,ssp245,canesm5
70,2020,206.1025829528011,ssp245,canesm5
71,2021,201.9933321446558,ssp245,canesm5
72,2022,194.43308508033215,ssp245,canesm5
73,2023,194.28147018869947,ssp245,canesm5
74,2024,202.50822118173065,ssp245,canesm5
75,2025,209.74682436364077,ssp245,canesm5
76,2026,207.7538679195871,ssp245,canesm5
77,2027,217.72204108477374,ssp245,canesm5
78,2028,205.50856412407632,ssp245,canesm5
79,2029,208.8987119716459,ssp245,canesm5
80,2030,205.53787939487776,ssp245,canesm5
81,2031,205.37508142325498,ssp245,canesm5
82,2032,200.1456274501264,ssp245,canesm5
83,2033,205.5423294839184,ssp245,canesm5
84,2034,211.93407195747272,ssp245,canesm5
85,2035,207.57432551896423,ssp245,canesm5
86,2036,216.27121304042197,ssp245,canesm5
87,2037,208.88909207598545,ssp245,canesm5
88,2038,212.19892874101114,ssp245,canesm5
89,2039,217.19775330747282,ssp245,canesm5
90,2040,216.83617840716164,ssp245,canesm5
91,2041,216.77186121057144,ssp245,canesm5
92,2042,217.2014749829679,ssp245,canesm5
93,2043,211.409305061919,ssp245,canesm5
94,2044,219.67881500574472,ssp245,canesm5
95,2045,221.5499223821417,ssp245,canesm5
96,2046,218.16726310289138,ssp245,canesm5
97,2047,222.1577845061669,ssp245,canesm5
98,2048,221.16572396333743,ssp245,canesm5
99,2049,224.0781014200856,ssp245,canesm5
100,2050,218.6323939376446,ssp245,canesm5
101,2051,226.2158742154002,ssp245,canesm5
102,2052,222.06474717757771,ssp245,canesm5
103,2053,223.05042668625504,ssp245,canesm5
104,2054,226.19324637609566,ssp245,canesm5
105,2055,227.1108289759737,ssp245,canesm5
106,2056,230.64252324972446,ssp245,canesm5
107,2057,221.53932950151142,ssp245,canesm5
108,2058,221.8544640079393,ssp245,canesm5
109,2059,224.45278399229335,ssp245,canesm5
110,2060,234.19779884133288,ssp245,canesm5
111,2061,242.5300140992719,ssp245,canesm5
112,2062,221.3732263082501,ssp245,canesm5
113,2063,228.68003523156835,ssp245,canesm5
114,2064,235.3228143645785,ssp245,canesm5
115,2065,227.32632782500377,ssp245,canesm5
116,2066,228.0942311455029,ssp245,canesm5
117,2067,240.29033835649136,ssp245,canesm5
118,2068,221.56046826558466,ssp245,canesm5
119,2069,232.84146007546616,ssp245,canesm5
120,2070,228.99100071171716,ssp245,canesm5
121,2071,236.8745543740821,ssp245,canesm5
122,2072,238.6667073176764,ssp245,canesm5
123,2073,240.95519093504603,ssp245,canesm5
124,2074,238.720469076809,ssp245,canesm5
125,2075,237.85016812308092,ssp245,canesm5
126,2076,237.34010319621007,ssp245,canesm5
127,2077,233.18168071271597,ssp245,canesm5
128,2078,238.44971841549437,ssp245,canesm5
129,2079,229.9823440774292,ssp245,canesm5
130,2080,237.4539184120381,ssp245,canesm5
131,2081,232.860363391596,ssp245,canesm5
132,2082,236.51768027261988,ssp245,canesm5
133,2083,237.1073400991559,ssp245,canesm5
134,2084,248.29840816808044,ssp245,canesm5
135,2085,247.6395242340401,ssp245,canesm5
136,2086,240.47349200177013,ssp245,canesm5
137,2087,236.69787736584982,ssp245,canesm5
138,2088,239.40137258272057,ssp245,canesm5
139,2089,232.02361860327525,ssp245,canesm5
140,2090,247.55448068610636,ssp245,canesm5
141,2091,244.54811553048717,ssp245,canesm5
142,2092,243.08879396010008,ssp245,canesm5
143,2093,244.12442858154972,ssp245,canesm5
144,2094,243.4761010883565,ssp245,canesm5
145,2095,245.97234560712437,ssp245,canesm5
146,2096,244.62914354173185,ssp245,canesm5
147,2097,239.91590609767064,ssp245,canesm5
148,2098,241.93866634913124,ssp245,canesm5
149,2099,251.05435844586847,ssp245,canesm5
150,2100,250.20550677461898,ssp245,canesm5
0,1950,181.90853247548148,ssp245,noresm2-mm
1,1951,181.00486736355813,ssp245,noresm2-mm
2,1952,177.5678901899402,ssp245,noresm2-mm
3,1953,168.64543727081764,ssp245,noresm2-mm
4,1954,178.25689407285356,ssp245,noresm2-mm
5,1955,182.2088255168399,ssp245,noresm2-mm
6,1956,175.44474808672413,ssp245,noresm2-mm
7,1957,168.26860320309243,ssp245,noresm2-mm
8,1958,171.46355852819235,ssp245,noresm2-mm
9,1959,174.40351352997203,ssp245,noresm2-mm
10,1960,183.5890086547776,ssp245,noresm2-mm
11,1961,177.2541563233157,ssp245,noresm2-mm
12,1962,173.0532098202228,ssp245,noresm2-mm
13,1963,169.19134824466747,ssp245,noresm2-mm
14,1964,171.70845009047068,ssp245,noresm2-mm
15,1965,169.23992103862827,ssp245,noresm2-mm
16,1966,163.27792635891637,ssp245,noresm2-mm
17,1967,172.75421663978986,ssp245,noresm2-mm
18,1968,166.42573419674437,ssp245,noresm2-mm
19,1969,165.5731223340611,ssp245,noresm2-mm
20,1970,170.95934326937902,ssp245,noresm2-mm
21,1971,161.2646098542771,ssp245,noresm2-mm
22,1972,170.1472574610846,ssp245,noresm2-mm
23,1973,169.23121479325678,ssp245,noresm2-mm
24,1974,177.74675829487535,ssp245,noresm2-mm
25,1975,171.55223801966505,ssp245,noresm2-mm
26,1976,172.86465248342986,ssp245,noresm2-mm
27,1977,177.25220593323976,ssp245,noresm2-mm
28,1978,173.415025584717,ssp245,noresm2-mm
29,1979,179.80685908073772,ssp245,noresm2-mm
30,1980,180.3712971266535,ssp245,noresm2-mm
31,1981,169.3762008870884,ssp245,noresm2-mm
32,1982,173.32001452471619,ssp245,noresm2-mm
33,1983,158.660624956132,ssp245,noresm2-mm
34,1984,174.86152911061896,ssp245,noresm2-mm
35,1985,165.45735159208164,ssp245,noresm2-mm
36,1986,174.64053105370937,ssp245,noresm2-mm
37,1987,171.5361507562446,ssp245,noresm2-mm
38,1988,173.0926479483581,ssp245,noresm2-mm
39,1989,169.71216291903332,ssp245,noresm2-mm
40,1990,184.8350122603227,ssp245,noresm2-mm
41,1991,181.80449944295614,ssp245,noresm2-mm
42,1992,181.54537519586063,ssp245,noresm2-mm
43,1993,175.63498943381967,ssp245,noresm2-mm
44,1994,187.63514437458934,ssp245,noresm2-mm
45,1995,176.88249466598987,ssp245,noresm2-mm
46,1996,181.713117751898,ssp245,noresm2-mm
47,1997,176.1901563989988,ssp245,noresm2-mm
48,1998,178.7813031680463,ssp245,noresm2-mm
49,1999,165.330497802346,ssp245,noresm2-mm
50,2000,176.71373750597886,ssp245,noresm2-mm
51,2001,184.0750708033732,ssp245,noresm2-mm
52,2002,183.91740682732535,ssp245,noresm2-mm
53,2003,180.59509651502268,ssp245,noresm2-mm
54,2004,188.1363693776948,ssp245,noresm2-mm
55,2005,191.18100872319172,ssp245,noresm2-mm
56,2006,188.20421591590448,ssp245,noresm2-mm
57,2007,194.73161458261802,ssp245,noresm2-mm
58,2008,180.464853118476,ssp245,noresm2-mm
59,2009,177.7900924035508,ssp245,noresm2-mm
60,2010,175.9649564629193,ssp245,noresm2-mm
61,2011,183.29283117110893,ssp245,noresm2-mm
62,2012,184.06060259217213,ssp245,noresm2-mm
63,2013,187.53785492183607,ssp245,noresm2-mm
64,2014,183.37223260449355,ssp245,noresm2-mm
65,2015,190.33282706150658,ssp245,noresm2-mm
66,2016,195.77772753096073,ssp245,noresm2-mm
67,2017,203.1675613467623,ssp245,noresm2-mm
68,2018,199.04242126181953,ssp245,noresm2-mm
69,2019,185.2103565993714,ssp245,noresm2-mm
70,2020,187.4676543516351,ssp245,noresm2-mm
71,2021,185.58481606400082,ssp245,noresm2-mm
72,2022,184.97110057933332,ssp245,noresm2-mm
73,2023,188.1117470898803,ssp245,noresm2-mm
74,2024,186.18443912814413,ssp245,noresm2-mm
75,2025,180.2101036002435,ssp245,noresm2-mm
76,2026,189.377460934275,ssp245,noresm2-mm
77,2027,195.05857329631368,ssp245,noresm2-mm
78,2028,196.7484318788721,ssp245,noresm2-mm
79,2029,191.56750939114818,ssp245,noresm2-mm
80,2030,192.085880867617,ssp245,noresm2-mm
81,2031,189.23225345622933,ssp245,noresm2-mm
82,2032,191.5408124599998,ssp245,noresm2-mm
83,2033,192.06432011650844,ssp245,noresm2-mm
84,2034,197.72521322320634,ssp245,noresm2-mm
85,2035,191.77355834488785,ssp245,noresm2-mm
86,2036,191.27130879012898,ssp245,noresm2-mm
87,2037,204.45112151611863,ssp245,noresm2-mm
88,2038,192.88298624062995,ssp245,noresm2-mm
89,2039,200.1682253868932,ssp245,noresm2-mm
90,2040,197.8822341519083,ssp245,noresm2-mm
91,2041,194.02761628345812,ssp245,noresm2-mm
92,2042,198.69832847739778,ssp245,noresm2-mm
93,2043,184.3191194884797,ssp245,noresm2-mm
94,2044,204.76894293536228,ssp245,noresm2-mm
95,2045,192.40893538957383,ssp245,noresm2-mm
96,2046,206.61274361343018,ssp245,noresm2-mm
97,2047,200.70621953010743,ssp245,noresm2-mm
98,2048,209.1742697135595,ssp245,noresm2-mm
99,2049,208.4767066838161,ssp245,noresm2-mm
100,2050,198.04313938849458,ssp245,noresm2-mm
101,2051,202.3904010901027,ssp245,noresm2-mm
102,2052,208.7579674492258,ssp245,noresm2-mm
103,2053,205.2472887268488,ssp245,noresm2-mm
104,2054,196.8093561968422,ssp245,noresm2-mm
105,2055,213.33524803661672,ssp245,noresm2-mm
106,2056,202.44304134994812,ssp245,noresm2-mm
107,2057,204.48726875084694,ssp245,noresm2-mm
108,2058,206.84075352914897,ssp245,noresm2-mm
109,2059,204.94532070905103,ssp245,noresm2-mm
110,2060,205.77021692536442,ssp245,noresm2-mm
111,2061,201.5859985486853,ssp245,noresm2-mm
112,2062,209.92914961856428,ssp245,noresm2-mm
113,2063,208.33458584581334,ssp245,noresm2-mm
114,2064,192.9669194462395,ssp245,noresm2-mm
115,2065,201.58050548424828,ssp245,noresm2-mm
116,2066,201.39644480241512,ssp245,noresm2-mm
117,2067,196.56792362171728,ssp245,noresm2-mm
118,2068,198.82670840607145,ssp245,noresm2-mm
119,2069,210.24116823201143,ssp245,noresm2-mm
120,2070,198.143490925682,ssp245,noresm2-mm
121,2071,213.03770965390316,ssp245,noresm2-mm
122,2072,209.8147225465196,ssp245,noresm2-mm
123,2073,209.2212635634453,ssp245,noresm2-mm
124,2074,208.44288750736592,ssp245,noresm2-mm
125,2075,203.6272053360387,ssp245,noresm2-mm
126,2076,207.67599841021806,ssp245,noresm2-mm
127,2077,210.60071830098545,ssp245,noresm2-mm
128,2078,210.46878372351696,ssp245,noresm2-mm
129,2079,216.91271395095336,ssp245,noresm2-mm
130,2080,203.00641206953213,ssp245,noresm2-mm
131,2081,204.50275614252408,ssp245,noresm2-mm
132,2082,211.72855471960833,ssp245,noresm2-mm
133,2083,209.42272204520592,ssp245,noresm2-mm
134,2084,221.14107652116618,ssp245,noresm2-mm
135,2085,207.1802496035765,ssp245,noresm2-mm
136,2086,210.15692429201962,ssp245,noresm2-mm
137,2087,210.39997923869373,ssp245,noresm2-mm
138,2088,209.40742665889826,ssp245,noresm2-mm
139,2089,212.54431498817274,ssp245,noresm2-mm
140,2090,205.8997290599864,ssp245,noresm2-mm
141,2091,199.50966593465165,ssp245,noresm2-mm
142,2092,200.10299800258215,ssp245,noresm2-mm
143,2093,211.4372423168934,ssp245,noresm2-mm
144,2094,208.46737868814998,ssp245,noresm2-mm
145,2095,204.5024549276422,ssp245,noresm2-mm
146,2096,215.07884317552598,ssp245,noresm2-mm
147,2097,211.22454979718327,ssp245,noresm2-mm
148,2098,208.5957661769484,ssp245,noresm2-mm
149,2099,224.54625013795555,ssp245,noresm2-mm
150,2100,204.06626289398065,ssp245,noresm2-mm
0,1950,,hist,nclimgrid
1,1951,167.3261221115315,hist,nclimgrid
2,1952,171.26949655794314,hist,nclimgrid
3,1953,172.34832383231955,hist,nclimgrid
4,1954,169.9010535816361,hist,nclimgrid
5,1955,169.82153563805832,hist,nclimgrid
6,1956,169.30479251530303,hist,nclimgrid
7,1957,174.75457306243874,hist,nclimgrid
8,1958,178.26790043181938,hist,nclimgrid
9,1959,170.45769194031178,hist,nclimgrid
10,1960,171.5107625885151,hist,nclimgrid
11,1961,171.38896315832153,hist,nclimgrid
12,1962,172.47743088534492,hist,nclimgrid
13,1963,183.2575218567039,hist,nclimgrid
14,1964,167.84853385961313,hist,nclimgrid
15,1965,167.43516441495632,hist,nclimgrid
16,1966,165.40681850159862,hist,nclimgrid
17,1967,173.9311849069852,hist,nclimgrid
18,1968,168.96272142237265,hist,nclimgrid
19,1969,172.93307661403074,hist,nclimgrid
20,1970,170.76115146482218,hist,nclimgrid
21,1971,169.39172587586336,hist,nclimgrid
22,1972,175.0180966836294,hist,nclimgrid
23,1973,173.5638809035229,hist,nclimgrid
24,1974,168.00684894131663,hist,nclimgrid
25,1975,173.28504234322162,hist,nclimgrid
26,1976,168.52731969610718,hist,nclimgrid
27,1977,181.6769634259096,hist,nclimgrid
28,1978,180.07393980849724,hist,nclimgrid
29,1979,177.06930536468465,hist,nclimgrid
30,1980,176.67772496066016,hist,nclimgrid
31,1981,179.95994778576232,hist,nclimgrid
32,1982,175.3498446060397,hist,nclimgrid
33,1983,174.71268121154017,hist,nclimgrid
34,1984,177.74670310408342,hist,nclimgrid
35,1985,181.4163275089812,hist,nclimgrid
36,1986,180.1569034196599,hist,nclimgrid
37,1987,180.3412662848105,hist,nclimgrid
38,1988,180.3971163587226,hist,nclimgrid
39,1989,170.4731307948274,hist,nclimgrid
40,1990,184.04670002044713,hist,nclimgrid
41,1991,180.34296504341248,hist,nclimgrid
42,1992,178.75955547698578,hist,nclimgrid
43,1993,174.73450952085514,hist,nclimgrid
44,1994,188.08907390242663,hist,nclimgrid
45,1995,178.3207404480104,hist,nclimgrid
46,1996,174.88562693318173,hist,nclimgrid
47,1997,182.02736851217762,hist,nclimgrid
48,1998,194.13044584316154,hist,nclimgrid
49,1999,179.21514144858844,hist,nclimgrid
50,2000,178.81097716908107,hist,nclimgrid
51,2001,183.21136625703843,hist,nclimgrid
52,2002,176.6818215849114,hist,nclimgrid
53,2003,182.68906846294016,hist,nclimgrid
54,2004,189.4541806093707,hist,nclimgrid
55,2005,187.8150239418126,hist,nclimgrid
56,2006,180.1272500726138,hist,nclimgrid
57,2007,185.13376946668495,hist,nclimgrid
58,2008,178.45961488573408,hist,nclimgrid
59,2009,182.3056317114392,hist,nclimgrid
60,2010,185.64456085596402,hist,nclimgrid
61,2011,183.96308643368462,hist,nclimgrid
62,2012,188.7525282476911,hist,nclimgrid
63,2013,179.38331703276643,hist,nclimgrid
64,2014,182.89456324702223,hist,nclimgrid
65,2015,195.31745872603537,hist,nclimgrid
66,2016,197.00194219203127,hist,nclimgrid
67,2017,192.0364584203676,hist,nclimgrid
68,2018,187.1227056444255,hist,nclimgrid
69,2019,182.26281184752972,hist,nclimgrid
70,2020,,hist,nclimgrid
71,2021,,hist,nclimgrid
72,2022,,hist,nclimgrid
73,2023,,hist,nclimgrid
74,2024,,hist,nclimgrid
75,2025,,hist,nclimgrid
76,2026,,hist,nclimgrid
77,2027,,hist,nclimgrid
78,2028,,hist,nclimgrid
79,2029,,hist,nclimgrid
80,2030,,hist,nclimgrid
81,2031,,hist,nclimgrid
82,2032,,hist,nclimgrid
83,2033,,hist,nclimgrid
84,2034,,hist,nclimgrid
85,2035,,hist,nclimgrid
86,2036,,hist,nclimgrid
87,2037,,hist,nclimgrid
88,2038,,hist,nclimgrid
89,2039,,hist,nclimgrid
90,2040,,hist,nclimgrid
91,2041,,hist,nclimgrid
92,2042,,hist,nclimgrid
93,2043,,hist,nclimgrid
94,2044,,hist,nclimgrid
95,2045,,hist,nclimgrid
96,2046,,hist,nclimgrid
97,2047,,hist,nclimgrid
98,2048,,hist,nclimgrid
99,2049,,hist,nclimgrid
100,2050,,hist,nclimgrid
101,2051,,hist,nclimgrid
102,2052,,hist,nclimgrid
103,2053,,hist,nclimgrid
104,2054,,hist,nclimgrid
105,2055,,hist,nclimgrid
106,2056,,hist,nclimgrid
107,2057,,hist,nclimgrid
108,2058,,hist,nclimgrid
109,2059,,hist,nclimgrid
110,2060,,hist,nclimgrid
111,2061,,hist,nclimgrid
112,2062,,hist,nclimgrid
113,2063,,hist,nclimgrid
114,2064,,hist,nclimgrid
115,2065,,hist,nclimgrid
116,2066,,hist,nclimgrid
117,2067,,hist,nclimgrid
118,2068,,hist,nclimgrid
119,2069,,hist,nclimgrid
120,2070,,hist,nclimgrid
121,2071,,hist,nclimgrid
122,2072,,hist,nclimgrid
123,2073,,hist,nclimgrid
124,2074,,hist,nclimgrid
125,2075,,hist,nclimgrid
126,2076,,hist,nclimgrid
127,2077,,hist,nclimgrid
128,2078,,hist,nclimgrid
129,2079,,hist,nclimgrid
130,2080,,hist,nclimgrid
131,2081,,hist,nclimgrid
132,2082,,hist,nclimgrid
133,2083,,hist,nclimgrid
134,2084,,hist,nclimgrid
135,2085,,hist,nclimgrid
136,2086,,hist,nclimgrid
137,2087,,hist,nclimgrid
138,2088,,hist,nclimgrid
139,2089,,hist,nclimgrid
140,2090,,hist,nclimgrid
141,2091,,hist,nclimgrid
142,2092,,hist,nclimgrid
143,2093,,hist,nclimgrid
144,2094,,hist,nclimgrid
