,year,growing_seas_length_days,scenario,model
71,2021,201.72322785956896,ssp370,ec-earth3
72,2022,216.77493860704942,ssp370,ec-earth3
73,2023,220.57927620347982,ssp370,ec-earth3
74,2024,216.00283007854733,ssp370,ec-earth3
75,2025,203.70411083581328,ssp370,ec-earth3
76,2026,214.46490788678918,ssp370,ec-earth3
77,2027,213.81103346319867,ssp370,ec-earth3
78,2028,206.6713243927758,ssp370,ec-earth3
79,2029,211.11991258337963,ssp370,ec-earth3
80,2030,210.6105406190267,ssp370,ec-earth3
81,2031,215.10987895473377,ssp370,ec-earth3
82,2032,208.04928049661527,ssp370,ec-earth3
83,2033,212.85708311523092,ssp370,ec-earth3
84,2034,219.39883171625252,ssp370,ec-earth3
85,2035,212.4997210433327,ssp370,ec-earth3
86,2036,222.10289074892623,ssp370,ec-earth3
87,2037,211.29059175163036,ssp370,ec-earth3
88,2038,213.71426266970346,ssp370,ec-earth3
89,2039,217.41955690565155,ssp370,ec-earth3
90,2040,214.51036698265898,ssp370,ec-earth3
91,2041,215.2186745639701,ssp370,ec-earth3
92,2042,213.52534767085277,ssp370,ec-earth3
93,2043,213.13527014563834,ssp370,ec-earth3
94,2044,219.99031925328052,ssp370,ec-earth3
95,2045,232.4597506744518,ssp370,ec-earth3
96,2046,221.11892337387255,ssp370,ec-earth3
97,2047,225.29000017944338,ssp370,ec-earth3
98,2048,221.38464670539778,ssp370,ec-earth3
99,2049,227.07184032608495,ssp370,ec-earth3
100,2050,223.1789491190214,ssp370,ec-earth3
101,2051,224.1099625712003,ssp370,ec-earth3
102,2052,228.31124813509146,ssp370,ec-earth3
103,2053,228.29113543198494,ssp370,ec-earth3
104,2054,228.07930940026822,ssp370,ec-earth3
105,2055,222.65868637822282,ssp370,ec-earth3
106,2056,234.6897733343782,ssp370,ec-earth3
107,2057,234.52536044741635,ssp370,ec-earth3
108,2058,222.33810973567518,ssp370,ec-earth3
109,2059,237.97413695989965,ssp370,ec-earth3
110,2060,239.65518149555876,ssp370,ec-earth3
111,2061,232.21124468402957,ssp370,ec-earth3
112,2062,241.07589941957596,ssp370,ec-earth3
113,2063,233.59191928072056,ssp370,ec-earth3
114,2064,231.1379959191049,ssp370,ec-earth3
115,2065,227.876821707654,ssp370,ec-earth3
116,2066,244.07936741981433,ssp370,ec-earth3
117,2067,233.1301174916687,ssp370,ec-earth3
118,2068,242.38210664826224,ssp370,ec-earth3
119,2069,242.07559887591196,ssp370,ec-earth3
120,2070,238.74325318261177,ssp370,ec-earth3
121,2071,238.11335814024736,ssp370,ec-earth3
122,2072,234.1079934946905,ssp370,ec-earth3
123,2073,238.00413184799626,ssp370,ec-earth3
124,2074,248.21747920983276,ssp370,ec-earth3
125,2075,242.5769561087124,ssp370,ec-earth3
126,2076,245.48405463774935,ssp370,ec-earth3
127,2077,242.3464739571623,ssp370,ec-earth3
128,2078,245.9778286703079,ssp370,ec-earth3
129,2079,238.99643021578882,ssp370,ec-earth3
130,2080,247.22808334685624,ssp370,ec-earth3
131,2081,238.7002307975263,ssp370,ec-earth3
132,2082,248.2233599091352,ssp370,ec-earth3
133,2083,261.53467075729105,ssp370,ec-earth3
134,2084,256.00178329602176,ssp370,ec-earth3
135,2085,252.5611806530045,ssp370,ec-earth3
136,2086,248.2157310658103,ssp370,ec-earth3
137,2087,256.5156673318178,ssp370,ec-earth3
138,2088,262.6799398310703,ssp370,ec-earth3
139,2089,244.6784000683554,ssp370,ec-earth3
140,2090,272.32168119143586,ssp370,ec-earth3
141,2091,265.4743843561062,ssp370,ec-earth3
142,2092,257.6948805412546,ssp370,ec-earth3
143,2093,268.09742693333936,ssp370,ec-earth3
144,2094,269.97484960179924,ssp370,ec-earth3
145,2095,267.8509947109626,ssp370,ec-earth3
146,2096,251.73369888465422,ssp370,ec-earth3
147,2097,258.29014950052925,ssp370,ec-earth3
148,2098,275.9278755971218,ssp370,ec-earth3
149,2099,277.6068748873017,ssp370,ec-earth3
150,2100,262.14717598376046,ssp370,ec-earth3
0,1950,173.19486690922088,ssp370,mpi-esm1-2-hr
1,1951,167.44533417143555,ssp370,mpi-esm1-2-hr
2,1952,174.30070943205956,ssp370,mpi-esm1-2-hr
3,1953,172.65333438040108,ssp370,mpi-esm1-2-hr
4,1954,170.85259237856658,ssp370,mpi-esm1-2-hr
5,1955,167.30488126258936,ssp370,mpi-esm1-2-hr
6,1956,177.0881860267003,ssp370,mpi-esm1-2-hr
7,1957,169.32788842570045,ssp370,mpi-esm1-2-hr
8,1958,175.02085402297553,ssp370,mpi-esm1-2-hr
9,1959,174.57932436462428,ssp370,mpi-esm1-2-hr
10,1960,172.35779611004858,ssp370,mpi-esm1-2-hr
11,1961,171.68902602926377,ssp370,mpi-esm1-2-hr
12,1962,176.47064527800276,ssp370,mpi-esm1-2-hr
13,1963,170.66804133381808,ssp370,mpi-esm1-2-hr
14,1964,184.67716467023476,ssp370,mpi-esm1-2-hr
15,1965,174.90653257069715,ssp370,mpi-esm1-2-hr
16,1966,184.15478506064224,ssp370,mpi-esm1-2-hr
17,1967,172.44893657277004,ssp370,mpi-esm1-2-hr
18,1968,177.001787676001,ssp370,mpi-esm1-2-hr
19,1969,167.37091311897743,ssp370,mpi-esm1-2-hr
20,1970,177.19058333699687,ssp370,mpi-esm1-2-hr
21,1971,181.39238934638908,ssp370,mpi-esm1-2-hr
22,1972,177.412294089903,ssp370,mpi-esm1-2-hr
23,1973,185.40988570477157,ssp370,mpi-esm1-2-hr
24,1974,173.8847798703334,ssp370,mpi-esm1-2-hr
25,1975,175.87516552687242,ssp370,mpi-esm1-2-hr
26,1976,174.99287696321457,ssp370,mpi-esm1-2-hr
27,1977,171.11747572787556,ssp370,mpi-esm1-2-hr
28,1978,166.47861061069779,ssp370,mpi-esm1-2-hr
29,1979,179.31843637945468,ssp370,mpi-esm1-2-hr
30,1980,192.9988193757299,ssp370,mpi-esm1-2-hr
31,1981,171.40890911711625,ssp370,mpi-esm1-2-hr
32,1982,179.43850921010653,ssp370,mpi-esm1-2-hr
33,1983,163.47554497451583,ssp370,mpi-esm1-2-hr
34,1984,173.8176294407489,ssp370,mpi-esm1-2-hr
35,1985,180.88417879995018,ssp370,mpi-esm1-2-hr
36,1986,175.03268519718327,ssp370,mpi-esm1-2-hr
37,1987,178.55294420604423,ssp370,mpi-esm1-2-hr
38,1988,179.91642602161983,ssp370,mpi-esm1-2-hr
39,1989,185.70146503730746,ssp370,mpi-esm1-2-hr
40,1990,183.5936726903338,ssp370,mpi-esm1-2-hr
41,1991,178.4099859474352,ssp370,mpi-esm1-2-hr
42,1992,166.20634416211286,ssp370,mpi-esm1-2-hr
43,1993,175.18532196161735,ssp370,mpi-esm1-2-hr
44,1994,179.00783641259315,ssp370,mpi-esm1-2-hr
45,1995,174.66280548546848,ssp370,mpi-esm1-2-hr
46,1996,189.85935805201592,ssp370,mpi-esm1-2-hr
47,1997,183.55496159300142,ssp370,mpi-esm1-2-hr
48,1998,175.4949910244968,ssp370,mpi-esm1-2-hr
49,1999,175.0597079639476,ssp370,mpi-esm1-2-hr
50,2000,174.24514766522316,ssp370,mpi-esm1-2-hr
51,2001,180.41391067225527,ssp370,mpi-esm1-2-hr
52,2002,190.11997619868143,ssp370,mpi-esm1-2-hr
53,2003,180.0373929874453,ssp370,mpi-esm1-2-hr
54,2004,180.20971928049582,ssp370,mpi-esm1-2-hr
55,2005,185.28057715570836,ssp370,mpi-esm1-2-hr
56,2006,187.28755573150346,ssp370,mpi-esm1-2-hr
57,2007,197.4554737685792,ssp370,mpi-esm1-2-hr
58,2008,192.16633090167932,ssp370,mpi-esm1-2-hr
59,2009,180.20972947378263,ssp370,mpi-esm1-2-hr
60,2010,184.08543680135594,ssp370,mpi-esm1-2-hr
61,2011,184.45962608092185,ssp370,mpi-esm1-2-hr
62,2012,185.29601897419855,ssp370,mpi-esm1-2-hr
63,2013,191.4635302675858,ssp370,mpi-esm1-2-hr
64,2014,184.66117794867634,ssp370,mpi-esm1-2-hr
65,2015,194.67402042525046,ssp370,mpi-esm1-2-hr
66,2016,192.5584834467484,ssp370,mpi-esm1-2-hr
67,2017,185.48495082491524,ssp370,mpi-esm1-2-hr
68,2018,193.86754307562728,ssp370,mpi-esm1-2-hr
69,2019,197.0354410618388,ssp370,mpi-esm1-2-hr
70,2020,193.07290536841703,ssp370,mpi-esm1-2-hr
71,2021,194.16965194074285,ssp370,mpi-esm1-2-hr
72,2022,188.5399817125117,ssp370,mpi-esm1-2-hr
73,2023,192.00718312035158,ssp370,mpi-esm1-2-hr
74,2024,191.82430007177825,ssp370,mpi-esm1-2-hr
75,2025,198.58753076869436,ssp370,mpi-esm1-2-hr
76,2026,196.35127037964548,ssp370,mpi-esm1-2-hr
77,2027,200.84089241883117,ssp370,mpi-esm1-2-hr
78,2028,188.1935841276575,ssp370,mpi-esm1-2-hr
79,2029,189.46145956674826,ssp370,mpi-esm1-2-hr
80,2030,194.39536288557696,ssp370,mpi-esm1-2-hr
81,2031,192.66513249943785,ssp370,mpi-esm1-2-hr
82,2032,198.71401448001959,ssp370,mpi-esm1-2-hr
83,2033,196.47535663091622,ssp370,mpi-esm1-2-hr
84,2034,198.35521219114878,ssp370,mpi-esm1-2-hr
85,2035,193.66940670315736,ssp370,mpi-esm1-2-hr
86,2036,203.30162771415755,ssp370,mpi-esm1-2-hr
87,2037,190.2450373048627,ssp370,mpi-esm1-2-hr
88,2038,196.19174225792878,ssp370,mpi-esm1-2-hr
89,2039,203.55556830176974,ssp370,mpi-esm1-2-hr
90,2040,202.501571458299,ssp370,mpi-esm1-2-hr
91,2041,197.90226187637734,ssp370,mpi-esm1-2-hr
92,2042,196.0934470933667,ssp370,mpi-esm1-2-hr
93,2043,195.02734360723963,ssp370,mpi-esm1-2-hr
94,2044,195.631698021355,ssp370,mpi-esm1-2-hr
95,2045,196.93236909402682,ssp370,mpi-esm1-2-hr
96,2046,208.60446253391956,ssp370,mpi-esm1-2-hr
97,2047,197.1103717645871,ssp370,mpi-esm1-2-hr
98,2048,198.6110194769684,ssp370,mpi-esm1-2-hr
99,2049,208.35391105351454,ssp370,mpi-esm1-2-hr
100,2050,202.51120432010435,ssp370,mpi-esm1-2-hr
101,2051,205.1418002374592,ssp370,mpi-esm1-2-hr
102,2052,201.6143406933408,ssp370,mpi-esm1-2-hr
103,2053,218.7728270306649,ssp370,mpi-esm1-2-hr
104,2054,207.95255006176367,ssp370,mpi-esm1-2-hr
105,2055,215.42751664011553,ssp370,mpi-esm1-2-hr
106,2056,201.3809438318383,ssp370,mpi-esm1-2-hr
107,2057,213.77937763209016,ssp370,mpi-esm1-2-hr
108,2058,203.8522697556081,ssp370,mpi-esm1-2-hr
109,2059,211.19342081255772,ssp370,mpi-esm1-2-hr
110,2060,206.19428617944897,ssp370,mpi-esm1-2-hr
111,2061,201.82639727480495,ssp370,mpi-esm1-2-hr
112,2062,210.29587828930792,ssp370,mpi-esm1-2-hr
113,2063,220.37620668930464,ssp370,mpi-esm1-2-hr
114,2064,215.3437144791018,ssp370,mpi-esm1-2-hr
115,2065,210.32945003586477,ssp370,mpi-esm1-2-hr
116,2066,213.53734820916134,ssp370,mpi-esm1-2-hr
117,2067,221.06967225485926,ssp370,mpi-esm1-2-hr
118,2068,223.9968782011868,ssp370,mpi-esm1-2-hr
119,2069,221.15956694802793,ssp370,mpi-esm1-2-hr
120,2070,210.8249307203778,ssp370,mpi-esm1-2-hr
121,2071,215.75975702705048,ssp370,mpi-esm1-2-hr
122,2072,210.47872161291085,ssp370,mpi-esm1-2-hr
123,2073,219.3554099249921,ssp370,mpi-esm1-2-hr
124,2074,207.64500707111415,ssp370,mpi-esm1-2-hr
125,2075,217.49769528385465,ssp370,mpi-esm1-2-hr
126,2076,216.77343487383814,ssp370,mpi-esm1-2-hr
127,2077,208.31430817533456,ssp370,mpi-esm1-2-hr
128,2078,212.03501056065355,ssp370,mpi-esm1-2-hr
129,2079,207.01380370589223,ssp370,mpi-esm1-2-hr
130,2080,227.23990344776644,ssp370,mpi-esm1-2-hr
131,2081,220.86942331462726,ssp370,mpi-esm1-2-hr
132,2082,206.69203387750244,ssp370,mpi-esm1-2-hr
133,2083,226.48930136834372,ssp370,mpi-esm1-2-hr
134,2084,214.74938450546657,ssp370,mpi-esm1-2-hr
135,2085,219.5201777031099,ssp370,mpi-esm1-2-hr
136,2086,217.98408763990682,ssp370,mpi-esm1-2-hr
137,2087,216.45909086835047,ssp370,mpi-esm1-2-hr
138,2088,217.78014345478314,ssp370,mpi-esm1-2-hr
139,2089,226.8541135261968,ssp370,mpi-esm1-2-hr
140,2090,231.73359965231293,ssp370,mpi-esm1-2-hr
141,2091,236.11503824441527,ssp370,mpi-esm1-2-hr
142,2092,236.60790859269193,ssp370,mpi-esm1-2-hr
143,2093,225.45612634311615,ssp370,mpi-esm1-2-hr
144,2094,231.7368240469676,ssp370,mpi-esm1-2-hr
145,2095,232.59362638304074,ssp370,mpi-esm1-2-hr
146,2096,226.50407625026716,ssp370,mpi-esm1-2-hr
147,2097,223.07994232203,ssp370,mpi-esm1-2-hr
148,2098,231.1509521004817,ssp370,mpi-esm1-2-hr
149,2099,230.90648146520567,ssp370,mpi-esm1-2-hr
150,2100,220.98510059011386,ssp370,mpi-esm1-2-hr
0,1950,172.45756447563642,ssp370,gfdl-esm4
1,1951,166.53906880329026,ssp370,gfdl-esm4
2,1952,166.3322163761113,ssp370,gfdl-esm4
3,1953,170.784817730911,ssp370,gfdl-esm4
4,1954,175.04063738301585,ssp370,gfdl-esm4
5,1955,177.28533647812895,ssp370,gfdl-esm4
6,1956,170.41571779005193,ssp370,gfdl-esm4
7,1957,175.26978862328602,ssp370,gfdl-esm4
8,1958,169.66859392358225,ssp370,gfdl-esm4
9,1959,172.77650860131516,ssp370,gfdl-esm4
10,1960,177.97829920827007,ssp370,gfdl-esm4
11,1961,170.40971635443617,ssp370,gfdl-esm4
12,1962,167.01599646572947,ssp370,gfdl-esm4
13,1963,172.32635105925343,ssp370,gfdl-esm4
14,1964,166.82440056111724,ssp370,gfdl-esm4
15,1965,167.07935432830857,ssp370,gfdl-esm4
16,1966,165.24253247203174,ssp370,gfdl-esm4
17,1967,170.20208571977463,ssp370,gfdl-esm4
18,1968,167.02529324149745,ssp370,gfdl-esm4
19,1969,167.56606397821224,ssp370,gfdl-esm4
20,1970,167.13949011597262,ssp370,gfdl-esm4
21,1971,167.64420176269383,ssp370,gfdl-esm4
22,1972,166.43846744340163,ssp370,gfdl-esm4
23,1973,164.82684224797052,ssp370,gfdl-esm4
24,1974,174.77258611237687,ssp370,gfdl-esm4
25,1975,165.4669084038813,ssp370,gfdl-esm4
26,1976,168.7588446345574,ssp370,gfdl-esm4
27,1977,168.20829815042637,ssp370,gfdl-esm4
28,1978,174.2688975376483,ssp370,gfdl-esm4
29,1979,177.41734747359624,ssp370,gfdl-esm4
30,1980,171.16243068798875,ssp370,gfdl-esm4
31,1981,164.92833603488788,ssp370,gfdl-esm4
32,1982,175.59904010162182,ssp370,gfdl-esm4
33,1983,157.0463018099911,ssp370,gfdl-esm4
34,1984,167.97979489172923,ssp370,gfdl-esm4
35,1985,170.18436668378737,ssp370,gfdl-esm4
36,1986,164.32996755915244,ssp370,gfdl-esm4
37,1987,175.37468081188518,ssp370,gfdl-esm4
38,1988,166.280392681357,ssp370,gfdl-esm4
39,1989,178.55257140915995,ssp370,gfdl-esm4
40,1990,173.74114586537706,ssp370,gfdl-esm4
41,1991,181.12218789874805,ssp370,gfdl-esm4
42,1992,172.10931009431835,ssp370,gfdl-esm4
43,1993,169.62427374907148,ssp370,gfdl-esm4
44,1994,171.53856427814347,ssp370,gfdl-esm4
45,1995,165.97468619026643,ssp370,gfdl-esm4
46,1996,179.72306083123053,ssp370,gfdl-esm4
47,1997,172.8146548870867,ssp370,gfdl-esm4
48,1998,178.1996878106458,ssp370,gfdl-esm4
49,1999,172.26466133089016,ssp370,gfdl-esm4
50,2000,170.6002530919484,ssp370,gfdl-esm4
51,2001,182.65646240162815,ssp370,gfdl-esm4
52,2002,176.91581587561097,ssp370,gfdl-esm4
53,2003,174.16768513001398,ssp370,gfdl-esm4
54,2004,176.80318754349855,ssp370,gfdl-esm4
55,2005,175.26420003012328,ssp370,gfdl-esm4
56,2006,177.30290853709764,ssp370,gfdl-esm4
57,2007,176.1115021040048,ssp370,gfdl-esm4
58,2008,173.54353482666113,ssp370,gfdl-esm4
59,2009,174.76678328709062,ssp370,gfdl-esm4
60,2010,174.09705587197607,ssp370,gfdl-esm4
61,2011,178.88069072584705,ssp370,gfdl-esm4
62,2012,179.69818808163805,ssp370,gfdl-esm4
63,2013,181.01565194129748,ssp370,gfdl-esm4
64,2014,181.7089711464853,ssp370,gfdl-esm4
65,2015,181.54516755125886,ssp370,gfdl-esm4
66,2016,187.39846828981308,ssp370,gfdl-esm4
67,2017,176.76279089746885,ssp370,gfdl-esm4
68,2018,175.2887605321561,ssp370,gfdl-esm4
69,2019,176.49840947440322,ssp370,gfdl-esm4
70,2020,181.98680631571509,ssp370,gfdl-esm4
71,2021,179.04618330777356,ssp370,gfdl-esm4
72,2022,179.9254989023646,ssp370,gfdl-esm4
73,2023,181.03673917469297,ssp370,gfdl-esm4
74,2024,178.89571247016323,ssp370,gfdl-esm4
75,2025,184.40389343592145,ssp370,gfdl-esm4
76,2026,185.61756178362583,ssp370,gfdl-esm4
77,2027,181.57123661696082,ssp370,gfdl-esm4
78,2028,183.2534004493706,ssp370,gfdl-esm4
79,2029,191.61050696088236,ssp370,gfdl-esm4
80,2030,180.35696346713053,ssp370,gfdl-esm4
81,2031,182.9524427861079,ssp370,gfdl-esm4
82,2032,180.72261147362022,ssp370,gfdl-esm4
83,2033,182.91738758622216,ssp370,gfdl-esm4
84,2034,192.23148347021464,ssp370,gfdl-esm4
85,2035,179.18288531375782,ssp370,gfdl-esm4
86,2036,190.59556744368786,ssp370,gfdl-esm4
87,2037,199.7052018775443,ssp370,gfdl-esm4
88,2038,180.97705252030144,ssp370,gfdl-esm4
89,2039,188.37397564227732,ssp370,gfdl-esm4
90,2040,188.08102145886207,ssp370,gfdl-esm4
91,2041,185.9563739411277,ssp370,gfdl-esm4
92,2042,193.8382105392918,ssp370,gfdl-esm4
93,2043,185.49101750995644,ssp370,gfdl-esm4
94,2044,187.17307833781896,ssp370,gfdl-esm4
95,2045,194.46212699882926,ssp370,gfdl-esm4
96,2046,190.13371716550765,ssp370,gfdl-esm4
97,2047,194.2758649428367,ssp370,gfdl-esm4
98,2048,194.04525683248497,ssp370,gfdl-esm4
99,2049,193.92087562446713,ssp370,gfdl-esm4
100,2050,189.03876707239368,ssp370,gfdl-esm4
101,2051,191.8588938507049,ssp370,gfdl-esm4
102,2052,185.0352695394736,ssp370,gfdl-esm4
103,2053,194.4001636417506,ssp370,gfdl-esm4
104,2054,195.06260907610692,ssp370,gfdl-esm4
105,2055,195.74426917705821,ssp370,gfdl-esm4
106,2056,197.10651799755104,ssp370,gfdl-esm4
107,2057,202.49647470257773,ssp370,gfdl-esm4
108,2058,203.2286188621596,ssp370,gfdl-esm4
109,2059,201.0780975122558,ssp370,gfdl-esm4
110,2060,204.05521128961328,ssp370,gfdl-esm4
111,2061,197.08078282041416,ssp370,gfdl-esm4
112,2062,199.69266102039475,ssp370,gfdl-esm4
113,2063,190.67711579779336,ssp370,gfdl-esm4
114,2064,193.0226191153193,ssp370,gfdl-esm4
115,2065,197.83067372702246,ssp370,gfdl-esm4
116,2066,198.87793894129123,ssp370,gfdl-esm4
117,2067,201.97247563285885,ssp370,gfdl-esm4
118,2068,191.66476935355917,ssp370,gfdl-esm4
119,2069,206.63697490383265,ssp370,gfdl-esm4
120,2070,204.68999855470062,ssp370,gfdl-esm4
121,2071,211.4984566757817,ssp370,gfdl-esm4
122,2072,202.4088104665009,ssp370,gfdl-esm4
123,2073,208.14036906929275,ssp370,gfdl-esm4
124,2074,210.36214181959758,ssp370,gfdl-esm4
125,2075,208.52850682134581,ssp370,gfdl-esm4
126,2076,209.5898504171434,ssp370,gfdl-esm4
127,2077,202.46604480550346,ssp370,gfdl-esm4
128,2078,209.47831634072833,ssp370,gfdl-esm4
129,2079,203.02112649167026,ssp370,gfdl-esm4
130,2080,208.76730145884244,ssp370,gfdl-esm4
131,2081,214.16521274588268,ssp370,gfdl-esm4
132,2082,211.30113612410952,ssp370,gfdl-esm4
133,2083,212.4616048569537,ssp370,gfdl-esm4
134,2084,203.4243795620324,ssp370,gfdl-esm4
135,2085,206.49018268767446,ssp370,gfdl-esm4
136,2086,209.19603548092874,ssp370,gfdl-esm4
137,2087,202.19065651073447,ssp370,gfdl-esm4
138,2088,207.19531703581117,ssp370,gfdl-esm4
139,2089,216.64162040566592,ssp370,gfdl-esm4
140,2090,217.23057496242893,ssp370,gfdl-esm4
141,2091,212.85013941377755,ssp370,gfdl-esm4
142,2092,216.75102146315248,ssp370,gfdl-esm4
143,2093,219.90499393497586,ssp370,gfdl-esm4
144,2094,206.50230584610605,ssp370,gfdl-esm4
145,2095,215.48334805707987,ssp370,gfdl-esm4
146,2096,211.13498415773435,ssp370,gfdl-esm4
147,2097,214.90654448850862,ssp370,gfdl-esm4
148,2098,207.91241898119816,ssp370,gfdl-esm4
149,2099,216.08340065009966,ssp370,gfdl-esm4
150,2100,214.17221529181276,ssp370,gfdl-esm4
0,1950,179.56822006723368,ssp370,inm-cm5-0
1,1951,174.35364547394383,ssp370,inm-cm5-0
2,1952,172.1594799238495,ssp370,inm-cm5-0
3,1953,169.71663440769026,ssp370,inm-cm5-0
4,1954,181.22714809685877,ssp370,inm-cm5-0
5,1955,173.20950106264377,ssp370,inm-cm5-0
6,1956,173.80578408836647,ssp370,inm-cm5-0
7,1957,177.00066822452274,ssp370,inm-cm5-0
8,1958,173.5344516905795,ssp370,inm-cm5-0
9,1959,170.00209461698535,ssp370,inm-cm5-0
10,1960,182.83527491576857,ssp370,inm-cm5-0
11,1961,186.73451791491846,ssp370,inm-cm5-0
12,1962,175.11480438369443,ssp370,inm-cm5-0
13,1963,175.98417153202604,ssp370,inm-cm5-0
14,1964,173.96782236980675,ssp370,inm-cm5-0
15,1965,170.6180887298682,ssp370,inm-cm5-0
16,1966,175.32939707353353,ssp370,inm-cm5-0
17,1967,172.32528956718463,ssp370,inm-cm5-0
18,1968,174.8487107111834,ssp370,inm-cm5-0
19,1969,173.2112409169784,ssp370,inm-cm5-0
20,1970,174.24720614871916,ssp370,inm-cm5-0
21,1971,171.25654685724717,ssp370,inm-cm5-0
22,1972,169.12776941904718,ssp370,inm-cm5-0
23,1973,173.16539026858763,ssp370,inm-cm5-0
24,1974,161.339039396841,ssp370,inm-cm5-0
25,1975,171.55265301563264,ssp370,inm-cm5-0
26,1976,178.57595091825013,ssp370,inm-cm5-0
27,1977,181.36803382306334,ssp370,inm-cm5-0
28,1978,173.70578307139505,ssp370,inm-cm5-0
29,1979,175.08163796415428,ssp370,inm-cm5-0
30,1980,178.43776799969962,ssp370,inm-cm5-0
31,1981,178.5916325182814,ssp370,inm-cm5-0
32,1982,172.1267246603378,ssp370,inm-cm5-0
33,1983,170.81901231826674,ssp370,inm-cm5-0
34,1984,168.94659753776838,ssp370,inm-cm5-0
35,1985,171.0756376601313,ssp370,inm-cm5-0
36,1986,170.5428485901158,ssp370,inm-cm5-0
37,1987,178.03745765327227,ssp370,inm-cm5-0
38,1988,170.31062076628086,ssp370,inm-cm5-0
39,1989,173.75637709065944,ssp370,inm-cm5-0
40,1990,185.6475117118717,ssp370,inm-cm5-0
41,1991,186.83423981849785,ssp370,inm-cm5-0
42,1992,169.99562148655008,ssp370,inm-cm5-0
43,1993,168.7288571937716,ssp370,inm-cm5-0
44,1994,166.61287211322315,ssp370,inm-cm5-0
45,1995,166.84324366061531,ssp370,inm-cm5-0
46,1996,177.03332246333588,ssp370,inm-cm5-0
47,1997,181.67703433940096,ssp370,inm-cm5-0
48,1998,183.29591163761356,ssp370,inm-cm5-0
49,1999,174.96011944594193,ssp370,inm-cm5-0
50,2000,181.6451763126394,ssp370,inm-cm5-0
51,2001,181.23295259838272,ssp370,inm-cm5-0
52,2002,183.11037629114156,ssp370,inm-cm5-0
