,year,avg_ann_temp_f,scenario,model
7,1957,53.5604857221567,ssp126,gfdl-esm4
8,1958,50.870469361632516,ssp126,gfdl-esm4
9,1959,49.470152556133726,ssp126,gfdl-esm4
10,1960,50.68556192940988,ssp126,gfdl-esm4
11,1961,49.95738886478872,ssp126,gfdl-esm4
12,1962,49.86363097968954,ssp126,gfdl-esm4
13,1963,51.334747811640405,ssp126,gfdl-esm4
14,1964,50.25022343519484,ssp126,gfdl-esm4
15,1965,51.477144466527584,ssp126,gfdl-esm4
16,1966,50.318379411193796,ssp126,gfdl-esm4
17,1967,49.583043753781304,ssp126,gfdl-esm4
18,1968,50.158003665150034,ssp126,gfdl-esm4
19,1969,50.118455605888386,ssp126,gfdl-esm4
20,1970,51.19712570088529,ssp126,gfdl-esm4
21,1971,51.31339055405112,ssp126,gfdl-esm4
22,1972,51.016944216440436,ssp126,gfdl-esm4
23,1973,51.533694803375,ssp126,gfdl-esm4
24,1974,51.66996985639832,ssp126,gfdl-esm4
25,1975,50.21804432065009,ssp126,gfdl-esm4
26,1976,50.35049033189361,ssp126,gfdl-esm4
27,1977,49.661832198838226,ssp126,gfdl-esm4
28,1978,50.87150258910323,ssp126,gfdl-esm4
29,1979,52.126175911299725,ssp126,gfdl-esm4
30,1980,52.841995236696384,ssp126,gfdl-esm4
31,1981,49.957059051198854,ssp126,gfdl-esm4
32,1982,51.37851530273503,ssp126,gfdl-esm4
33,1983,50.53867003162557,ssp126,gfdl-esm4
34,1984,50.99669599582563,ssp126,gfdl-esm4
35,1985,50.21696116277937,ssp126,gfdl-esm4
36,1986,50.210726719696204,ssp126,gfdl-esm4
37,1987,50.89145474385776,ssp126,gfdl-esm4
38,1988,50.10905931579917,ssp126,gfdl-esm4
39,1989,52.22001221030223,ssp126,gfdl-esm4
40,1990,51.69378478994557,ssp126,gfdl-esm4
41,1991,52.945127506036506,ssp126,gfdl-esm4
42,1992,51.83433324540354,ssp126,gfdl-esm4
43,1993,50.68435971148403,ssp126,gfdl-esm4
44,1994,50.069933367294745,ssp126,gfdl-esm4
45,1995,51.40949833643583,ssp126,gfdl-esm4
46,1996,51.73689529577728,ssp126,gfdl-esm4
47,1997,50.93389298128881,ssp126,gfdl-esm4
48,1998,51.89618929367458,ssp126,gfdl-esm4
49,1999,51.190032200772826,ssp126,gfdl-esm4
50,2000,50.46631962395009,ssp126,gfdl-esm4
51,2001,51.54461583864679,ssp126,gfdl-esm4
52,2002,51.29643824161793,ssp126,gfdl-esm4
53,2003,50.44520108829504,ssp126,gfdl-esm4
54,2004,52.26171129313162,ssp126,gfdl-esm4
55,2005,51.18092653762769,ssp126,gfdl-esm4
56,2006,52.74426376139456,ssp126,gfdl-esm4
57,2007,51.772387090074545,ssp126,gfdl-esm4
58,2008,52.62308324230789,ssp126,gfdl-esm4
59,2009,52.12593666659551,ssp126,gfdl-esm4
60,2010,51.75174725127854,ssp126,gfdl-esm4
61,2011,52.43748820689176,ssp126,gfdl-esm4
62,2012,51.07965028468328,ssp126,gfdl-esm4
63,2013,54.000194898047155,ssp126,gfdl-esm4
64,2014,52.87145592147395,ssp126,gfdl-esm4
65,2015,52.600754083068686,ssp126,gfdl-esm4
66,2016,53.69307408221205,ssp126,gfdl-esm4
67,2017,53.244791706054315,ssp126,gfdl-esm4
68,2018,53.69758775692048,ssp126,gfdl-esm4
69,2019,51.753113573468006,ssp126,gfdl-esm4
70,2020,51.454373230895214,ssp126,gfdl-esm4
71,2021,53.68484215449397,ssp126,gfdl-esm4
72,2022,53.89409125954393,ssp126,gfdl-esm4
73,2023,53.71983747213429,ssp126,gfdl-esm4
74,2024,54.42901854346731,ssp126,gfdl-esm4
75,2025,54.81674940355202,ssp126,gfdl-esm4
76,2026,53.398362719465986,ssp126,gfdl-esm4
77,2027,53.031414040258845,ssp126,gfdl-esm4
78,2028,53.7410469694468,ssp126,gfdl-esm4
79,2029,54.39413522423007,ssp126,gfdl-esm4
80,2030,53.42398789354439,ssp126,gfdl-esm4
81,2031,52.78214055498358,ssp126,gfdl-esm4
82,2032,54.0867657267413,ssp126,gfdl-esm4
83,2033,52.624049967920214,ssp126,gfdl-esm4
84,2034,54.58680027858769,ssp126,gfdl-esm4
85,2035,53.737450082714794,ssp126,gfdl-esm4
86,2036,53.34687307466912,ssp126,gfdl-esm4
87,2037,53.9268233307639,ssp126,gfdl-esm4
88,2038,55.02347147377489,ssp126,gfdl-esm4
89,2039,52.730849139763045,ssp126,gfdl-esm4
90,2040,54.298215552631866,ssp126,gfdl-esm4
91,2041,54.299147694937254,ssp126,gfdl-esm4
92,2042,55.01803175956164,ssp126,gfdl-esm4
93,2043,53.81984531038605,ssp126,gfdl-esm4
94,2044,53.14907619482857,ssp126,gfdl-esm4
95,2045,52.79976522869082,ssp126,gfdl-esm4
96,2046,54.65560177622994,ssp126,gfdl-esm4
97,2047,53.6459463278275,ssp126,gfdl-esm4
98,2048,53.88235943004817,ssp126,gfdl-esm4
99,2049,54.14197369107718,ssp126,gfdl-esm4
100,2050,55.462514751859416,ssp126,gfdl-esm4
101,2051,53.63335386246029,ssp126,gfdl-esm4
102,2052,54.77429085186905,ssp126,gfdl-esm4
103,2053,54.09718803898218,ssp126,gfdl-esm4
104,2054,54.12200557062061,ssp126,gfdl-esm4
105,2055,54.569801766435795,ssp126,gfdl-esm4
106,2056,54.35040146146327,ssp126,gfdl-esm4
107,2057,53.61271271376343,ssp126,gfdl-esm4
108,2058,54.44756031697462,ssp126,gfdl-esm4
109,2059,56.01409052717538,ssp126,gfdl-esm4
110,2060,52.56679012994111,ssp126,gfdl-esm4
111,2061,53.89535100701487,ssp126,gfdl-esm4
112,2062,55.223834523722886,ssp126,gfdl-esm4
113,2063,54.30767100304467,ssp126,gfdl-esm4
114,2064,54.38127247046492,ssp126,gfdl-esm4
115,2065,54.38511892786498,ssp126,gfdl-esm4
116,2066,55.174254884088704,ssp126,gfdl-esm4
117,2067,54.014802852422605,ssp126,gfdl-esm4
118,2068,54.276725299146854,ssp126,gfdl-esm4
119,2069,54.75267854145294,ssp126,gfdl-esm4
120,2070,54.838025187548176,ssp126,gfdl-esm4
121,2071,53.43196016557456,ssp126,gfdl-esm4
122,2072,54.45289765989766,ssp126,gfdl-esm4
123,2073,53.575460177098336,ssp126,gfdl-esm4
124,2074,54.80663967145699,ssp126,gfdl-esm4
125,2075,54.219713193142915,ssp126,gfdl-esm4
126,2076,54.10286174392281,ssp126,gfdl-esm4
127,2077,55.095171481454464,ssp126,gfdl-esm4
128,2078,54.21019986791321,ssp126,gfdl-esm4
129,2079,54.65584923662596,ssp126,gfdl-esm4
130,2080,54.951181635143655,ssp126,gfdl-esm4
131,2081,53.579476160907085,ssp126,gfdl-esm4
132,2082,54.55229417260111,ssp126,gfdl-esm4
133,2083,54.60042252989779,ssp126,gfdl-esm4
134,2084,54.932239155553845,ssp126,gfdl-esm4
135,2085,54.501025095274414,ssp126,gfdl-esm4
136,2086,54.437536150228055,ssp126,gfdl-esm4
137,2087,54.04724973928667,ssp126,gfdl-esm4
138,2088,54.682828368135795,ssp126,gfdl-esm4
139,2089,53.98890305432183,ssp126,gfdl-esm4
140,2090,54.72533575008917,ssp126,gfdl-esm4
141,2091,55.11363436777459,ssp126,gfdl-esm4
142,2092,53.9685921371911,ssp126,gfdl-esm4
143,2093,54.05235841000744,ssp126,gfdl-esm4
144,2094,54.583074166486476,ssp126,gfdl-esm4
145,2095,53.84560369306454,ssp126,gfdl-esm4
146,2096,54.01789045343072,ssp126,gfdl-esm4
147,2097,53.806872561845026,ssp126,gfdl-esm4
148,2098,53.50568212191226,ssp126,gfdl-esm4
149,2099,53.71013396640631,ssp126,gfdl-esm4
150,2100,54.17270330322024,ssp126,gfdl-esm4
0,1950,51.03839215562825,ssp126,mpi-esm1-2-lr
1,1951,51.33517733602931,ssp126,mpi-esm1-2-lr
2,1952,50.94418023687068,ssp126,mpi-esm1-2-lr
3,1953,49.70658186220925,ssp126,mpi-esm1-2-lr
4,1954,49.90980336340731,ssp126,mpi-esm1-2-lr
5,1955,50.361019179483904,ssp126,mpi-esm1-2-lr
6,1956,52.27818139427417,ssp126,mpi-esm1-2-lr
7,1957,51.28139078030124,ssp126,mpi-esm1-2-lr
8,1958,53.12134713676545,ssp126,mpi-esm1-2-lr
9,1959,51.25878239484641,ssp126,mpi-esm1-2-lr
10,1960,51.14520941065786,ssp126,mpi-esm1-2-lr
11,1961,50.58393712263733,ssp126,mpi-esm1-2-lr
12,1962,49.81865388937588,ssp126,mpi-esm1-2-lr
13,1963,51.272594629140684,ssp126,mpi-esm1-2-lr
14,1964,49.9206198669365,ssp126,mpi-esm1-2-lr
15,1965,50.45404531602306,ssp126,mpi-esm1-2-lr
16,1966,49.831546985906456,ssp126,mpi-esm1-2-lr
17,1967,50.23835624300591,ssp126,mpi-esm1-2-lr
18,1968,52.19112241313762,ssp126,mpi-esm1-2-lr
19,1969,49.89036498700347,ssp126,mpi-esm1-2-lr
20,1970,48.144383351707276,ssp126,mpi-esm1-2-lr
21,1971,50.756139756147334,ssp126,mpi-esm1-2-lr
22,1972,49.43841671847469,ssp126,mpi-esm1-2-lr
23,1973,50.23927684651139,ssp126,mpi-esm1-2-lr
24,1974,50.25799009483047,ssp126,mpi-esm1-2-lr
25,1975,50.846644439883015,ssp126,mpi-esm1-2-lr
26,1976,51.104882032450824,ssp126,mpi-esm1-2-lr
27,1977,50.934309463619265,ssp126,mpi-esm1-2-lr
28,1978,52.591590902808186,ssp126,mpi-esm1-2-lr
29,1979,50.566724058514154,ssp126,mpi-esm1-2-lr
30,1980,51.651520704620964,ssp126,mpi-esm1-2-lr
31,1981,51.31328210790831,ssp126,mpi-esm1-2-lr
32,1982,53.13244435151467,ssp126,mpi-esm1-2-lr
33,1983,50.3864646532811,ssp126,mpi-esm1-2-lr
34,1984,50.838758159191684,ssp126,mpi-esm1-2-lr
35,1985,52.83767126990349,ssp126,mpi-esm1-2-lr
36,1986,51.0777148150524,ssp126,mpi-esm1-2-lr
37,1987,51.47055328868252,ssp126,mpi-esm1-2-lr
38,1988,51.13961787930504,ssp126,mpi-esm1-2-lr
39,1989,52.55042231917488,ssp126,mpi-esm1-2-lr
40,1990,50.990413474501125,ssp126,mpi-esm1-2-lr
41,1991,51.13056420685096,ssp126,mpi-esm1-2-lr
42,1992,50.74809381429516,ssp126,mpi-esm1-2-lr
43,1993,50.37007370443356,ssp126,mpi-esm1-2-lr
44,1994,53.28537358136004,ssp126,mpi-esm1-2-lr
45,1995,51.804388545127914,ssp126,mpi-esm1-2-lr
46,1996,52.33259612638691,ssp126,mpi-esm1-2-lr
47,1997,50.77726849352966,ssp126,mpi-esm1-2-lr
48,1998,49.97574297050459,ssp126,mpi-esm1-2-lr
49,1999,52.21689129828369,ssp126,mpi-esm1-2-lr
50,2000,50.98022449819147,ssp126,mpi-esm1-2-lr
51,2001,52.37732796581614,ssp126,mpi-esm1-2-lr
52,2002,52.47876421745689,ssp126,mpi-esm1-2-lr
53,2003,50.86555351036527,ssp126,mpi-esm1-2-lr
54,2004,53.028141508025264,ssp126,mpi-esm1-2-lr
55,2005,53.52935834498027,ssp126,mpi-esm1-2-lr
56,2006,54.73812972436162,ssp126,mpi-esm1-2-lr
57,2007,52.358447749818886,ssp126,mpi-esm1-2-lr
58,2008,52.61235986627389,ssp126,mpi-esm1-2-lr
59,2009,52.21596022120528,ssp126,mpi-esm1-2-lr
60,2010,53.31988616027044,ssp126,mpi-esm1-2-lr
61,2011,53.22948146610218,ssp126,mpi-esm1-2-lr
62,2012,51.5096518599624,ssp126,mpi-esm1-2-lr
63,2013,51.555041618634114,ssp126,mpi-esm1-2-lr
64,2014,52.69213698316936,ssp126,mpi-esm1-2-lr
65,2015,52.544145348871446,ssp126,mpi-esm1-2-lr
66,2016,50.37226901311444,ssp126,mpi-esm1-2-lr
67,2017,52.200096915231725,ssp126,mpi-esm1-2-lr
68,2018,50.903199023555054,ssp126,mpi-esm1-2-lr
69,2019,52.64707994409041,ssp126,mpi-esm1-2-lr
70,2020,51.0985721452329,ssp126,mpi-esm1-2-lr
71,2021,51.77671989692719,ssp126,mpi-esm1-2-lr
72,2022,52.17923725491248,ssp126,mpi-esm1-2-lr
73,2023,52.92450119052369,ssp126,mpi-esm1-2-lr
74,2024,53.74964098552912,ssp126,mpi-esm1-2-lr
75,2025,54.02433108894577,ssp126,mpi-esm1-2-lr
76,2026,52.336156422002574,ssp126,mpi-esm1-2-lr
77,2027,53.73962141021526,ssp126,mpi-esm1-2-lr
78,2028,55.014793229308594,ssp126,mpi-esm1-2-lr
79,2029,54.29162783414364,ssp126,mpi-esm1-2-lr
80,2030,53.40814617302554,ssp126,mpi-esm1-2-lr
81,2031,53.76560465609488,ssp126,mpi-esm1-2-lr
82,2032,52.65644587177775,ssp126,mpi-esm1-2-lr
83,2033,53.036735900589605,ssp126,mpi-esm1-2-lr
84,2034,52.43540100799248,ssp126,mpi-esm1-2-lr
85,2035,53.29990595933733,ssp126,mpi-esm1-2-lr
86,2036,52.91300121584171,ssp126,mpi-esm1-2-lr
87,2037,52.98722947159457,ssp126,mpi-esm1-2-lr
88,2038,52.899072637349335,ssp126,mpi-esm1-2-lr
89,2039,53.67229221077693,ssp126,mpi-esm1-2-lr
90,2040,54.052492852554025,ssp126,mpi-esm1-2-lr
91,2041,53.95683664149823,ssp126,mpi-esm1-2-lr
92,2042,54.50245177973698,ssp126,mpi-esm1-2-lr
93,2043,53.693145725355684,ssp126,mpi-esm1-2-lr
94,2044,53.663167384758076,ssp126,mpi-esm1-2-lr
95,2045,53.9978305876881,ssp126,mpi-esm1-2-lr
96,2046,54.417568128627465,ssp126,mpi-esm1-2-lr
97,2047,54.441931527634154,ssp126,mpi-esm1-2-lr
98,2048,53.85749249798347,ssp126,mpi-esm1-2-lr
99,2049,54.46282966507173,ssp126,mpi-esm1-2-lr
100,2050,52.79287015458507,ssp126,mpi-esm1-2-lr
101,2051,54.11506548692534,ssp126,mpi-esm1-2-lr
102,2052,55.09550290228041,ssp126,mpi-esm1-2-lr
103,2053,54.61114223332089,ssp126,mpi-esm1-2-lr
104,2054,55.14966888436188,ssp126,mpi-esm1-2-lr
105,2055,52.780458657486214,ssp126,mpi-esm1-2-lr
106,2056,53.58655604369062,ssp126,mpi-esm1-2-lr
107,2057,54.46816483573237,ssp126,mpi-esm1-2-lr
108,2058,54.5496440192187,ssp126,mpi-esm1-2-lr
109,2059,53.89093847124405,ssp126,mpi-esm1-2-lr
110,2060,53.98201112939332,ssp126,mpi-esm1-2-lr
111,2061,55.210362422590975,ssp126,mpi-esm1-2-lr
112,2062,54.7704335395731,ssp126,mpi-esm1-2-lr
113,2063,55.63092276540548,ssp126,mpi-esm1-2-lr
114,2064,54.57854707985295,ssp126,mpi-esm1-2-lr
115,2065,53.55155316828037,ssp126,mpi-esm1-2-lr
116,2066,52.42465115389427,ssp126,mpi-esm1-2-lr
117,2067,53.02478551829708,ssp126,mpi-esm1-2-lr
118,2068,54.052154232798394,ssp126,mpi-esm1-2-lr
119,2069,55.18426304887153,ssp126,mpi-esm1-2-lr
120,2070,54.20666154307953,ssp126,mpi-esm1-2-lr
121,2071,53.63213973650096,ssp126,mpi-esm1-2-lr
122,2072,54.04611475352693,ssp126,mpi-esm1-2-lr
123,2073,55.43054633361017,ssp126,mpi-esm1-2-lr
124,2074,54.22840361323256,ssp126,mpi-esm1-2-lr
125,2075,53.885826101746716,ssp126,mpi-esm1-2-lr
126,2076,53.5902291970822,ssp126,mpi-esm1-2-lr
127,2077,54.0975029147325,ssp126,mpi-esm1-2-lr
128,2078,54.4522519037875,ssp126,mpi-esm1-2-lr
129,2079,55.147164557324466,ssp126,mpi-esm1-2-lr
130,2080,53.817476659106724,ssp126,mpi-esm1-2-lr
131,2081,54.02881244644543,ssp126,mpi-esm1-2-lr
132,2082,55.55302591324208,ssp126,mpi-esm1-2-lr
133,2083,53.83117381905424,ssp126,mpi-esm1-2-lr
134,2084,53.20952924180477,ssp126,mpi-esm1-2-lr
135,2085,53.92983386163743,ssp126,mpi-esm1-2-lr
136,2086,53.24993103628897,ssp126,mpi-esm1-2-lr
137,2087,52.6301108973421,ssp126,mpi-esm1-2-lr
138,2088,53.127169482070904,ssp126,mpi-esm1-2-lr
139,2089,54.73611319465128,ssp126,mpi-esm1-2-lr
140,2090,54.04738969336568,ssp126,mpi-esm1-2-lr
141,2091,53.384371846390735,ssp126,mpi-esm1-2-lr
142,2092,53.06889023882005,ssp126,mpi-esm1-2-lr
143,2093,54.138367397853116,ssp126,mpi-esm1-2-lr
144,2094,54.2398914014422,ssp126,mpi-esm1-2-lr
145,2095,54.70446176721241,ssp126,mpi-esm1-2-lr
146,2096,54.502536258422424,ssp126,mpi-esm1-2-lr
147,2097,52.45069838787015,ssp126,mpi-esm1-2-lr
148,2098,53.94799472526024,ssp126,mpi-esm1-2-lr
149,2099,55.56483831193311,ssp126,mpi-esm1-2-lr
150,2100,54.68771522768238,ssp126,mpi-esm1-2-lr
0,1950,50.98514162644084,ssp126,mri-esm2-0
1,1951,51.70485089087874,ssp126,mri-esm2-0
2,1952,51.138105438378545,ssp126,mri-esm2-0
3,1953,52.9416164323171,ssp126,mri-esm2-0
4,1954,51.33479378871143,ssp126,mri-esm2-0
5,1955,50.25569333029418,ssp126,mri-esm2-0
6,1956,51.43133188940766,ssp126,mri-esm2-0
7,1957,53.253488504169304,ssp126,mri-esm2-0
8,1958,51.92987001296385,ssp126,mri-esm2-0
9,1959,49.90905481621982,ssp126,mri-esm2-0
10,1960,51.455865480226784,ssp126,mri-esm2-0
11,1961,51.284321533581384,ssp126,mri-esm2-0
12,1962,49.54965023062147,ssp126,mri-esm2-0
13,1963,49.798351366840556,ssp126,mri-esm2-0
14,1964,50.992244288614785,ssp126,mri-esm2-0
15,1965,49.78875069444043,ssp126,mri-esm2-0
16,1966,51.17686438198314,ssp126,mri-esm2-0
17,1967,51.647572545758045,ssp126,mri-esm2-0
18,1968,50.716345438607696,ssp126,mri-esm2-0
19,1969,50.78561053685665,ssp126,mri-esm2-0
20,1970,51.01550438687126,ssp126,mri-esm2-0
21,1971,51.34290570348499,ssp126,mri-esm2-0
22,1972,50.81926976532605,ssp126,mri-esm2-0
23,1973,51.52850523339562,ssp126,mri-esm2-0
24,1974,51.232094189053626,ssp126,mri-esm2-0
25,1975,50.45658197216571,ssp126,mri-esm2-0
26,1976,49.44109556284663,ssp126,mri-esm2-0
27,1977,52.32047371251575,ssp126,mri-esm2-0
28,1978,50.231918746264036,ssp126,mri-esm2-0
29,1979,51.00050222858543,ssp126,mri-esm2-0
30,1980,50.244387679398606,ssp126,mri-esm2-0
31,1981,51.11787720478107,ssp126,mri-esm2-0
32,1982,50.70196270083135,ssp126,mri-esm2-0
33,1983,51.61417396096476,ssp126,mri-esm2-0
34,1984,51.257297892949985,ssp126,mri-esm2-0
35,1985,51.26425026591689,ssp126,mri-esm2-0
36,1986,50.36153309308297,ssp126,mri-esm2-0
37,1987,49.77811001898897,ssp126,mri-esm2-0
38,1988,51.127632924507914,ssp126,mri-esm2-0
39,1989,50.35647539290913,ssp126,mri-esm2-0
40,1990,51.22275134786153,ssp126,mri-esm2-0
41,1991,50.314413736978096,ssp126,mri-esm2-0
42,1992,50.70114001749921,ssp126,mri-esm2-0
43,1993,51.17841811171977,ssp126,mri-esm2-0
44,1994,50.72465247344764,ssp126,mri-esm2-0
45,1995,51.18504554276616,ssp126,mri-esm2-0
46,1996,51.98847578712615,ssp126,mri-esm2-0
